상호명_지점,상권_코드,전용면적,리뷰수,별점,카페_추정매출
오픈찬스,3001492,68.34429002445123,0.0,,11233586115.289202
미리온,3120002,174.24693061595315,0.0,,1354203663.5318096
티씨케이컴퍼니TCKCompany,3120208,363.9962352525001,0.0,4.62,6974152131.757244
언더투에니포주,3130012,192.86558617458525,0.0,,157340886.2633086
뎀셀브즈,3110559,74.44518010011552,5.0,5.0,311500664.28389096
대양푸드빌,3120009,286.8997877879782,0.0,,4379506801.363593
씨플라밍고,3120005,439.7924567331972,454.0,4.365,1930211588.1008825
카페미우,3110060,55.58498818666128,137.0,4.675000000000001,1321299227.3282773
온어롤,3110544,249.31268807965256,50.0,4.9,528134874.7222027
팀트,3120003,211.41413743628576,181.0,4.505000000000001,2606661640.8342404
골목카페,3120009,171.09218370962134,891.0,4.391666666666667,21566397968.141346
이디아신촌기차역점,3110520,127.885065095424,55.0,3.62,1501055307.4186215
라이프커피컴퍼니,3130179,210.8874304516823,0.0,4.4,673906851.7674779
모쿠816,3110890,250.40442395721863,117.5,3.8666666666666667,1655649427.309818
카페나우어데이즈,3130119,162.50169603831824,60.0,4.66,1306024393.57827
커피와쟁이,3110943,128.16199943480038,18.0,3.1,2978653411.5624137
하이네스,3110559,76.23193222006029,106.0,4.3,433585947.31889725
이디야다동점,3120026,572.7577020754912,18.0,3.7800000000000002,1624946367.5911505
차사랑,3120003,1253.3963955754145,0.0,4.46,1626177263.2546577
벤센느,3111073,65.0532472187549,0.0,4.25,1518383653.96224
카페인중독종로2가점,3120006,1556.8090242117676,0.0,,2437477374.698839
블루베르,3130318,85.04333146251832,96.0,4.52,10159264841.96776
탠저린,3110957,315.1980268270238,48.0,4.5,811607933.6922705
컨큐어카페,3110559,165.08240079059075,194.5,4.5,667886685.0262343
테누,3110562,119.38473618760871,476.0,3.4,293253657.01293814
메이크메이드,3110018,115.95934315972593,0.0,,190201216.47633895
토니웍스,3110695,150.7066399212834,0.0,,1826090134.735744
원즈커피,3120058,124.05867510637978,257.0,4.58,23967583683.52582
카페시월,3110229,299.8168273962322,9.0,5.0,7171662556.99873
아르테,3110718,65.81474923182209,18.0,4.6,3185270469.525137
피피커피,3110544,97.7035444378113,336.0,4.535,715267181.0123681
