상호명_지점,상권_코드,전용면적,리뷰수,별점,카페_추정매출
나주육곱식당;커피플리즈,3120210,330.30996200329247,0.0,,2406817226.419522
메이린,3130310,798.7196031149116,44.0,3.4,8999295941.165493
파스쿠찌커피숍,3110981,178.035859274632,30.0,2.4,1183453304.2566938
커피둘세,3110759,216.4194790730685,0.0,4.6,2233364085.8318524
스위스워터커피,3120207,223.20466497900588,25.0,4.34,1709322046.1084301
레몬시티,3120213,183.895263260036,0.0,4.8,1560168254.8460903
이디야커피한티역점,3120219,96.07968024998212,21.0,3.835,10803193050.604858
린네스가든,3120149,731.943845966508,49.0,4.1850000000000005,3010809956.105746
글라스커피,3120222,1192.785563378238,13.0,4.035,5507326865.193502
세이프토피아,3120221,776.9140942647978,1.0,4.545,2999571381.891976
카페테라,3120222,3704.565827622654,73.0,4.745,13122248320.149546
커피더주다,3110983,127.6832079002092,0.0,,1412157386.981953
공차수서역점,3120224,2024.4766128283966,27.0,4.41,6206266168.674366
올어라운드,3120222,213.56053420735952,19.0,4.5,4342423742.860504
터틀스커피,3120207,205.1361672681499,0.0,,1218607339.6249833
리틀앤머치,3120203,169.8186535309733,125.0,4.52,3437206245.0481067
네세서리커피,3110997,128.60637764180294,61.0,4.725,3270546734.9803667
소운빙,3120211,1260.8963231925263,99.0,4.5600000000000005,15676535105.135597
스커피,3120215,642.8001169497815,70.0,4.68,4393557967.359846
더치앤드립,3110997,176.6884234430899,6.0,4.82,1904586565.7100902
엠엠티에이치017,3120213,301.45800422864613,0.0,,1993633100.6208217
파이하우스,3120212,188.17202743201844,347.0,4.3,20515189877.3443
카페오로미아,3110994,319.9093784190637,12.0,3.99,6699051995.596815
셀렉토커피개포동점,3110984,144.63499934472264,24.0,4.0,2903567357.6111965
삼청빙수카페,3120005,70.68454690032118,846.0,3.5,2472092303.2939105
문정커피,3120235,1096.868736443744,646.0,3.26,7973403892.470306
에슬로우,3110657,2370.5461056960203,25.0,4.445,6780844076.674793
메머드익스프레스망원역점,3120100,90.65705512473339,38.0,4.6,2088565623.3693266
심플리에스프레소바,3110762,1135.8525538564325,67.0,4.675,2204073217.5050635
프롬더테이블,3110085,78.12682136243863,0.0,,623700940.7248173
커피인왕,3110007,61.893946295488746,0.0,,7852552.695016103
샤론플라워카페,3110639,111.355994251386,0.0,,473278688.4131275
오름1077,3110308,133.998513977766,97.0,3.885,4060049239.02037
베코세젤게작,3110255,223.67757174271748,0.0,,2461473675.8441477
현진에프앤비주,3120218,2675.3734490475154,0.0,,3601256744.0274477
아름다운커피세정점재,3120217,814.5591448678247,0.0,5.0,13605982321.402807
성원개발성원빈주,3120222,606.7442146592025,0.0,,3791947645.511979
성우에프앤아이,3120037,141.3996992141155,0.0,,2459612776.7658105
에스앤에프네트웍스,3120210,1160.3066647896858,0.0,,4199130737.8673577
메타비젼,3120189,764.6311693975676,0.0,,5168618942.996615
시애이,3001496,4841.291211896572,0.0,,33900816249.25617
클라우드시큐리티,3110956,302.2454557738361,0.0,,157710391.86933365
웨스트사이공주,3120218,2675.3734490475154,0.0,,3601256744.0274477
더블유디자인바,3120221,315.77253688511405,0.0,,1725035546.5180526
탑베리타스,3001495,792.994179227267,0.0,,30104364162.11879
메이트아이엔씨주,3120244,187.09630823569861,0.0,,3455241871.6897783
어반스토리,3120168,497.89256685622223,0.0,4.62,1942127700.0703883
삼성에프앤비주,3120212,1175.3326862346762,0.0,,5044872196.474822
제이스커피랩,3120191,1410.9404314778062,18.0,4.608333333333333,5113276049.642724
터틀힙,3130191,234.04096961273262,0.0,,1127029998.7100787
페이딩,3120103,2659.7115794820115,0.0,5.0,11659540978.842806
카페미뇽,3001492,50740.616351580225,99.4,3.0,294866926877.0467
브로커피앤쥬스,3120159,1236.8455363449755,0.0,4.38,3336646929.976729
카페봄봄서울대입구,3120159,110.26593221901608,18.0,4.6,2623574415.6535997
팩토리커피,3120021,67.11089748078454,21.0,3.605,1017148126.6526015
슬쩍,3110161,82.47889215660877,67.0,4.775,3748676445.293784
카페아이엠티,3120007,1677.234077607613,27.0,4.288,3939000068.5612755
킴스델리마켓,3111013,170.35808008721523,950.0,3.7,1678588834.9748273
페이퍼버드커피하우스,3111077,108.32279666649713,54.0,4.8,5219083958.281519
물레,3120081,197.37494043739102,648.0,3.425,16091930769.290014
더만듦미어켓파크,3120012,248.2186721213739,0.0,,955996852.7372832
티에스앤엠,3120131,1913.0063292693665,0.0,,4508771001.2893095
온사랑커피밀,3110837,523.5125250776962,0.0,5.0,3382704640.2713275
유럽샌드위치,3120149,9810.915391602419,0.0,4.25,12946005406.019968
커먼센스커피COMMONSENSECOFFEE,3110190,68.13598750325386,0.0,,433882319.56542814
CAFE라임,3110668,282.3421478184524,130.0,4.295,2037564907.6878314
빽다방먹골역점,3110247,648.2184671075046,19.0,5.0,5602809585.262493
에르모소뷰티카페,3120227,13085.309391073064,121.0,3.0,22372573525.01791
투썸플레이스목동메가박스,3120114,5154.615223402442,59.0,3.755,5938969559.127693
제이이글로벌주,3120189,152.04625839428945,0.0,,3098197214.2433805
승앤윤,3120189,209.06141690870174,0.0,,3290897721.4485235
그라피,3120006,196.66556929856253,0.0,4.59,1314253489.9630182
오페라빈,3120106,1723.6885119452725,95.66666666666667,4.3,6083919919.2938795
커피라움,3110298,88.51474355896391,2.0,4.85,147910183.0
카페히릿,3120054,304.28420929022354,29.0,3.4,1688256337.142057
애크로매틱커피파트너스,3111053,219.61598486472525,0.0,4.1,1487234477.3129401
봉봉,3110348,244.16366220485713,0.0,4.53,516302622.3240006
힘이나커피,3120052,577.3437661365955,0.0,,2320006774.7145915
오제도바,3120014,98.38900256626853,0.0,4.4,2524984071.027102
카페모호방배,3120166,152.13923875891237,0.0,,3341913577.714634
예,3120009,60.001599508526674,0.0,4.44,3161213567.292092
인카페,3120184,181.79168578331092,0.0,,3260563607.467541
에이치커피로스터스,3110129,50.54107537689372,164.0,4.1,331791155.9752702
쿼즈,3120113,684.5059795842628,14.0,4.6,6369176206.406215
버터데이즈,3110166,137.16487745104237,26.0,4.0,2034150462.366476
콩카페연남점,3110562,45.954692186498626,1331.0,4.045,571084107.1572596
성공커피숍,3110707,60.942997867152556,0.0,,1086210628.9855578
모퉁이,3120086,160.10389778637688,128.5,4.335000000000001,4699989141.425351
커피더캠프,3120131,4507.394163508486,5.0,4.085,7520964863.760532
스윗헤르츠,3120104,88.22477586132413,271.0,3.8,1792240859.5266123
카페오오디,3120149,774.4684557027598,63.0,4.29,3171717700.582497
해드림찬카페,3110569,110.7092778329111,2.0,4.7,646080137.663033
숲속마을사회적협동조합,3110391,136.09324789640422,12.0,4.355,1140538732.3335102
퍼스트엠버,3120118,1664.8757291383292,0.0,,504419313.2949704
자유,3120077,554.9837856300818,44.0,4.265,4748525600.732432
파스쿠찌종로2가점,3120009,137.52782640978603,79.0,3.21,5156476359.508862
라스투어,3110507,79.29014087155018,0.0,,764659931.6848733
티티엠서울,3120191,379.39384120424904,201.0,4.48,6971649613.44636
필링,3120136,157.7006059050994,0.0,,747665928.9862715
태경카페,3130191,60.61915648933484,176.0,2.7,2298405536.959974
숙커피숍,3110615,100.71077537663454,0.0,,1101939325.4851012
커피베이증가점,3110498,79.33297096970769,12.0,3.1550000000000002,816308465.1310357
작은나무,3110031,33.465550899850776,0.0,4.0,34132390.44246232
잇테이블,3120198,125.77955943423787,336.0,4.095,5101524547.417697
프리스타일,3110291,201.09625437989297,105.0,4.7,2781602432.336904
드립하우스,3120124,267.5934424242214,14.0,4.331666666666667,4116564684.0261517
헤세드커피공방,3110449,101.72238236082936,92.0,4.8,1276769013.1261623
보연희,3120093,142.57798567457644,601.0,3.9,5346467868.31898
테베르베이크,3120118,1664.8757291383292,65.0,4.425,1079479026.6254268
애니원에프앤씨,3110958,739.7656767621736,0.0,4.63,134773005.00099817
메종드그릭,3110955,151.13281741565802,264.0,5.0,2469237715.113967
카베하네,3120195,174.1808620119963,109.0,4.29,14690078203.143257
빈스토리,3111042,221.0663050995341,0.0,,2735561924.9231167
동건스애견카페,3120162,254.98941068308102,0.0,4.4,1750776045.07053
띵킹커피,3120053,98.14508345918362,120.0,3.555,2125941352.1979995
알라카르테주,3120197,922.7196820429526,0.0,3.6,2750544481.007525
커피지인,3110281,157.60590470790254,0.0,,259923609.0
로안씨엠,3111077,121.2065728824906,0.0,,1656190271.6063368
모어호스피탈리티,3110547,141.27482827383216,0.0,,1080778405.7362235
서이갤러리,3110018,66.00476441230676,0.0,,158647377.5660497
카페오가닉,3120137,378.9187066811086,121.0,4.1,10882470387.542574
카페플로리,3110464,4181.6032921393935,20.0,4.665,4123521381.3094287
써클커피,3120239,134.69700129537728,27.0,4.495,722338496.303755
아이클럽,3110670,95.31985078389339,0.0,,846795996.5933638
커피도가헤리티지,3130179,216.13943577062088,204.0,4.585,1510580713.9483736
머치커피,3110850,66.96702556246622,737.0,4.54,9981566267.811457
비콤마,3120215,167.20660450330652,0.0,,1508710790.6377869
하니지니,3110175,95.3379331152011,41.0,4.734999999999999,317254126.80646193
디무무,3110109,88.83173350114798,0.0,5.0,352047803.5611938
코인,3001492,102.2595003243732,720.0,4.34,127702332059.16704
비틀즈,3120187,131.91287340724688,36.0,4.1850000000000005,3526984322.4088626
까르페디엠배세일움,3120119,3302.719822799398,0.0,,1171586693.933242
커피다락방,3111089,37.60751679856357,4.0,4.8,1222691199.2302096
밍글링,3120055,94.0600566647215,0.0,,1456135231.6075912
서울북카페욕망의북카페,3120187,432.27198623854235,0.0,2.5,3483967564.0617747
반테이블,3120102,95.3747783566894,0.0,,681704190.2800837
안드레아,3120192,1689.6180589811722,0.0,4.47,3839661429.794877
정코퍼레이션,3001492,89.18184387788729,0.0,,11343620453.163828
만랩커피창동역점,3120079,535.0650657670662,39.0,4.34,7142783894.926277
스위트번스,3120107,4507.394163508486,11.0,4.3375,5595553402.490819
리틀빈스,3120075,141.09540285427155,26.0,4.3149999999999995,1499617450.0420668
카페노니다,3110301,79.06483563797607,98.0,3.95,1238428301.788613
카페배네거여역점,3120241,339.3480406623169,0.0,,4472823923.02759
벌스데이투미,3110562,71.13962684567942,384.0,4.48,241767073.8279228
이태리다방,3120198,100.6135272426155,8.0,5.0,869319821.3388264
푸드앤갤러리,3110093,793.6646601815579,0.0,,3043985798.401225
블루샥,3120055,387.7873275133514,144.8,4.24,5297742044.855814
위커즈러브,3110137,1097.43906852891,0.0,,1921157019.135601
엔엠더블유,3120190,283.64282299629525,0.0,,3034662580.504143
로코코커피,3120236,31137.557417871616,24.0,3.375,7509847343.858277
이터너발효커피,3120189,314.22500330470024,0.0,,3646330854.7774115
자여느향,3110720,137.02211535875333,0.0,,1675704500.7573404
황다방,3120175,353.4714310391775,23.0,3.8150000000000004,2034132869.91848
연희에스프레소바,3120093,130.9311411212219,0.0,,1378247433.0872638
카페드발렌느,3110869,84.62987479355827,129.0,4.795,1535938963.1524682
라온제나,3110941,137.5678013199397,0.0,,566680856.3174065
허니빙스&호두사랑,3110542,183.12598408501367,0.0,4.1,499340269.39808625
세븐피트,3120123,21.88248174983731,91.0,4.8,7577955271.14257
민스,3111003,157.8874425653746,0.0,,1822099975.372891
타이슨커피,3110027,138.37579772427557,43.0,5.0,122590993.3227863
카페그라치아,3111046,293.58921449245213,25.0,4.609999999999999,32134719931.705097
테라포커스,3120197,236.65166629371015,0.0,,1727990919.487733
뉴욕핫도그앤커피,3110578,2684.8023647746118,12.0,4.467499999999999,3655032527.800422
뉴질랜드스토리,3120228,1015.5076972354002,1462.0,4.470000000000001,26021881770.98397
부어크,3110008,99.6684313582741,0.0,,425003033.8634341
더힐세일즈라인스,3110041,94.07564258395843,0.0,,1078178590.5940046
도바,3120032,221.71430591946609,0.0,,843713735.6289917
쥴리스샵,3110952,73.78437501367095,0.0,5.0,57221709.82583312
이디야혜화역점,3120012,106.24585391491722,47.0,3.995,1164021731.9559104
라이크어시네마,3120053,138.97737994298225,92.0,3.8,1890342379.8126798
플러스카페,3110028,1010.0572436643488,37.0,4.3,3809191632.16928
빈티지,3120236,31137.557417871616,4.0,4.3125,5035149887.96384
엔제리너스양재천변점,3120183,149.04891711604807,0.0,,3259495572.1187067
작은식당,3110335,51.45805545864742,13.0,4.725,2763352668.6477323
피스아일랜드서촌,3120002,81.67570504075657,0.0,,929635891.7278624
브레스토,3120131,2539.8743110664045,0.0,,5048613637.533317
샹델미뇽,3120094,103.50504603049231,0.0,,1272803069.4341397
에스아이지파운데이션,3120179,68.63217741440998,0.0,,1371311253.8390152
온고지신,3110895,77.18229477985781,1106.0,4.055,3427122083.0928426
위드그레텔,3110398,247.09176834503216,64.0,4.765000000000001,7401967535.94492
스트릿넘버502,3110404,127.7219954064638,4.0,4.625,2244836467.4793663
바오밥커피로스터스,3130067,81.5010164092603,63.0,4.505000000000001,4035016866.795722
106길15,3120187,124.25912840414183,394.0,4.6850000000000005,15835582948.300365
시에라,3120003,1008.4609855060168,0.0,4.2,1447391258.953825
남산상점,3110093,114.81335794115449,0.0,,939705680.805969
카페다포딜,3110080,78.50293850579588,321.0,4.51,716940303.9392459
좋은이름.좋은카페,3120048,106.3889152571823,0.0,,8856936686.76401
안마루카페,3110620,399.35330623458236,1.0,5.0,1723328439.8599563
멍멍이다방,3120120,159.07576739509622,0.0,,2064821628.2797165
컴앤쉽,3120185,99.25943711922152,216.0,4.575,13246425310.345377
메트로폴리티션,3110559,82.50393653078442,0.0,4.3,317341416.51279634
코너스톤-엠,3111080,219.12516968691216,10.0,4.5,320468238.82026553
아이캔커피,3111077,201.87174247198294,0.0,,1901707325.9181933
위싱웰,3120197,103.1274493426111,0.0,,1528979071.597725
메가엠지씨커피중계씨앤미점,3120083,2524.375657963459,17.0,4.2,6181348260.7973795
커피베이방화역점,3110640,877.0845314866931,16.0,5.0,2391163420.0525203
한남베르그도산,3120200,288.9913668159827,380.0,4.0,35860862437.27467
진커피,3111047,391.0650274808277,4.0,5.0,3860794912.803613
에코카,3110729,571.7624270614206,0.0,,2306384308.7443347
더블엠컴퍼니,3120003,1228.2197533317014,0.0,,1607800045.9009492
오쿠텐,3120103,89.79548152740063,0.0,,1258523634.5743155
민트하임,3130190,123.05584312880663,646.0,4.0600000000000005,6220899699.299503
이루리,3110096,88.06435919864363,0.0,,174634229.9750633
써니인코,3111026,239.8416904766022,0.0,,1502177734.8668303
지하실,3110259,71.79022734375741,63.0,4.95,2502031731.2796183
카페라스플라미아,3120103,90.88544211868633,126.0,4.875,2329317586.922713
이디씨,3110462,93.21200725495154,0.0,,530747205.63274294
카페투샷,3110591,286.04154719765097,51.0,4.175,13210556344.199486
비지엠,3120160,147.1974833101162,816.0,4.595000000000001,9242719846.355846
태기커피서울관세,3110966,149.98521875878598,0.0,,546615477.0729449
비아이티,3110472,131.08857150291814,0.0,,530524906.6146571
에쏘다컴퍼니,3120053,219.51398091327079,0.0,,1067913263.1126167
한양,3110256,170.16778239601297,0.0,,5336802287.783018
몽디저트,3120054,83.97032368558997,0.0,,800237609.9210908
도토리카페,3110362,162.85510984039098,0.0,4.23,885945661.4211519
초원,3120062,262.698443327081,0.0,4.47,1927180485.244154
산수목모모스산수목momoss,3110085,16.442656409542007,0.0,,425233849.41173124
노란꼬무줄,3120219,510.18911714049875,20.666666666666668,4.433333333333334,15257111411.14808
공간갑,3120031,223.3004387111037,2995.0,4.305,44061796805.75447
혼합복식,3110128,138.23309645098362,0.0,4.9,2189010378.7526073
카페오로시,3110155,293.5295207832462,70.0,4.005,867282254.7204865
도론수제,3110690,140.63810061304642,17.0,4.25,4863423462.0672035
시간이머무는홍차가게,3120093,198.314400635264,0.0,,1647846803.9698794
26;샵,3120040,64.18347806360563,361.0,4.4350000000000005,192658088908.23303
노알커피,3120013,111.40899121559984,227.0,4.3,1124105464.6895723
삼HUNDREDCOFFEE,3120149,985.8946683655121,0.0,,2905879020.7501063
착한커피,3120129,3230.635836819631,1057.0,4.45,26111173919.301323
커피굽는라이로스터라이,3110230,376.3942802008058,14.0,4.345000000000001,3935096456.9435654
그라운드플로어,3110364,128.44612240659382,118.0,4.78,7936173643.867387
키쉬미뇽고속터미널역점,3120167,830.8730259266807,0.0,4.18,3363925747.5830026
브루다종로5가,3120014,814.7647510733696,30.0,1.0,6275442117.487499
이이엄,3110008,77.2851421151639,0.0,2.6,377279969.9678625
카페다다,3110648,348.96736548482187,0.0,4.29,942432466.1893014
킵햅,3110068,72.37901864234186,301.0,4.8,1863776099.084671
까페오,3110581,126.82949183146295,27.0,3.1049999999999995,
가원thecafe,3120022,105.46608615132268,18.0,5.0,3910389559.1289525
크로와플마침내카페,3120001,31.352169364006897,0.0,,1162992061.8365746
퀸즈베리도넛하우스,3110049,76.605872483619,0.0,,705169367.130084
블랙빈스,3110759,1348.7866844296027,0.0,4.25,7170744570.589015
커피스트림,3110736,318.96227878893717,0.0,4.75,2282157816.7326922
카페마실,3110885,96.18527317059792,25.0,2.625,905415475.1852279
커피수,3110449,87.68944922709676,3.0,5.0,740905143.6155895
지니커피,3110056,112.42381380890056,21.0,4.5,2076770566.7747052
오브판타지,3110562,92.66967218387641,0.0,,112584284.87974417
에일당,3120009,37.12664005502596,1518.0,3.71,33379140733.010296
로이터,3110042,276.1525787564712,0.0,4.23,324421971.9328875
요거프레소마포도화점,3130195,97.57415209240187,25.0,4.68,2306594273.7970886
비아인키노주,3120200,230.48249843331968,0.0,,8593775550.67747
세인,3110902,298.61777413287354,0.0,,1426142803.0163264
미제,3110466,116.13563361120696,0.0,,583928428.6556675
카페몰리,3120001,62.49396228043206,0.0,,1287369532.2830968
합정카페,3110550,90.49335888425114,700.0,4.7,8164092915.274824
미시시피,3110797,133.2525431156601,0.0,4.75,1196705165.384988
까페두,3110598,138.46373420122833,0.0,4.6,906160173.1570178
오너스,3120187,140.00978161737743,0.0,4.33,2318468191.655289
헤르만의정원,3120003,974.4535772367775,695.0,4.745,8107852923.965947
압구정쌍커피,3120202,157.62538576175612,0.0,,3683595338.5504766
카페마리,3130181,1708.9613313737727,4.5,4.15,4157655915.9562144
리츠카페,3110175,128.8668724430134,12.0,4.6850000000000005,287151022.9666428
카페프로젝트이응,3110201,117.13717796047933,0.0,,612887072.3249476
알디프,3110566,97.91353764144927,0.0,,371404669.03415644
아리디,3110009,150.06474971914238,27.0,4.715,383564397.52854806
에이알티엘,3120202,532.8912454705137,0.0,,5685469745.360154
블랙힐스,3110759,286.666051522612,0.0,,2539655237.9358673
잇세븐,3120242,118.69642703211974,54.0,5.0,1525654950.5429235
붐Boom,3120184,137.5680735274405,0.0,4.45,2935386642.2129445
스텔라카페,3110267,109.05321595031873,3.0,4.88,711896278.9754517
카사빈,3120040,9241.682750479134,8.0,4.755,137125962874.93692
클랩커피,3110069,92.26198671480363,18.0,4.8,848685295.9637791
쥬씨에이스하이테크시티점,3120140,1664.1423857130158,10.0,4.654999999999999,786405617.7114422
코나카페,3120179,302.68332135591174,12.0,3.67,2291048991.664949
파티세리오델리스,3110919,112.97431566277808,63.0,4.6,816904376.5818437
디어마이요거트,3130321,123.35690341428173,0.0,,159688655.3690091
프루프인더커피,3110084,164.23524094321743,360.0,3.6,3612440230.7631187
바리스타폴커피칸타타,3130113,1657.0494546577333,0.0,4.4,3384234481.557443
푸른하늘은하수,3110694,203.961825604117,19.0,4.785,2284091938.897479
제이티인터내셔널광진구지점,3120053,5919.0715681642105,0.0,,6203277117.692653
레이업,3130099,61.51648351657112,92.0,4.8,5704427812.371481
옐로우독,3110079,104.01409418000657,19.0,4.62,584747142.9296365
우지커피,3110023,223.7014573743603,11.8,4.5200000000000005,339155970.701518
카페오월일일,3110554,102.88726609403955,41.0,4.07,257455449.5905862
이디야커피도림점,3110768,254.99402271257813,15.0,4.734999999999999,304151354.30377233
달다롱,3120141,130.52735367585493,3.0,4.67,278197279.4380206
카페놀다,3120201,389.1455359132099,93.0,4.38,3557216423.2661476
신천비버리지,3120225,170.5028610476197,0.0,,3492242708.034005
행운커피,3130159,389.01136226800196,17.0,5.0,2024262632.752576
생활회관,3110309,300.8640198425845,0.0,4.42,112754082.22354804
정상F&B,3130157,83.62102593512188,0.0,,2104136454.2426808
소울,3120002,81.02191617753338,553.0,4.45,1902764175.3976917
커피와이,3111026,99.53235105887077,12.0,4.13,1257019821.0013483
스윗모드,3110425,195.16503171558224,79.0,5.0,1891757302.6894436
명동커피숍,3130178,47.15297405771539,3485.0,4.41,1488766837.0276752
앤티크커피,3120138,250.7582874254028,3059.5,3.6,9994901843.631569
일상적,3110259,74.67223532113417,32.0,4.6,1964324348.9795144
프롬보람,3110450,96.47250125796705,66.0,4.85,3051559182.692158
복음창고,3110190,105.6032679067906,0.0,,532734193.583938
내피커피,3110759,66.4459151338317,86.0,4.18,2354643680.619684
은하수,3130139,97.37406169394704,1.0,5.0,3886889883.084955
워너커피,3130261,101.9399118708072,44.0,4.34,7363936673.579021
베트남키친,3110718,66.8421974185389,75.0,4.5,4717579218.409575
스웨이,3110508,152.9224604905704,516.0,4.415,565743151.6131272
바이앤드커피,3120103,386.6820073351677,0.0,,2460088894.492283
컴포즈커피서소문점,3120020,76.07323461490017,12.0,4.5600000000000005,1440611268.3028128
카페달꼬미,3120187,155.10421434695505,103.0,3.1,5928744803.848968
현명커피,3110918,193.85965984096612,0.0,,692210996.6103755
꿈꾸는나무,3111079,105.67339059002158,0.0,,1118893061.3867085
카페.김랩,3110214,148.56002408427906,0.0,5.0,261072507.8393442
마그마힐링카페,3110831,59.13266993065654,0.0,,644987245.4150463
컬러블라인드,3110359,207.9526492220392,0.0,5.0,972015948.5919001
커피위드구루,3130163,152.2480868701952,0.0,4.92,2582314970.51031
오늘도행복해,3120222,378.0419631962981,24.0,4.795,4906806279.334729
메가엠지씨커피오류동역점,3120123,306.8910514149538,0.0,2.2,3937957868.766162
다빈커피,3130225,1845.5527531874918,0.0,4.26,5969175120.218021
공차왕십리역사점,3120049,194.6190772800716,0.0,1.4,1171709836.0340917
보뜨,3120007,138.84621701770178,0.0,,987107097.4544822
연지다방,3110745,124.06125960817248,34.0,4.385,3298064499.43817
캔디드롭,3110261,118.68837979541533,0.0,,527796373.4049617
꿈꾸는다락방,3120163,580.8457276870039,401.0,4.325,1663027486.1673503
텐퍼센트커피서초역점,3120169,311.84145152601087,4.0,5.0,1749541161.4199748
제이스커피,3110846,482.3219964663684,0.0,4.25,2295414984.483655
아임유,3110219,100.22389911179303,4.0,3.8,1029519555.8844315
팬더스윗,3120053,83.9719630186278,0.0,4.47,945788419.4177363
아인스,3120064,276.8077879576445,44.0,4.3,2234603433.3784046
마켓728,3110959,104.2468189853374,17.0,2.6,15002598548.0
하우신사역점,3120178,593.9888552140262,0.0,4.7,5198902306.550136
쿼드,3120005,439.7924567331972,0.0,,876592413.1173694
로스터리요정,3001492,2026.313303771007,129.0,4.465,42408024777.03573
이디야서소문점,3120020,187.29143480365886,10.0,4.695,1676348082.1461835
커피분의커피,3110648,348.96736548482187,0.0,,942432466.1893014
빠세,3120034,543.0557058618526,0.0,,771151517.0378386
비바라비다,3130016,889.5337639710212,23.0,4.895,3468466680.0
잼커피,3120237,103.39288484414995,35.0,4.555,3085505396.0720277
라르고,3110925,145.60286394328293,464.0,4.9,5836339162.965653
갤러리K,3120200,149.42674828736642,0.0,,7081736380.789153
카지노,3120076,99.994654677136,0.0,,2374408111.441764
커피소,3001494,468.3403517279746,16.0,4.18,51952495054.69431
다나제과,3130178,87.73240327953026,10.0,4.1,205903704.77232212
엔타로,3120094,551.2850352259321,0.0,,2138712733.4312544
오픈마켓팝잇,3110647,89.47176995590097,0.0,,478387578.51158625
스몰타운,3120131,2731.3329192237343,0.0,4.29,5213492882.861763
몬떼비서울충무로점,3120030,108.1315033701421,49.0,4.6,880597310.2539526
카페소소,3110371,112.58034681375028,22.0,4.8,4735885109.920152
카페쏙,3110323,42.662349355267715,34.0,4.1,517491794.3539218
메가엠지씨커피용마산역점,3110261,187.14986538721504,0.0,4.49,675350092.7158746
아빠커피,3120239,407.9006916535499,21.0,4.395,915573599.0766287
높은산,3110134,50.42582856378483,646.0,4.755,3490437022.828537
투엑스라지커피,3120216,501.7629196605998,34.0,3.665,4692618699.57415
새로나,3130024,254.7428582174103,0.0,,4900814880.333908
또또커피호프,3130169,88.8714828410881,0.0,,1112369862.5931785
카페비트윈,3120236,18044.959409511,17.0,4.449999999999999,5402723519.404853
이디야장안중랑천점,3110229,183.56340323486234,10.0,4.3,5876692902.634358
웰릿,3120041,13249.224502982644,0.0,5.0,935199654.3063076
플로리안,3110237,5984.000243571023,53.0,4.175,12132437721.294607
프리마떼,3110550,146.028863244174,0.0,4.42,1783541398.5268722
쎄콩데haus,3110120,121.73080877151494,0.0,1.0,48050489.42695796
문화NOT공장,3110423,155.7376682468075,0.0,,760339174.1
언제나봄,3110404,111.38346353309046,0.0,4.98,1417577437.3532193
신림카페강우,3110873,123.61272232591483,0.0,,1036991177.0509562
브릭스,3130012,4209.0667363180555,31.0,3.65,559151372.9878699
카페쿠피,3110294,133.97970308485813,19.0,5.0,1137957569.6162007
테르테르,3111085,98.04045985098685,118.0,4.9,3573449667.7365184
사이,3110852,100.58681783183384,647.0,4.785,866512241.5187863
블루노트커피,3120026,1085.1828534393956,0.0,4.67,1632532882.159639
브루잉맨숀,3110572,105.41226192125215,0.0,4.66,514729881.80054873
비건생활연구소,3110022,305.5858506962229,0.0,,551163227.0746194
스마일빈,3110613,108.08943698519246,52.0,4.88,2741509345.0
온기,3120077,318.70035359204985,0.0,,2407607976.5243807
위더스,3110503,147.1404431788204,7.0,4.4,754923551.7417543
마르코스,3110137,155.00352361237088,0.0,4.7,1096251694.4936078
포방터카페,3130180,173.4921587509434,0.0,4.37,4030136468.5644455
매머드익스프레스문정역,3120235,1096.868736443744,13.0,4.7,1110805234.5378714
업스탠딩,3130060,97.89637105604653,713.0,4.1,699244757.3762991
해진주,3120131,3480.910299273061,0.0,4.33,5859009707.241095
북앤레스트,3120213,486.01137670756646,602.0,4.59,12778703090.81469
매머드익스프레스양재산기협점,3110939,186.4171662649481,11.0,5.0,1719402649.0264487
오브제,3120240,164.74069835530685,292.0,4.46,16084222573.709482
무학봉57,3130065,105.49194397036499,0.0,,876335610.0923077
제로투식스티커피,3111061,170.31414996773916,0.0,,662841345.6886955
각자의연유,3120066,265.41828792798833,67.0,5.0,7132394831.3414755
카페온,3110143,3618.486302495782,0.0,4.56,2484148666.251332
뎁스Depth,3110659,136.49509288511018,0.0,,1901872300.6925962
서울커피상회,3120006,354.54067531520207,665.0,4.105,18079998226.14476
라떼킹,3120225,228.53348113426344,33.333333333333336,4.03125,5550336599.851014
세운커피숍,3001494,249.83257835002678,3.0,4.1,39936937349.50727
더벤티신당점,3130053,218.86518024727442,11.0,4.085,21705419790.35769
디저트뒤쥬르,3120081,236.7326059098506,138.0,4.415,5224536666.884256
로펠로세라,3120105,86.99201795175146,136.0,4.6,830382649.0935271
우유니,3120186,97.25614692125207,489.0,3.91,7960342696.078799
카페드페소니아,3001493,1409.6665481521632,81.5,3.6849999999999996,36519754112.6401
카페삼삼,3120185,164.05086113252804,5.0,3.78,3251026941.6860366
유니르,3120104,87.95682013455105,374.0,4.75,2175143371.546009
더테이블,3120185,181.1392255736893,179.0,4.3100000000000005,11964643432.05524
빽다방영등포신세계점,3120145,3131.984564456441,86.0,3.5,11613067801.330347
포엘,3111059,206.68725327947143,59.0,5.0,2479956117.4704356
켈리쇼,3120186,118.3029445822903,0.0,,2163714988.9796968
스토리STORY1954,3120039,471.07259812492657,3.0,4.715,6001273699.614635
송화의카페,3111089,106.40637882097602,102.0,4.6,6662453459.417761
이원,3120006,67.60065880598236,136.0,4.535,4609790703.7338295
라일락,3120172,200.12330287167464,0.0,4.13,1815600371.4405303
