TRDAR_CD,TRDAR_CD_N,카페_점포_수,RELM_AR,단위면적당_카페수
3111030,방이역 2번,9,50911.0,0.17677908507002416
3111031,장지동주민센터(한림연예예술고교),10,83345.0,0.11998320235167077
3111032,방이역 1번,6,77913.0,0.07700897154518502
3111033,문정동성당,3,23375.0,0.12834224598930483
3111034,오동나무공원(송파레미니스1단지),5,139482.0,0.035846919315754004
3111035,오금공원(오주중학교),8,95041.0,0.08417419850380363
3111036,투구봉어린이공원,3,31938.0,0.0939319932368965
3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),2,27617.0,0.07241916211029438
3111038,보인중학교,9,83602.0,0.10765292696346977
3111039,벌말어린이공원,10,63272.0,0.1580477936528006
3111040,거여초등학교,3,57097.0,0.0525421650874827
3111042,거여역 1번(거여공원),8,146365.0,0.054657875858299454
3111044,남천초등학교,9,129883.0,0.06929313305051468
3111045,개미어린이공원,1,42008.0,0.023804989525804607
3111046,마천역(마천초등학교),9,209850.0,0.04288777698355969
3111047,마천1치안센터,3,131215.0,0.022863239721068476
3111048,천호역 1번(천호문구완구거리),6,69265.0,0.08662383599220386
3111049,천호지구대(천호동자전거거리),4,110424.0,0.036224009273346375
3111050,강동구청(강동구청역 2번),6,19565.0,0.30667007411193453
3111051,천호역 6번,16,159647.0,0.10022111283018159
3111052,암사역 3번(천호동자전거거리),18,129295.0,0.13921652036041612
3111053,성내천어린이공원(하니사랑길),14,139845.0,0.10011083699810505
3111054,암사역 4번(삼성광나루아파트),1,15538.0,0.0643583472776419
3111055,선사초등학교,1,11026.0,0.09069472156720479
3111056,천호태영아파트,2,31985.0,0.06252931061435048
3111057,천호공원(해공체육문화센터),6,116161.0,0.05165244789559319
3111058,성내중학교,4,39694.0,0.10077089736484103
3111059,강동역 4번(강풀만화거리),29,282300.0,0.10272759475735033
3111060,암사역 2번(서울강동초등학교),15,219221.0,0.06842410170558477
3111061,암사역 1번,14,175331.0,0.07984897137414376
3111062,둔촌동역 3번(성내3동주민센터),13,106811.0,0.12171031073578563
3111063,강동구립 천호도서관,5,150522.0,0.033217735613398705
3111064,둔촌동역 4번,5,51128.0,0.09779377249256767
3111065,천일초등학교,1,62233.0,0.016068645252518762
3111066,암사동성당(효정하나플러스아파트),9,106562.0,0.08445787428914622
3111067,강동구립성내도서관,10,203966.0,0.04902777913966053
3111068,강동성심병원,2,19646.0,0.10180189351521939
3111069,천호1동주민센터,5,110491.0,0.0452525545067019
3111070,천호초등학교,1,59080.0,0.016926201760324982
3111071,천동초등학교,3,35500.0,0.08450704225352113
3111072,굽은다리역 1번(십자성마을),9,153254.0,0.058726036514544486
3111073,둔촌동역 1번(한산중학교),14,179874.0,0.0778322603600298
3111074,명일역 1번,4,49436.0,0.08091269520187717
3111075,굽은다리역 2번,2,87782.0,0.022783714201089062
3111076,둔촌2동주민센터,6,60068.0,0.09988679496570553
3111077,길동주민센터(강동도서관),17,247203.0,0.06876939195721735
3111078,굽은다리역 4번,14,207328.0,0.0675258527550548
3111079,둔촌고등학교(둔촌중학교),3,66695.0,0.04498088312467202
3111080,굽은다리역 3번,22,83549.0,0.26331853164011537
3111082,중앙보훈병원,1,21834.0,0.045800128240359075
3111083,GS강동자이아파트,7,81524.0,0.08586428536381924
3111084,길동신동아아파트,1,20962.0,0.04770537162484496
3111085,묘곡초등학교(고덕아이파크아파트),13,144712.0,0.08983360053070928
3111086,한영중고,12,75463.0,0.15901832686217088
3111087,고덕중학교(고덕2동주민센터),3,63497.0,0.047246326598107
3111088,고덕동성당,7,71669.0,0.09767123861083593
3111089,상일여고(상일초등학교),23,126943.0,0.18118368086464004
3111090,강일동주민센터,7,29486.0,0.23740080037984126
3120001,서대문역,28,148292.0,0.18881665902408762
3120002,서촌(경복궁역),61,176637.0,0.34534101009414786
3120003,광화문역,114,394522.0,0.2889572698100486
3120004,종로구청,21,124067.0,0.16926338188237003
3120005,삼청동,52,251643.0,0.20664194911044614
3120006,종각역,106,270326.0,0.39211914503229434
3120007,북촌(안국역),61,197675.0,0.30858732768433034
3120008,인사동,64,182319.0,0.35103307938284
3120009,종로3가역,119,401520.0,0.296373779637378
3120010,원남동사거리,14,99120.0,0.14124293785310735
3120011,종로4가,18,115988.0,0.1551884677725282
3120012,대학로(혜화역),118,256888.0,0.45934414997975775
3120013,이화사거리,16,134283.0,0.11915134454845365
3120014,종로5가역,32,136026.0,0.23524914354608675
3120015,종로6가,14,53940.0,0.25954764553207266
3120016,동대문역,9,58788.0,0.15309246785058175
3120017,동묘앞역(동묘),7,71198.0,0.09831736846540634
3120018,중림동,24,144683.0,0.16587988913694077
3120019,경찰청앞교차로,16,90827.0,0.17615907164169245
3120020,시청역_1번,18,58426.0,0.3080820182795331
3120021,시청역_8번,36,132689.0,0.27131111094363514
3120022,북창동(시청역_6번),25,108517.0,0.2303786503497148
3120023,서울시청,20,88816.0,0.2251846514141596
3120024,회현역,16,106867.0,0.14971880936116855
3120025,롯데백화점(시청광장 지하쇼핑센터),3,75261.0,0.039861282736078446
3120026,을지로입구역,70,200306.0,0.34946531806336306
3120027,명동역(명동재미로),31,157156.0,0.19725622947898902
3120028,명동(명동거리),57,221515.0,0.2573189174547999
3120029,을지로2가,7,56876.0,0.12307475912511429
3120030,중부경찰서(영화인의거리),34,137954.0,0.24645896458239702
3120031,을지로3가역,70,254774.0,0.27475331077739484
3120032,충무로역,65,236516.0,0.2748228449660911
3120033,을지로4가역,17,85528.0,0.1987653166214573
3120034,중구청(퇴계로4가),10,95213.0,0.10502767479230778
3120035,퇴계로5가,6,48951.0,0.12257155114297971
3120036,장충동족발거리(남소영길),7,88202.0,0.07936327974422348
3120037,동대문역사문화공원역,47,370638.0,0.12680836827308586
3120038,약수역,23,136837.0,0.1680831938730022
3120039,신당역,25,198976.0,0.12564329366355742
3120040,용산전자상가(용산역),26,365025.0,0.07122799808232314
3120041,신용산역(용산역),102,1031423.0,0.09889250094287214
3120042,"숙대입구역(남영역, 남영동)",11,87154.0,0.1262133694380063
3120043,서울역,55,435455.0,0.12630466982811084
3120044,삼각지역,29,134419.0,0.21574331009753084
3120045,남영동 먹자골목,19,66870.0,0.28413339315088976
3120046,이태원(이태원역),38,283429.0,0.13407237791475116
3120047,한남오거리,22,156210.0,0.14083605402983163
3120048,금호역,7,61031.0,0.11469581032589996
3120049,왕십리역(왕십리),42,193725.0,0.21680216802168023
3120050,서울숲역,10,58913.0,0.16974182268769203
3120051,뚝섬역,60,218163.0,0.27502372079591864
3120052,성수역,62,298939.0,0.20740017194143284
3120053,건대입구역(건대),106,275082.0,0.3853396441788267
3120054,어린이대공원역,35,145202.0,0.24104351179735817
3120055,군자역,50,288693.0,0.17319436217712242
3120056,구의역,27,158734.0,0.17009588367961495
3120057,아차산역,21,201257.0,0.10434419672359221
3120058,구의사거리,10,92657.0,0.10792492742048632
3120059,구삼강변맛길,13,108961.0,0.11930874349537908
3120060,강변역(테크노마트),15,127108.0,0.11800988136073261
3120061,올림픽대교북단,5,47188.0,0.10595914215478511
3120062,신설동역,36,271900.0,0.13240161824200075
3120063,청량리역(청량리),21,316933.0,0.06626006127478047
3120064,경희대학교(경희대),32,48567.0,0.6588836040933144
3120065,회기역,19,127203.0,0.14936754636290026
3120066,장한평역(장한평),42,450074.0,0.0933179877086879
3120067,장안동사거리,32,219588.0,0.1457274532305955
3120068,사가정역,14,35712.0,0.39202508960573473
3120069,상봉역,33,205828.0,0.16032804088850885
3120070,한성대입구역,17,80065.0,0.21232748391931555
3120071,성북구청,15,50039.0,0.2997661823777453
3120072,성신여대,97,197286.0,0.4916719888892268
3120073,미아사거리,14,90503.0,0.15469100471807565
3120074,안암역,16,27617.0,0.579353296882355
3120075,월곡역,24,94516.0,0.2539252613314148
3120076,수유역,72,297339.0,0.24214785144229314
3120077,미아역,23,93348.0,0.24638985302309638
3120078,미아사거리역,14,94178.0,0.1486546751895347
3120079,창동역,17,96097.0,0.17690458599123804
3120080,마들역,4,38976.0,0.10262725779967159
3120081,노원역,81,267693.0,0.3025854243480405
3120082,상계백병원,6,38882.0,0.1543130497402397
3120083,등나무근린공원,19,125820.0,0.15100937847718965
3120084,공릉역,15,81040.0,0.18509378084896347
3120085,은행사거리,29,61587.0,0.4708785945085813
3120086,태릉입구역,19,72480.0,0.2621412803532009
3120087,응암역,8,58470.0,0.13682230203523174
3120088,구산역,11,59372.0,0.1852725190325406
3120089,구파발역,16,130434.0,0.1226674026710827
3120090,연신내역,20,134415.0,0.14879291745712905
3120091,본서부병원,19,113175.0,0.16788159929313012
3120092,불광역,9,61492.0,0.14636050217914526
3120093,연희동,44,111829.0,0.393457868710263
3120094,"신촌역(신촌역, 신촌로터리)",115,343829.0,0.334468587582781
3120095,홍제역,13,100614.0,0.12920667103981553
3120096,"이화여대(이대역, 이대)",46,151417.0,0.30379679956675937
3120097,충정로역,12,59549.0,0.2015147189709315
3120098,DMC(디지털미디어시티),97,347758.0,0.2789296004692919
3120099,월드컵경기장역(월드컵경기장),7,269851.0,0.025940241096012243
3120100,망원역,22,67876.0,0.3241204549472567
3120101,합정역,64,251511.0,0.25446203148172447
3120102,서교동(홍대),68,246429.0,0.275941549087161
3120103,홍대입구역(홍대),209,461923.0,0.4524563617745815
3120104,연남동(홍대),182,437447.0,0.4160504015343573
3120105,상수역(홍대),57,102057.0,0.5585114200887739
3120106,마포역,32,136724.0,0.23404815540797522
3120107,공덕역(공덕오거리),40,192218.0,0.20809705646713628
3120108,신정네거리역,24,184201.0,0.13029245226681724
3120109,서울남부지방법원,21,112835.0,0.1861124651039128
3120110,목동역 8번출구,25,126667.0,0.19736790166341667
3120111,목동사거리,16,126109.0,0.1268743705841772
3120112,등촌역,25,183773.0,0.13603739395885142
3120113,오목교역,27,140753.0,0.1918253962615362
3120114,목동신시가지,65,421429.0,0.15423713128427327
3120115,김포공항역(김포공항),6,700542.0,0.00856479697148779
3120116,송정역,6,61122.0,0.09816432708353784
3120117,강서농산물도매시장,3,402585.0,0.0074518424680502255
3120118,마곡역(마곡),68,232166.0,0.2928938776565044
3120119,발산역(마곡),138,417076.0,0.3308749484506421
3120120,화곡역,25,136057.0,0.18374651800348385
3120121,까치산역,20,104596.0,0.19121190102872002
3120122,강서구청,30,224516.0,0.13362076644871634
3120123,오류동역,14,209639.0,0.06678146718883414
3120124,개봉동 현대아파트,18,150870.0,0.11930801352157486
3120125,구로역,34,657519.0,0.05170953234811466
3120126,디지털단지오거리,1,51996.0,0.019232248634510347
3120127,구로구청,17,84927.0,0.20017191234825202
3120128,신도림역,36,251389.0,0.14320435659475952
3120129,구로디지털단지,121,460289.0,0.2628783220976387
3120130,구로디지털단지역,23,168688.0,0.13634639097031206
3120131,가산디지털단지,280,1713620.0,0.1633967857518003
3120132,독산동,32,530021.0,0.060374966274921185
3120133,서울시흥동우체국(홈플러스시흥점),9,56376.0,0.15964240102171137
3120134,구로전화국,21,169662.0,0.12377550659546628
3120135,양평역,5,36584.0,0.13667176907937895
3120136,영등포구청역,59,208631.0,0.28279594115927165
3120137,문래역(문래로데오거리),5,43658.0,0.1145265472536534
3120138,당산2동(영등포우체국),20,94477.0,0.21169173449622658
3120139,대림3동사거리,17,191427.0,0.08880669915947072
3120140,문래동주민센터,24,101046.0,0.23751558696039426
3120141,영등포청과시장교차로,23,80055.0,0.2873024795453126
3120142,대림역,22,142571.0,0.15430908108942212
3120143,당산역,26,155541.0,0.1671584984023505
3120144,영중로,10,92713.0,0.10785973919515063
3120145,영등포역(영등포),50,404780.0,0.12352388952023322
3120146,한강성심병원,14,140562.0,0.09960017643459824
3120147,보라매역,13,93027.0,0.1397443752888946
3120148,국회의사당역(국회의사당),99,353915.0,0.27972818332085386
3120149,여의도역(여의도),172,598658.0,0.28730928176020365
3120150,63빌딩,11,40709.0,0.27021051855854966
3120151,보라매공원,39,119689.0,0.32584448027805396
3120152,신대방삼거리역,19,112198.0,0.16934348205850372
3120153,노량진역(노량진),59,443826.0,0.13293497902331092
3120154,장승배기역,12,84828.0,0.14146272457207526
3120155,총신대학교,5,46691.0,0.10708701891156754
3120156,"총신대입구역(이수, 총신대)",50,246965.0,0.20245783815520418
3120157,신림역(신림),41,237915.0,0.17233045415379442
3120158,녹두거리(대학동),28,117372.0,0.23855774801485874
3120159,서울대입구역,48,235418.0,0.20389265051950148
3120160,사당역(사당),42,254257.0,0.16518719248634256
3120161,방배동가구거리(사당동가구거리),4,51195.0,0.07813263013966208
3120162,방배동카페골목,17,95526.0,0.17796202081108808
3120163,사당역 11번(사당역먹자골목),6,87254.0,0.06876475577050908
3120164,내방역,42,212543.0,0.19760707245122164
3120165,서래마을카페거리(서래마을),17,108614.0,0.15651757600309352
3120166,방배역,36,193617.0,0.18593408636638312
3120167,고속터미널(고속터미널역),44,320815.0,0.13715069432539
3120168,서울고교교차로,9,49689.0,0.18112660749864154
3120169,서초역,54,242820.0,0.2223869532987398
3120170,삼호가든사거리,12,100858.0,0.11897915881734715
3120171,서초3동사거리,31,235083.0,0.13186831884908734
3120172,교대입구교차로,32,222734.0,0.1436691299936247
3120173,교대역(법원.검찰청),88,396531.0,0.22192464145300114
3120174,논현역 5번,3,70278.0,0.042687612054981644
3120175,남부터미널역,45,259951.0,0.1731095475685802
3120176,논현역 4번,15,130507.0,0.11493636356670522
3120177,신논현역 1번,20,140535.0,0.14231330273597326
3120178,신사역,64,353066.0,0.18126922445095253
3120179,양재역,70,348405.0,0.20091560109642514
3120180,양재화물트럭터미널앞,14,184060.0,0.07606215364555036
3120181,교육개발원입구사거리,16,120183.0,0.13313030961117628
3120182,"양재시민의숲역(양재동꽃시장, aT센터)",22,301253.0,0.0730283183901903
3120183,양재천카페거리,15,119809.0,0.1251992755135257
3120184,포이사거리(삼호물산),47,351949.0,0.13354207569846768
3120185,논현역,59,321182.0,0.183696471159654
3120186,가로수길,80,256688.0,0.3116624072804339
3120187,신논현역,90,382392.0,0.23536057239691208
3120188,압구정역,55,251746.0,0.21847417635235514
3120189,강남역,172,617547.0,0.2785213109285609
3120190,강남을지병원,43,295195.0,0.14566642388929352
3120191,학동역,48,366287.0,0.13104478182408877
3120192,뱅뱅사거리,64,317600.0,0.20151133501259444
3120193,도산공원교차로,18,185023.0,0.09728520238024461
3120194,언주역(차병원),45,242446.0,0.1856083416513368
3120195,성수대교남단,26,126830.0,0.2049988173145155
3120196,서울세관,17,185480.0,0.09165408669398319
3120197,역삼역,143,562807.0,0.2540835490674423
3120198,구역삼세무서,56,291470.0,0.1921295502109994
3120199,경복아파트교차로,19,112742.0,0.16852636994199144
3120200,학동사거리,35,266597.0,0.1312842980228585
3120201,도곡1동,19,169293.0,0.11223145670523885
3120202,압구정로데오역(압구정로데오),52,265702.0,0.19570797359447803
3120203,강남구청역,48,173252.0,0.27705307875233764
3120204,르네상스호텔사거리,37,160960.0,0.2298707753479125
3120205,매봉역,24,122443.0,0.19600957180075626
3120206,개나리아파트,23,148412.0,0.15497399132145648
3120207,선정릉역,51,323475.0,0.15766287966612566
3120208,청담사거리(청담동명품거리),42,331337.0,0.12675916061291073
3120209,"강남구청(청담역_8번, 강남세무서)",16,134148.0,0.11927125264633093
3120210,선릉역,91,360434.0,0.2524734070592674
3120211,도성초등학교,12,72437.0,0.1656611952455237
3120212,한티역,26,112734.0,0.23063139780367947
3120213,삼성중앙역,45,228925.0,0.19657092934367149
3120214,영동대교남단교차로,9,89136.0,0.10096930533117933
3120215,포스코사거리,87,318626.0,0.27304739726199373
3120216,경기고교사거리(경기고교앞사거리),5,71695.0,0.06973987028384128
3120217,대치사거리,21,159411.0,0.13173494928204452
3120218,코엑스,19,145396.0,0.13067759773308757
3120219,은마아파트,31,149660.0,0.2071361753307497
3120220,대치역,16,163253.0,0.09800738730681827
3120221,봉은사역,28,124926.0,0.22413268655043786
3120222,삼성역,55,356337.0,0.1543482714396765
3120223,휘문고교사거리,9,133570.0,0.0673803997903721
3120224,수서역,30,60183.0,0.4984796371068242
3120225,잠실새내역(신천),64,238047.0,0.2688544699156049
3120226,석촌고분역,21,129121.0,0.16263814561535303
3120227,잠실역,67,526867.0,0.12716681819130826
3120228,석촌역(석촌호수),41,228150.0,0.17970633355248739
3120229,방이동먹자골목,18,146694.0,0.12270440508814268
3120230,송파사거리(송파역),15,102341.0,0.14656882383404501
3120231,가락시장,8,615953.0,0.012988003954847204
3120232,송파나루역,12,60912.0,0.19700551615445233
3120233,몽촌토성역,19,115003.0,0.16521308139787658
3120234,가락시장역,30,165196.0,0.18160246010799294
3120235,문정역,150,333436.0,0.4498614426756559
3120236,장지역(가든파이브),43,211338.0,0.20346553861586653
3120237,경찰병원역,31,198351.0,0.15628859950290142
3120238,방이역,18,45610.0,0.394650295987722
3120239,오금역,29,151650.0,0.1912298054731289
3120240,개롱역,17,107416.0,0.1582632010128845
3120241,거여역,13,94954.0,0.1369083977504897
3120242,강동구청역,40,205710.0,0.19444849545476642
3120243,천호역,37,215270.0,0.17187717749802572
3120244,암사역,14,80605.0,0.17368649587494572
3120245,둔촌역,22,165420.0,0.13299480111232018
3120246,길동역,24,242674.0,0.09889811022194384
3120247,굽은다리역,12,94552.0,0.12691429054911582
3120248,명일역,25,143099.0,0.17470422574581235
3120249,고덕역,21,92407.0,0.22725551094614047
3130001,통인시장,13,38280.0,0.3396029258098224
3130002,세종마을음식문화거리(금천교시장),12,49557.0,0.24214540831769477
3130004,낙원시장(낙원지하시장(대일상가)),1,8689.0,0.11508804235239958
3130007,광장시장(광장전통시장),9,66373.0,0.13559730613351814
3130009,마전교지하쇼핑센터(구 한일상가),1,4469.0,0.2237637055269635
3130010,종로신진시장,11,45117.0,0.24381053704811934
3130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",12,39355.0,0.304916783127938
3130013,동대문상가A동,2,4486.0,0.4458314757021846
3130015,창신골목시장,3,24588.0,0.12201073694485114
3130016,동대문상가B동,1,4841.0,0.2065688907250568
3130018,동대문문구완구거리(동대문문구완구시장),5,38586.0,0.1295806769294563
3130020,동묘시장(동묘벼룩시장),4,31213.0,0.1281517316502739
3130024,남대문시장(자유상가),38,78068.0,0.48675513654762514
3130025,삼익패션타운(남대문시장),2,17829.0,0.1121767906220203
3130031,청계천공구상가,1,29341.0,0.03408200129511605
3130032,인현시장,7,19722.0,0.35493357671635734
3130033,대림상가(청계상가),12,11005.0,1.0904134484325305
3130034,필동 골목형상점가,1,2212.0,0.4520795660036166
3130035,방산종합시장(방산시장),15,99727.0,0.1504106209953172
3130036,중부시장(신중부시장),10,92243.0,0.10840931019155926
3130038,"평화시장(통일상가, 동화상가)",14,133610.0,0.10478257615447945
3130042,약수시장,8,28173.0,0.28395981968551454
3130046,team204(팀204),2,4222.0,0.47370914258645186
3130047,테크노상가(엘리시움),1,10175.0,0.09828009828009827
3130048,동평화시장,6,8633.0,0.6950075292482336
3130049,신당 미래유산 먹거리 골목형상점가,2,10196.0,0.19615535504119264
3130050,청평화시장,3,14440.0,0.20775623268698062
3130051,동화동 골목형상점가,8,60206.0,0.13287712188154005
3130052,서울중앙시장(신중앙시장),5,70002.0,0.07142653067055227
3130053,백학시장,4,42212.0,0.09475978394769259
3130054,황학동주방가구거리상점가,2,72884.0,0.027440864936062785
3130055,"황학시장(서울중앙시장, 신중앙시장)",4,39709.0,0.1007328313480571
3130056,용산용문시장,8,40246.0,0.19877751826268447
3130057,만리시장,1,6775.0,0.14760147601476015
3130058,이촌종합시장,4,7486.0,0.5343307507347048
3130059,후암시장,4,33290.0,0.12015620306398318
3130060,신흥시장,12,3810.0,3.149606299212598
3130061,이태원시장,2,10573.0,0.18916107065165988
3130062,보광시장,1,10506.0,0.09518370454978108
3130063,신금호역 골목형상점가,4,15024.0,0.26624068157614483
3130064,금남시장,1,11274.0,0.08869966294128083
3130065,무학봉상점가,13,69338.0,0.18748738065707118
3130066,행당시장상점가,9,81008.0,0.11110013825794984
3130067,왕십리도선동상점가,14,86695.0,0.16148566814695198
3130068,마장축산물시장,3,218303.0,0.013742367260184239
3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",14,23243.0,0.6023318848685626
3130070,뚝섬역상점가,23,56166.0,0.4095004095004095
3130071,성수역 골목형상점가,1,10659.0,0.09381743127873159
3130072,성동용답상가시장,14,118065.0,0.11857874899419811
3130073,뚝도시장,4,21456.0,0.18642803877703207
3130076,능동로골목시장,1,28990.0,0.03449465332873405
3130078,화양제일골목시장,2,18616.0,0.10743446497636441
3130079,한아름시장,1,11040.0,0.09057971014492755
3130081,자양골목전통시장(자양골목시장),2,43688.0,0.04577916132576451
3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",5,41751.0,0.11975761059615339
3130084,신성시장(신성골목시장),1,16181.0,0.06180087757246153
3130086,서울약령시장,9,165313.0,0.05444217938093193
3130088,경동시장,2,21323.0,0.09379543216245369
3130090,청량리종합시장,1,24349.0,0.04106944843730748
3130091,청량종합도매시장,3,45678.0,0.06567713122290819
3130092,청량리농수산물시장,1,32477.0,0.03079102133817779
3130094,청량리청과물시장,7,28297.0,0.24737604693077003
3130095,청량리전통시장,5,30889.0,0.16186992133121825
3130097,답십리 건축자재시장,2,51943.0,0.03850374448915157
3130098,회기시장,11,32212.0,0.34148764435614054
3130099,전농로터리시장,4,21809.0,0.1834105185932413
3130100,답십리시장,3,22189.0,0.1352021271801343
3130101,답십리현대시장,1,18344.0,0.05451373746184038
3130103,이경시장,1,11622.0,0.08604371020478403
3130104,전곡시장,2,26448.0,0.07562008469449485
3130105,장미제일시장(중화동제일시장),3,26867.0,0.1116611456433543
3130106,중랑동부시장,10,50468.0,0.198145359435682
3130107,중랑동부시장(중랑교종합상가),1,7887.0,0.12679092177000129
3130109,묵1동도깨비시장,4,29000.0,0.13793103448275862
3130110,면목골목시장(면목시장),3,60053.0,0.04995587231279037
3130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",6,90850.0,0.06604292790313704
3130112,사가정시장,8,59114.0,0.1353317319078391
3130113,신아타운,6,5817.0,1.0314595152140278
3130114,유영시장,1,5784.0,0.17289073305670816
3130115,우림골목시장,6,78310.0,0.07661856723279274
3130117,정릉시장,7,53318.0,0.13128774522675268
3130118,정릉골 골목형상점가,2,26683.0,0.07495409061949555
3130119,정릉아리랑시장,2,23266.0,0.0859623484913608
3130120,돈암시장(돈암제일시장),4,20332.0,0.1967342120794806
3130122,밤나무골시장,1,6751.0,0.14812620352540365
3130123,꿈의숲 장곡 골목형상점가,2,12762.0,0.1567152483936687
3130125,장위전통시장,1,58889.0,0.01698110003566031
3130127,석관시장,1,7879.0,0.1269196598553116
3130128,돌곶이시장(석관황금시장),1,48175.0,0.02075765438505449
3130129,장미원골목시장,1,43525.0,0.022975301550832855
3130132,삼양골목시장(삼양시장),5,47564.0,0.10512152047767219
3130133,우이골목시장(우이시장),1,54278.0,0.018423670732156675
3130134,"솔샘시장(미아6,7동골목시장)",1,21168.0,0.0472411186696901
3130135,수유중앙골목시장(수유중앙시장),2,30758.0,0.06502373366278692
3130136,수유재래시장,2,10960.0,0.18248175182481752
3130137,"수유전통시장(수유시장, 수유골목시장)",6,37023.0,0.1620614212786646
3130138,수유프라자,2,2065.0,0.9685230024213075
3130139,강북종합전통시장(강북종합골목시장),6,74901.0,0.08010573957624065
3130140,숭인시장,3,32450.0,0.09244992295839753
3130141,강북북부골목시장,1,30294.0,0.03300983693140556
3130143,방천골목시장,3,20242.0,0.1482066989427922
3130145,쌍문역둘리상점가,2,32420.0,0.061690314620604564
3130146,쌍문시장(쌍문역골목시장),11,108994.0,0.1009229865864176
3130147,쌍문역동측상점가,7,33857.0,0.2067519272233216
3130148,방학동도깨비시장,8,42546.0,0.1880317773703756
3130149,창동신창시장,7,58415.0,0.11983223487118035
3130150,창동골목시장,5,39982.0,0.12505627532389577
3130151,신도봉시장,2,8485.0,0.23571007660577492
3130152,오!도봉거리 상점가,2,24434.0,0.08185315543914218
3130153,창동역상점가,8,33628.0,0.23789699060306888
3130154,상계주공1단지(가)상가,1,6758.0,0.1479727730097662
3130155,시영B상가(중계 그린아파트 B 상가),4,8516.0,0.4697040864255519
3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),1,15764.0,0.06343567622430855
3130157,상계중앙시장,8,52463.0,0.15248842041057506
3130158,상계역전종합상가,3,11940.0,0.2512562814070352
3130159,공릉동 도깨비시장,14,57720.0,0.24255024255024255
3130160,수일시장,1,11753.0,0.08508465923593976
3130163,응암오거리상점가,8,53602.0,0.14924816238200067
3130165,"대림골목시장(대림시장, 양지시장)",2,25330.0,0.07895775759968418
3130166,응암시장(신응암시장),2,8255.0,0.24227740763173833
3130167,연신내상점가(연빛거리),27,100156.0,0.2695794560485642
3130168,연서시장,1,21658.0,0.0461723150798781
3130169,대조시장,6,54016.0,0.1110781990521327
3130170,제일시장,12,21253.0,0.5646261704229991
3130171,불광먹자골목 골목형상점가,7,45981.0,0.15223679345816749
3130172,모래내시장(서중시장),1,24841.0,0.04025602834024395
3130173,백련시장,1,2130.0,0.4694835680751174
3130174,연희사러가,1,4763.0,0.20995171110644553
3130175,신촌 상인회(신촌상점가),4,6147.0,0.6507239303725394
3130176,유진상가,2,18531.0,0.10792725702876262
3130177,인왕시장(홍제골목형상점가),2,22776.0,0.08781173164734808
3130178,이대 앞 스타트업 상점가,8,7526.0,1.0629816635663034
3130179,"이화여대 3,5,7길 상점가",39,55638.0,0.7009597756928718
3130180,포방터시장,2,28614.0,0.06989585517578807
3130181,아현가구거리상점가,3,45816.0,0.06547930853850183
3130182,영천시장,2,41803.0,0.047843456211276704
3130183,상암동상점가,47,127514.0,0.3685869786846935
3130184,마포농수산물시장,2,217669.0,0.00918826291295499
3130185,망원월드컵시장,7,30025.0,0.2331390507910075
3130186,망원시장,10,42916.0,0.23301332836238234
3130187,영진시장,1,6512.0,0.15356265356265358
3130189,서교시장,1,5460.0,0.18315018315018314
3130190,홍대소상공인상점가,23,35891.0,0.6408291772310607
3130191,홍대 걷고싶은 거리,46,58130.0,0.7913297780836057
3130192,동진시장,4,4091.0,0.9777560498655585
3130194,용강동 상점가,6,54198.0,0.11070519207350825
3130195,도화동 상점가,28,101880.0,0.27483313702394974
3130196,공덕시장,3,7426.0,0.40398599515216804
3130197,마포시장,1,9701.0,0.10308215647871354
3130198,아현시장,4,27671.0,0.14455567200318023
3130201,월정로시장,2,34925.0,0.05726556907659271
3130202,신영시장,4,45406.0,0.08809408448222703
3130203,서서울 골목형상점가,2,20663.0,0.09679136621013405
3130204,경창시장,4,31087.0,0.12867114871168012
3130205,신곡종합시장(신월6동 골목시장),3,20768.0,0.14445300462249613
3130206,신정3동 골목시장,1,4699.0,0.21281123643328367
3130208,목동깨비시장(목3동시장),6,52508.0,0.11426830197303267
3130209,목사랑시장(목4동시장),3,35003.0,0.08570693940519385
3130210,목2동시장,7,42782.0,0.16362021410873734
3130211,신정2동 골목시장(오목교중앙시장),1,21996.0,0.04546281142025823
3130214,송화벽화시장(송화골목시장),6,30423.0,0.19721920915097133
3130216,화곡중앙시장,7,34409.0,0.20343514778110378
3130217,화곡본동시장,1,21265.0,0.04702562896778744
3130218,신월중앙시장,1,6449.0,0.15506280043417583
3130219,까치산시장,7,39544.0,0.1770180052599636
3130221,"남부골목시장(남부화곡시장, 남부시장)",12,81027.0,0.14809878188751896
3130222,오류시장,2,20163.0,0.09919158855329067
3130225,개봉중앙시장,9,79713.0,0.11290504685559445
3130227,고척골목시장상점가(그라운드 고척),3,17693.0,0.16955858249025038
3130228,구로시장,4,13770.0,0.29048656499636893
3130229,남구로시장,3,45490.0,0.06594856012310397
3130231,독산동 우시장,3,63392.0,0.04732458354366481
3130232,독산동 맛나는거리상점가(독산동 맛나는거리),3,29410.0,0.10200612036722204
3130233,남문시장,1,48355.0,0.020680384655154586
