상호명,지점명,시군구명,도로명주소,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
쿠,,용산구,서울특별시 용산구 독서당로 73-4,집합,한남동,기타,696.6481584981889,210.73511963766376,208.033994,43840.06861429103
커피숍강남고려병원,,관악구,서울특별시 관악구 관악로 242,집합,봉천동,기타,696.3405167662914,210.6420584325402,145.984128,30750.39722039943
스타벅스,새절역,은평구,서울특별시 은평구 증산로 371,집합,신사동,기타,695.7469954531782,210.46251904325072,123.273282,25944.405460449016
리웨이,,영등포구,서울특별시 영등포구 영신로 238,집합,영등포동8가,기타,695.457101274802,210.37482644890858,115.107956,24215.816266388607
아임초코,,종로구,서울특별시 종로구 대학로 144,집합,혜화동,기타,694.7628680715748,210.16482184995303,174.083428,36586.21263264913
할리스커피,이대점,서대문구,서울특별시 서대문구 이화여대길 59,집합,대현동,기타,693.4649197774618,209.77219425780802,115.93440600000001,24319.814736595585
마더스아뜰리에카페,,마포구,서울특별시 마포구 마포대로 34,집합,도화동,기타,693.1187600010845,209.66748139666177,174.083428,36499.63390165711
스타벅스,등촌,강서구,서울특별시 강서구 공항대로 329,집합,등촌동,기타,691.2473610481188,209.10138576082002,115.107956,24069.2331116955
에버그린티에스,,강북구,서울특별시 강북구 도봉로 167,집합,미아동,기타,689.7752355188752,208.65606979214567,102.97567,21486.49858641296
스타벅스,서소문로,중구,서울특별시 중구 서소문로 120,집합,서소문동,기타,689.4577758925251,208.56003868731474,101.256654,21118.091675588043
카페골목,,종로구,서울특별시 종로구 종로 330,집합,창신동,기타,689.0882550683466,208.44825914100872,102.97567,21465.099145378997
폴바셋삼성화재점,강남역,서초구,서울특별시 서초구 강남대로 355,집합,서초동,기타,688.4735090018407,208.26229929271,149.785798,31194.734692873404
메가엠지씨커피삼육서울,병원점,동대문구,서울특별시 동대문구 망우로 78,집합,휘경동,기타,687.2482769637259,207.89166826901985,136.463424,28369.608873062603
메가엠지씨커피연남하늘채점,,마포구,서울특별시 마포구 연남로 42,집합,연남동,기타,687.0764807294399,207.83970014200494,225.257212,46817.39139690404
신원카페,,마포구,서울특별시 마포구 독막로 328,집합,도화동,기타,686.9210896661181,207.7926945568752,226.84399600000003,47136.52517288903
커피하우스,,강남구,서울특별시 강남구 언주로 725,집합,논현동,기타,686.8708214423216,207.77748848760407,101.256654,21038.85326077831
원투고홈,,서대문구,서울특별시 서대문구 충정로7길 30,집합,충정로2가,기타,686.4012295183928,207.63543756984475,145.984128,30311.478295532226
시나브로,,강남구,서울특별시 강남구 논현로85길 71,집합,역삼동,기타,685.9004807168282,207.4839617390127,149.785798,31078.150781279484
쿼즈,,양천구,서울특별시 양천구 오목로 337-10,집합,목동,기타,684.5059795842628,207.0621270446678,115.107956,23834.49820912403
카페패딩턴,,영등포구,서울특별시 영등포구 대방천로 172,집합,신길동,기타,684.0299891300949,206.9181405802211,177.984272,36828.174614764306
메가엠지씨커피천호역점,,강동구,서울특별시 강동구 천호대로 997,집합,천호동,기타,682.5436125396795,206.46851368494148,115.93440600000001,23936.804491766565
놀숲PC,,용산구,서울특별시 용산구 청파로47길 52,집합,청파동2가,기타,682.3859861874197,206.4208319279508,150.645306,31096.329390560717
설빙,숙대점,용산구,서울특별시 용산구 청파로47길 52,집합,청파동2가,기타,682.3859861874197,206.4208319279508,208.033994,42942.550110774326
컴포즈커피어린이대공원,후문점,광진구,서울특별시 광진구 천호대로 666,집합,구의동,기타,680.62997793188,205.8896418210055,285.224424,58724.75449596261
승리,,종로구,서울특별시 종로구 종로22길 8-4,집합,장사동,기타,680.380213864736,205.81408853068424,149.785798,30828.02749021119
커피나무노원역점,,노원구,서울특별시 노원구 상계로1길 14-11,집합,상계동,기타,680.1233117104575,205.7363759787215,115.93440600000001,23851.92454168575
떼루와노원,2호점,노원구,서울특별시 노원구 상계로1길 14-11,집합,상계동,기타,680.1233117104575,205.7363759787215,285.224424,58681.03933437828
소나무커피,,성동구,서울특별시 성동구 뚝섬로 400,집합,성수동2가,기타,680.0071314543954,205.7012316094124,131.33943399999998,27016.68333268313
카페하임,,마포구,서울특별시 마포구 월드컵로25길 26,집합,망원동,기타,678.7636192944832,205.32507087376223,225.257212,46250.95301872608
커피박스,,강남구,서울특별시 강남구 도곡로 112,집합,도곡동,기타,678.2037036111335,205.15569714173074,102.97567,21126.045367486808
컴포즈커피삼양,사거리점,강북구,서울특별시 강북구 솔샘로 254,집합,미아동,기타,677.2065780110003,204.85406800502156,115.93440600000001,23749.63469084578
메가엠지씨커피신촌역점,,서대문구,서울특별시 서대문구 신촌로 121,집합,창천동,기타,676.4015392883271,204.61054488726694,208.033994,42565.94886741442
이공커피이수역점,,동작구,서울특별시 동작구 동작대로27길 8,집합,사당동,기타,675.856166126445,204.44557024818351,177.984272,36388.095984247804
가비당,,금천구,서울특별시 금천구 시흥대로139길 8,집합,독산동,기타,674.8501142002774,204.14124090999982,90.975616,18571.875142791636
카페희다,삼성점,강남구,서울특별시 강남구 삼성로96길 19,집합,삼성동,기타,674.8151630876823,204.1306682460168,149.785798,30575.875039502887
아마스빈중계은행,사거리점,노원구,서울특별시 노원구 한글비석로 253,집합,중계동,기타,673.8904284733057,203.8509372839572,131.33943399999998,26773.66672324443
이디야커피마포,구청점,마포구,서울특별시 마포구 월드컵로 196,집합,성산동,기타,673.4339208850895,203.71284435993994,150.645306,30688.383774733527
바나프레소강남역,사거리점,강남구,서울특별시 강남구 강남대로 406,집합,역삼동,기타,673.3588430581553,203.6901334194916,285.224424,58097.40097905764
아마스빈수유역점,,강북구,서울특별시 강북구 노해로8길 29,집합,수유동,기타,673.1904994285685,203.6392097006983,145.984128,29728.09245476558
더홀릭보드게임카페수유역점,,강북구,서울특별시 강북구 노해로8길 29,집합,수유동,기타,673.1904994285685,203.6392097006983,102.97567,20969.884057199906
프리퍼커피서초,,서초구,서울특별시 서초구 반포대로 3,집합,서초동,기타,672.9594498267431,203.569317510661,150.645306,30666.762128604685
투썸플레이스,강남IBC점,강남구,서울특별시 강남구 테헤란로7길 8,집합,역삼동,기타,671.729043799009,203.1971213621541,226.84399600000003,46094.04698548801
디저트39,길동점,강동구,서울특별시 강동구 양재대로 1458,집합,길동,기타,671.5505174451116,203.14311738311804,115.107956,23383.389017438785
카페헤이샌디,,강동구,서울특별시 강동구 성내로 28,집합,성내동,기타,671.2352364669873,203.04774531640973,115.107956,23372.4109337805
메가엠지씨커피신양초,사거리점,광진구,서울특별시 광진구 능동로 49,집합,자양동,기타,670.6121289495243,202.85925614057845,101.256654,20540.84950972393
빽다방종로숭인대경점,,종로구,서울특별시 종로구 난계로 255,집합,숭인동,기타,670.4252560507774,202.80272734308713,208.033994,42189.86136327543
아지트커피무,교동점,중구,서울특별시 중구 남대문로 117,집합,다동,기타,669.0198556944333,202.37759564838566,131.33943399999998,26580.158866739832
인생한방찻집,,중구,서울특별시 중구 남대문로 117,집합,다동,기타,669.0198556944333,202.37759564838566,140.33121,28399.892874228695
시니어카페카리스,,동작구,서울특별시 동작구 상도로60길 8,집합,상도동,기타,668.9867006316922,202.36756628703858,208.033994,42099.333070752386
베스코,,노원구,서울특별시 노원구 상계로 55,집합,상계동,기타,668.334050681432,202.17014056550065,177.984272,35983.105288688304
Webconey,,성동구,서울특별시 성동구 아차산로 113,집합,성수동2가,기타,667.949528472171,202.05382312062767,90.975616,18381.971023554146
메가엠지씨커피,성수역점,성동구,서울특별시 성동구 아차산로 113,집합,성수동2가,기타,667.949528472171,202.05382312062767,136.463424,27572.956535331217
　글린트,,중구,서울특별시 중구 퇴계로6가길 30,집합,남창동,기타,667.8410451068698,202.0210070502964,148.794058,30059.52544026021
미스터브리즈커피,,구로구,서울특별시 구로구 가마산로 291,집합,구로동,기타,667.5674466697445,201.9382438955002,149.785798,30247.481008606126
컴퍼니맨주,,성동구,서울특별시 성동구 성수이로24길 38,집합,성수동2가,기타,666.9887824722514,201.76319876346162,139.60393399999998,28166.936283803174
스타벅스,을지로한국빌딩,중구,서울특별시 중구 을지로 50,집합,을지로2가,기타,665.7376303681981,201.38472695510862,139.60393399999998,28114.100130449002
커피중독,,강남구,서울특별시 강남구 테헤란로64길 14,집합,대치동,기타,665.6738273859113,201.36542663981828,225.257212,45359.014598076
홍카페,,마포구,서울특별시 마포구 신수로 56,집합,신수동,기타,665.4900560718434,201.30983606747031,140.33121,28250.05288024975
이디야팀이공사점,,중구,서울특별시 중구 마장로 30,집합,신당동,기타,664.1277546988055,200.89774175655074,285.224424,57300.94267541293
메드커피,,강남구,서울특별시 강남구 테헤란로98길 8,집합,대치동,기타,663.5772154868323,200.731204394347,131.33943399999998,26363.922771291844
미백도,,강남구,서울특별시 강남구 선릉로 328,집합,대치동,기타,663.1512328437203,200.6023452246719,150.645306,30219.80168068834
하늘카페,,강북구,서울특별시 강북구 삼양로99길 33,집합,수유동,기타,662.9217124748363,200.53291562551766,140.33121,28141.0266945568
몬스터커피,잠실새내점,송파구,서울특별시 송파구 올림픽로 130,집합,잠실동,기타,662.5456206367145,200.4191483564385,150.645306,30192.20393241508
컴포즈커피신촌자이엘라점,,서대문구,서울특별시 서대문구 신촌로 149,집합,대현동,기타,662.5211522378963,200.4117466991035,145.984128,29256.934082825504
링키지랩,,성동구,서울특별시 성동구 성수일로6길 33,집합,성수동2가,기타,662.3406645390376,200.35714941588648,225.257212,45131.89288169002
메가엠지씨커피상계백,병원점,노원구,서울특별시 노원구 동일로 1356,집합,상계동,기타,662.2625258740035,200.33351257607944,148.794058,29808.436289588895
스타벅스,서울역서부,용산구,서울특별시 용산구 만리재로 202,집합,서계동,기타,661.7865939999695,200.1895438320435,145.984128,29224.49599103865
카페담아드림,,강동구,서울특별시 강동구 성내로 54,집합,성내동,기타,661.7030570282984,200.16427401182722,140.33121,28089.294770851266
옐라보나,,종로구,서울특별시 종로구 창경궁로 254,집합,명륜2가,기타,661.270466636474,200.03341600716135,225.257212,45058.96959660934
스타벅스,금천시흥,금천구,서울특별시 금천구 시흥대로 164,집합,시흥동,기타,660.0977947682486,199.67868436331557,145.984128,29149.918616965857
커피에반하다방학역점,,도봉구,서울특별시 도봉구 마들로 649-20,집합,방학동,기타,659.9207247359677,199.6251209195861,285.224424,56937.9601302193
스타벅스,성수,성동구,서울특별시 성동구 아차산로 104,집합,성수동2가,기타,659.7335700145047,199.56850687110676,145.984128,29133.83445184053
뿌리깊은나무글로벌,,강동구,서울특별시 강동구 동남로75길 29,집합,명일동,기타,659.5439871751905,199.51115832028268,115.93440600000001,23130.20763023393
바나프레소중계은행,사거리점,노원구,서울특별시 노원구 한글비석로 269,집합,중계동,기타,659.2177989008103,199.41248681130446,131.33943399999998,26190.723150329188
