geometry
POINT (962201.718768 1963042.847059)
POINT (952857.94847 1948900.839253)
POINT (962811.055246 1958045.604571)
POINT (967698.080038 1947417.497719)
POINT (964694.47764 1955004.658076)
POINT (956437.299899 1955656.801734)
POINT (949916.853482 1957475.242917)
POINT (951880.954221 1946088.016706)
POINT (959614.353377 1944037.272469)
POINT (950882.681402 1954682.801208)
POINT (947016.764737 1939811.271052)
POINT (960897.038612 1953425.474467)
POINT (951954.169308 1948708.429399)
POINT (958623.455887 1945275.590769)
POINT (946454.728409 1951824.170105)
POINT (950349.226652 1952994.678552)
POINT (948504.160955 1941749.548165)
POINT (948807.482405 1940921.841212)
POINT (959353.186496 1957419.383136)
POINT (943922.258827 1949282.546287)
POINT (957530.036625 1946975.447398)
POINT (968406.764747 1944348.39925)
POINT (947538.07102 1942784.627495)
POINT (964840.618929 1947318.468576)
POINT (944538.436817 1949730.977825)
POINT (945706.244599 1943049.654591)
POINT (955468.018924 1943112.435842)
POINT (949179.869051 1952817.409265)
POINT (948621.641634 1958318.088041)
POINT (950501.189174 1942581.317634)
POINT (942731.46862 1949811.413312)
POINT (950657.371476 1946633.031525)
POINT (950910.893919 1945966.578706)
POINT (958997.890316 1943018.513042)
POINT (960309.440528 1948724.274943)
POINT (961073.378841 1952533.613762)
POINT (952366.027414 1945657.777547)
POINT (941909.78168 1945201.469148)
POINT (947994.572435 1943379.90169)
POINT (962070.23026 1958573.611447)
POINT (955257.07997 1942829.827654)
POINT (954427.085214 1951143.413826)
POINT (945498.52488 1943356.564485)
POINT (946290.201124 1951547.221812)
POINT (950631.910115 1942037.16499)
POINT (946225.916563 1948236.061556)
POINT (961002.061015 1944593.340719)
POINT (953390.217997 1948183.869263)
POINT (946508.642619 1951932.084154)
POINT (948748.005731 1957553.873798)
POINT (951458.682122 1944973.258249)
POINT (952339.863958 1951870.213395)
POINT (964860.323315 1945091.28929)
POINT (960223.147433 1952066.171211)
POINT (951515.188772 1954836.936677)
POINT (957598.324842 1950984.150351)
POINT (951051.261712 1944758.842323)
POINT (953891.401345 1951579.066845)
POINT (955747.701525 1944082.005537)
POINT (960347.135883 1949281.959834)
POINT (948483.834718 1940685.74872)
POINT (954579.155038 1942568.274672)
POINT (950724.312602 1941764.583804)
POINT (950911.017502 1945861.390051)
POINT (965763.291786 1945201.691488)
POINT (961556.882561 1946143.612456)
POINT (968210.459659 1949600.952698)
POINT (956533.062421 1942647.980932)
POINT (958995.340558 1943022.909904)
POINT (963899.161096 1954136.669881)
POINT (945383.26221 1949709.904551)
POINT (946748.494225 1945584.855591)
POINT (958256.134244 1947178.202785)
POINT (962556.80002 1951201.214358)
POINT (949047.285303 1956723.335343)
POINT (952592.309309 1956833.885291)
POINT (959403.776485 1944033.934305)
POINT (962183.027064 1958488.78416)
POINT (957251.134397 1946982.420543)
POINT (951551.353387 1945036.698048)
POINT (947620.411762 1952322.313579)
POINT (951915.444863 1945796.73247)
POINT (954074.576879 1951212.870735)
POINT (959336.828985 1947477.091038)
POINT (955084.009843 1942906.465912)
POINT (963370.489768 1960502.382584)
POINT (958642.084753 1952069.149901)
POINT (949566.803563 1951397.471833)
POINT (958671.871103 1951966.910082)
POINT (948263.519084 1953468.895666)
POINT (944959.927322 1952157.897224)
POINT (963145.490617 1952423.186912)
POINT (959071.585541 1947646.359955)
POINT (962927.663688 1948843.807723)
POINT (966026.478534 1944923.527922)
POINT (958612.757126 1944122.666817)
POINT (948882.393618 1946066.142302)
POINT (953006.417852 1947289.010882)
POINT (958411.846279 1958243.678158)
POINT (958106.992974 1960657.340316)
POINT (956653.128354 1960544.745339)
POINT (951796.178125 1954551.422246)
POINT (948732.834456 1952311.520245)
POINT (957020.383568 1954388.765628)
POINT (949686.120605 1941131.911404)
POINT (954906.092264 1953082.637602)
POINT (965202.375562 1955530.271394)
POINT (961650.423103 1945318.598357)
POINT (943415.462017 1951905.0861)
POINT (959824.378444 1942886.03004)
POINT (954657.426051 1942681.548417)
POINT (968446.493726 1950542.953191)
POINT (949289.895105 1952400.230843)
POINT (948601.225412 1957649.208966)
POINT (942608.813929 1949932.400792)
POINT (949972.387452 1952888.337322)
POINT (958168.404151 1944969.028421)
POINT (955540.432159 1942968.955418)
POINT (955187.697004 1955335.653346)
POINT (948726.265026 1942960.960368)
POINT (960595.690989 1951443.441036)
POINT (944594.475922 1947254.70744)
POINT (943960.063591 1950023.191069)
POINT (948704.89007 1956401.480586)
POINT (961368.230487 1945046.695043)
POINT (945589.856544 1951618.583162)
POINT (954925.902829 1943590.750733)
POINT (951793.538054 1948262.395573)
