,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율
5994,3110601,신월1동우편취급국,210731.0,224575.0,1.0656951279118876
5995,3110600,신월7동주민센터,62805.8,69962.0,1.1139417060207815
5996,3110599,신월1파출소,128814.6,140377.0,1.0897600116756951
5997,3110598,신월문화체육센터,78035.8,83152.0,1.065562216316101
5998,3110597,신월1동주민센터,161330.2,171524.5,1.0631890371424568
5999,3110596,서서울호수공원,86038.6,91487.0,1.0633250657263134
6000,3110595,메디힐병원,97299.2,101500.5,1.0431791833848583
6001,3110594,신월중학교,48195.0,47807.0,0.9919493723415292
6002,3110593,신월3동주민센터,143950.6,149334.5,1.0374010250738794
6003,3110592,서울금융고등학교,34569.6,34023.5,0.9842028834582986
6004,3110591,충정로역 6번,135729.8,106761.0,0.786570082620029
6005,3110590,만리재,221423.4,224102.0,1.0120971857536285
6006,3110589,애오개역 3번,20138.4,20702.0,1.0279863345648115
6007,3110588,한겨레신문사,148945.6,152675.5,1.02504202876755
6008,3110587,공덕동주민센터,87103.8,90509.0,1.039093587191374
6009,3110586,서울서부지방법원,249146.8,244698.5,0.9821458674163185
6010,3110585,마포경찰서,13698.2,12492.0,0.9119446350615409
6011,3110584,아현역 4번,14421.0,14341.0,0.9944525344983011
6012,3110583,공덕래미안3차아파트,62613.4,41963.0,0.6701920036286162
6013,3110582,이대역 5번,63320.0,65723.5,1.0379579911560328
6014,3110581,염리초등학교,19451.8,14321.0,0.7362300661121336
6015,3110580,양원초등학교,127758.8,127828.5,1.000545559288284
6016,3110579,마포역 4번,53165.0,53657.5,1.009263613279413
6017,3110578,대흥역 2번,379798.2,361717.0,0.9523926127085384
6018,3110577,용강동주민센터,76810.2,77654.0,1.0109855201522715
6019,3110576,대흥역 3번,123814.4,109450.0,0.883984415383025
6020,3110575,대흥동주민센터,152694.0,149440.0,0.9786894049536983
6021,3110574,서강대학교,9601.0,9518.0,0.991355067180502
6022,3110573,신촌역 6번,15212.2,13458.5,0.8847175293514415
6023,3110572,서강대역 1번,286413.4,277246.0,0.9679924193490946
6024,3110571,신수동주민센터,74440.4,78469.0,1.0541184625552793
6025,3110570,KB국민은행 서강지점,31692.0,31201.0,0.9845071311371955
6026,3110569,홍대땡땡거리,110827.2,118472.0,1.068979456306755
6027,3110568,광흥창역 1번,57679.8,55570.5,0.963430871813009
6028,3110567,광흥창역 6번,48333.8,50024.0,1.0349693175376238
6029,3110566,경의선책거리,200920.8,229215.0,1.140822652507854
6030,3110565,홍익대,58236.6,59706.5,1.0252401410796648
6031,3110564,홍대입구역 3번,134928.8,162441.0,1.2039016132953084
6032,3110563,상수역 3번,26883.0,28354.0,1.0547185953948592
6033,3110562,연트럴파크(연남동주민센터),140858.4,168465.0,1.195988311666184
6034,3110561,상수역 4번,110536.4,111437.0,1.008147542348041
6035,3110560,마포FM,125786.4,120998.5,0.9619362665598189
6036,3110559,성산중학교,128356.2,128071.5,0.9977819536570887
6037,3110558,경성고등학교,395947.0,407877.5,1.030131558011552
6038,3110557,홍대부속여중고앞,126143.8,122307.5,0.9695878830350758
6039,3110556,절두산순교성지,29477.6,29941.5,1.01573737346324
6040,3110555,홍익지구대,39321.0,34960.0,0.8890923425141781
6041,3110554,망원역 1번,150002.2,125576.0,0.8371610549711936
6042,3110553,가좌역 2번,143786.0,150213.5,1.0447018485805295
6043,3110552,성미산체육관,84359.6,82313.0,0.9757395720226268
6044,3110551,성서초등학교,163492.2,169506.0,1.0367834061808452
6045,3110550,합정역 8번,193307.2,198249.5,1.02556707665312
6046,3110549,새터산,117729.6,128206.5,1.0889912137644229
6047,3110548,마포구청역 4번,147628.4,151765.5,1.0280237406894608
6048,3110547,KB국민은행 망원동지점,144294.4,151960.0,1.0531247227889649
6049,3110546,양화대교북단,107734.0,110585.5,1.0264679674011918
6050,3110545,마포구청역 1번,83488.0,85339.5,1.0221768397853583
6051,3110544,망리단길,773877.2,863916.0,1.1163476582589589
6052,3110543,중암중학교,20488.8,21606.5,1.0545517551052284
6053,3110542,마포구청역 7번,199743.2,210325.0,1.052977022496886
6054,3110541,동교초등학교,158135.0,173506.0,1.0972017579915894
6055,3110540,망원나들목체육관,76014.4,85350.5,1.1228201498663413
6056,3110539,미근동,55553.0,21906.5,0.3943351394164131
6057,3110538,충정로역 3번,50790.6,37285.0,0.7340925289325191
6058,3110537,충정로현대아파트,77139.2,42455.0,0.5503686841450262
6059,3110536,돈의문센트레빌아파트입구,18782.2,14637.5,0.7793283001991247
6060,3110535,영천시장입구,152390.6,146275.5,0.9598721968415375
6061,3110534,경기대학교,94009.8,89728.0,0.9544536846158592
6062,3110533,충정로역 7번,859518.0,491271.5,0.5715662731903229
6063,3110532,아현역 2번,158749.8,129230.0,0.8140482696671114
6064,3110531,홍지문,1259.2,1231.5,0.9780019059720457
6065,3110530,아현역 1번,30756.6,30517.5,0.9922260587971363
6066,3110529,홍제3동주민센터,149312.8,159989.0,1.0715022422725984
6067,3110528,서울여자간호대학교,122169.8,121568.5,0.9950781617060844
6068,3110527,홍제역 2번,65796.2,72118.0,1.0960815366236956
6069,3110526,봉원사,19774.6,15588.0,0.7882839602318126
6070,3110525,홍은종합사회복지관,50654.0,54624.5,1.0783847277608876
6071,3110524,연희세브란스병원,23638.4,11490.0,0.48607350751319883
6072,3110523,홍제성원아파트,9302.4,10125.0,1.0884287925696594
6073,3110522,홍제역 3번,43988.6,40803.0,0.9275812369568479
6074,3110521,홍제역 4번,94573.2,98007.0,1.0363083833475022
6075,3110520,경의중앙 신촌역,102018.4,104206.0,1.0214431906401198
6076,3110519,서대문구보건소별관,190403.4,201927.0,1.0605220284931887
6077,3110518,서대문구청,2900.4,2863.5,0.9872776168804303
6078,3110517,서대문소방서,36922.4,35423.0,0.9593905054926006
6079,3110516,정원여중,13747.0,14928.5,1.0859460245871826
6080,3110515,홍은중학교,40241.2,45029.0,1.1189775652813536
6081,3110514,서대문우체국,99935.0,102037.5,1.0210386751388403
6082,3110513,연희파출소,36155.2,30761.5,0.85081813957605
6083,3110512,연희지하차도,116377.2,116763.5,1.003319378709919
6084,3110511,연희초등학교,127576.8,123045.0,0.9644778674492541
6085,3110510,홍연시장,140526.8,150241.5,1.0691305857672702
6086,3110509,연희대우아파트앞,129095.8,141301.0,1.0945437419342845
6087,3110508,서연중학교,110339.4,113725.5,1.0306880407180028
6088,3110507,명지대학교,234188.0,227859.5,0.9729768391207064
6089,3110506,연희임광아파트,26588.2,28560.5,1.0741795232471547
6090,3110505,홍남교남측,5323.0,6245.0,1.1732105955288372
6091,3110504,명지전문대,16867.2,17408.5,1.0320918706127868
6092,3110503,명지대학교교회,219637.8,212026.5,0.9653461289450177
6093,3110502,남가좌파출소,300564.4,314180.0,1.045300108728778
6094,3110501,연희어린이공원,30788.6,32738.5,1.063331882579916
6095,3110500,남가좌동현대아파트,18594.8,21705.0,1.167261815131112
6096,3110499,연가초등학교,306168.0,323085.5,1.0552556112983722
6097,3110498,증산역 1번,345035.2,362280.5,1.0499812772725796
6098,3110497,가좌역 3번,13609.0,14893.5,1.0943860680432067
6099,3110496,모래내우체국,119267.2,126044.5,1.0568245083308738
6100,3110495,북가좌2동주민센터,153524.6,165334.5,1.076925131216756
6101,3110494,증산3교남측,31482.6,34691.5,1.1019261433299665
6102,3110493,북가좌초등학교,41757.6,44601.0,1.0680929938502213
6103,3110492,하나고등학교,1587.8,1733.0,1.0914472855523365
6104,3110491,불광중학교,11396.4,12675.0,1.1121933242076445
6105,3110490,녹번동근린공원,78527.2,79486.5,1.0122161493087747
6106,3110489,불광역 3번,70360.2,71267.5,1.0128950742038823
6107,3110488,우리은행응암동지점,54216.8,57500.0,1.060556875359667
6108,3110487,불광역 8번,19751.0,21567.5,1.0919700268340844
6109,3110486,은평구청,97995.0,89756.5,0.9159293841522527
6110,3110485,연신내우체국,84567.4,87605.5,1.0359251910310594
6111,3110484,역촌역 3번,198929.2,216234.5,1.0869922565415233
6112,3110483,연천초등학교,87459.4,91484.0,1.0460167803575144
6113,3110482,연신초등학교,47310.2,47562.5,1.005332888045284
6114,3110481,불광역 7번,483718.6,492572.5,1.018303823752074
6115,3110480,연신내역 3번,35075.2,38521.0,1.09824035215765
6116,3110479,연신내역 2번,154347.4,164787.0,1.0676370317867356
6117,3110478,응암1동주민센터,40391.4,42369.0,1.0489609174230157
6118,3110477,은평세무서,61753.6,63585.5,1.0296646673230387
6119,3110476,역촌역 2번,10784.2,12197.0,1.1310064724318911
6120,3110475,백련산해모로아파트,64318.6,68561.0,1.0659591471207397
6121,3110474,세명컴퓨터고등학교,125711.0,134471.5,1.0696876168354401
6122,3110473,구산역 1번,245661.0,258921.5,1.0539788570428354
6123,3110472,연신내역 4번,199673.2,213705.0,1.070273827434027
6124,3110471,응암동우체국,205357.0,213131.5,1.0378584611189294
6125,3110470,신진과학기술고등학교,94139.6,101764.0,1.0809903589987635
6126,3110469,응암정보도서관,221494.2,234243.0,1.0575581663086437
6127,3110468,응암역 3번,421486.4,456069.5,1.08205033424566
6128,3110467,은평요양병원,72146.2,81580.5,1.1307664159720123
6129,3110466,구산역 2번,142423.6,153284.5,1.076257726949747
6130,3110465,연신내역 7번,193638.4,198861.0,1.0269708900713908
6131,3110464,연신내역 5번,68571.8,72498.0,1.0572567731924785
6132,3110463,응암3동주민센터,100825.4,103200.0,1.0235516050519016
6133,3110462,갈현건영아파트,70759.6,79022.5,1.1167742610189995
6134,3110461,새절역 2번,36123.0,36504.5,1.010561138332918
6135,3110460,구산역 4번,210779.2,226604.5,1.0750799889173124
6136,3110459,응암역 2번,155935.6,167390.0,1.0734559651548459
6137,3110458,선일여고,147025.4,147997.0,1.0066083819530502
6138,3110457,예일여고,80240.4,83821.5,1.0446296379379965
6139,3110456,구산보건지소,218139.8,234286.0,1.074017671236519
6140,3110455,역촌노인복지관,226123.2,238724.5,1.0557275856701125
6141,3110454,선정중학교,190009.8,196909.5,1.0363123375741672
6142,3110453,신사1동주민센터,180821.6,189347.5,1.047150893477328
6143,3110452,새절역 3번,100657.2,107436.0,1.0673454059918217
6144,3110451,증산역 4번,140693.2,150679.0,1.0709757116904015
6145,3110450,시립서북병원,231062.2,244499.5,1.058154470960633
6146,3110449,증산역 3번,121738.8,125462.0,1.0305835115838171
6147,3110448,상신초등학교입구,60422.2,70798.0,1.1717216519755984
6148,3110447,구산초등학교,63220.0,73059.5,1.1556390382790256
6149,3110446,내를건너서숲으로도서관,20527.8,20843.5,1.0153791443798166
6150,3110445,덕산중학교,70702.4,79303.0,1.1216450926701216
6151,3110444,수색성당,30827.8,33057.5,1.0723275744620115
6152,3110443,수색역 1번,36488.2,39294.5,1.0769097954955302
6153,3110442,화랑대철도공원,16698.8,19997.0,1.1975111984094666
6154,3110441,영신여고,95529.0,105196.5,1.1011996357127156
6155,3110440,상계3동4동주민센터,37308.8,38706.0,1.0374496097435457
6156,3110439,당고개역 5번,135857.6,143765.0,1.058203589640918
6157,3110438,경춘선숲길 우측,240929.8,252771.5,1.0491500013696937
6158,3110437,당고개역 2번,167572.8,188538.0,1.1251109965340438
6159,3110436,상계제일중학교,68661.2,71372.5,1.0394880951687417
6160,3110435,서울과학기술대,14346.8,12850.0,0.8956701145900131
6161,3110434,태릉입구역 4번,72108.8,75461.0,1.046488084672051
6162,3110433,공릉역 2번,214757.2,223445.0,1.04045405695362
6163,3110432,대진고등학교,61923.8,62318.5,1.0063739628381978
6164,3110431,상계역,65809.8,77896.0,1.1836534984151297
6165,3110430,중계초등학교,13085.0,13306.0,1.0168895682078716
6166,3110429,공릉동 국수거리,275578.8,280227.0,1.0168670449250814
6167,3110428,상계5동주민센터,493473.4,526101.0,1.0661182548036023
6168,3110427,노원 을지대학교병원,14275.4,14028.5,0.9827045126581392
6169,3110426,상계2동주민센터,232983.0,263855.0,1.1325075220080436
6170,3110425,계상초등학교,115537.6,130042.0,1.1255383528825247
6171,3110424,상계초등학교,323841.2,342031.5,1.0561704316807126
6172,3110423,석계역 2번,42104.0,45523.0,1.0812036861105834
6173,3110422,노원역 9번,118850.4,126774.5,1.0666728929814289
6174,3110421,석계역 1번,54763.8,58219.5,1.0631019030819628
6175,3110420,광운대역 1번,64337.6,63158.0,0.9816654646738455
6176,3110419,수락산디자인거리,128019.6,144180.0,1.1262337954500716
6177,3110418,광운대학교 남단,124847.0,112716.0,0.902833067674834
6178,3110417,월계역 3번,53849.6,53496.0,0.9934335631091039
6179,3110416,노원초등학교,123097.2,140811.0,1.143900917323871
6180,3110415,수락산역 4번,277116.0,311245.0,1.12315781116933
6181,3110414,장석교회,30159.6,31470.5,1.0434654305760025
6182,3110413,누원고등학교,13214.2,14243.0,1.0778556401446928
6183,3110412,창동중학교,21404.0,22486.5,1.0505746589422538
6184,3110411,도봉역 3번,81353.2,85203.5,1.0473281936051686
6185,3110410,방학역 2번,93896.8,96649.0,1.029310903033969
6186,3110409,창동역 2번,79429.4,91161.0,1.147698459260677
6187,3110408,가인초등학교,47696.2,57197.5,1.1992045487900505
6188,3110407,도봉역 2번,148580.4,157241.0,1.058288980242347
6189,3110406,도봉산역 1번,35442.0,41837.0,1.180435641329496
6190,3110405,방학역 1번,223176.2,241726.0,1.083117285803773
6191,3110404,신창초등학교,475263.4,500322.0,1.052725709574943
6192,3110403,방학1동주민센터,170264.6,188188.5,1.1052708548929138
6193,3110402,도봉구 정병원,76548.6,85599.5,1.1182373028376742
6194,3110401,도봉구민회관,22968.6,25136.5,1.0943853782990691
6195,3110400,도봉구보건소,199000.0,204192.5,1.0260929648241206
6196,3110399,창2동주민센터,273297.0,285714.5,1.0454359177012553
6197,3110398,쌍문2동우체국,130084.8,136676.5,1.050672330664305
6198,3110397,도봉산입구,198116.6,219315.0,1.1069996153780148
6199,3110396,쌍문역1번(쌍리단길),118999.8,123086.0,1.0343378728367612
6200,3110395,신한은행 방학동지점,54271.8,56448.5,1.0401073854193152
6201,3110394,방학중학교,161061.4,173043.5,1.074394609757521
6202,3110393,국민은행방학지점,6094.0,7132.5,1.170413521496554
6203,3110392,발바닥공원,14287.0,17613.0,1.2327990480856723
6204,3110391,샘말어린이공원,73223.8,80958.0,1.1056241276743353
6205,3110390,방학초등학교,77368.8,84410.0,1.0910082617282417
6206,3110389,한일병원,52226.4,59515.5,1.1395673452506778
6207,3110388,도봉우체국,106926.8,114496.0,1.0707886142669565
6208,3110387,쌍문초등학교,224673.4,243309.5,1.0829475140359295
6209,3110386,연산군묘,4615.4,5665.0,1.2274125752914158
6210,3110385,효문고등학교,25241.8,25847.5,1.0239959115435509
6211,3110384,문이교,14558.2,16036.0,1.101509802035966
6212,3110383,덕성여대시반거리,10555.2,9468.5,0.897046005760194
6213,3110382,솔밭공원역 1번,77799.2,76330.0,0.9811154870487101
6214,3110381,번동주공2단지,59491.0,64605.5,1.085970987208149
6215,3110380,강북문화정보도서관,86738.8,96030.5,1.1071227639764443
6216,3110379,KT&G 북부지사,18321.2,24411.0,1.3323908914263258
6217,3110378,송중동주민센터,107718.6,108979.0,1.0117008576049076
6218,3110377,미아사거리역 3번,113793.0,114930.0,1.0099918272652975
6219,3110376,수송초등학교,471325.4,485567.5,1.0302171281242216
6220,3110375,서울북부고용노동지청,88247.6,94754.5,1.0737345831501366
6221,3110374,송중초등학교,386969.6,390509.5,1.0091477470064834
6222,3110373,수유역 2번,167813.6,169263.5,1.0086399433657343
6223,3110372,강북중학교,208269.6,215806.0,1.0361857899568636
6224,3110371,삼양입구사거리,93184.8,95296.0,1.022656055494029
6225,3110370,도봉세무서,176983.4,174724.0,0.9872338309694582
6226,3110369,성신여대운정그린캠퍼스,178673.6,192004.0,1.0746075525427372
6227,3110368,송천초등학교,388025.0,412674.0,1.063524257457638
6228,3110367,강북구청,176000.4,187304.5,1.064227694937057
6229,3110366,광산사거리,76920.2,79782.0,1.0372047914592006
6230,3110365,미아역 5번,257438.0,271420.5,1.0543140484310785
6231,3110364,미아역 8번,222307.6,222127.0,0.9991876121194236
6232,3110363,송천동주민센터,32748.6,35756.0,1.0918329333162333
6233,3110362,우이천 계성교,130404.6,138373.0,1.0611052064114301
6234,3110361,삼양사거리역 1번,167652.0,179675.0,1.0717140266743015
6235,3110360,수유초등학교,174665.6,186638.0,1.0685446934027079
6236,3110359,수유시장옆,214643.6,233631.0,1.0884601264607936
6237,3110358,인수동 우편취급국,138762.6,146008.0,1.0522143574709613
6238,3110357,가오리역 1번,140714.4,149887.5,1.0651894902014294
6239,3110356,덕수교,125434.6,129183.5,1.0298872878775074
6240,3110355,삼양사거리역 2번,222630.2,231655.5,1.0405394236720804
6241,3110354,삼각산119안전센터,10035.4,10638.0,1.0600474320904
6242,3110353,수유동우체국,102433.4,111867.5,1.092099842434206
6243,3110352,수유1동주민센터,229929.4,240966.0,1.0479999512893958
6244,3110351,수유북부시장옆,82629.0,82257.0,0.995497948662092
6245,3110350,가오리역 2번,71291.2,74139.5,1.0399530376820703
6246,3110349,화계역 2번,79271.8,84062.0,1.0604275416983089
6247,3110348,강북문화예술회관,282833.2,295609.5,1.045172561071331
6248,3110347,구세군강북종합사회복지관,26820.2,31143.5,1.161195665953274
6249,3110346,4.19민주묘지역 2번,143945.0,150725.0,1.0471013234221405
6250,3110345,솔밭공원역 2번,73282.4,79858.0,1.08972959400893
6251,3110344,화계중학교,49045.0,43936.0,0.8958303598735855
6252,3110343,무너미어린이공원,110214.6,119758.5,1.0865937906593137
6253,3110342,국립재활원,140953.2,149799.0,1.0627570001958095
6254,3110341,북한산우이역 2번,28347.8,34507.0,1.2172725925821404
6255,3110340,인수중학교,50230.0,51745.0,1.0301612582122237
6256,3110339,국립4.19민주묘지,4632.6,4881.0,1.0536199974096618
6257,3110338,인수초등학교,24658.8,25478.0,1.0332214057456162
6258,3110337,아카데미하우스,62300.2,67978.0,1.0911361440252199
6259,3110336,석관고등학교,55768.2,58923.5,1.0565788388364696
6260,3110335,석계역 7번,195285.6,207960.5,1.0649044271569434
6261,3110334,석관중앙교회,282423.0,295325.0,1.0456832481773792
6262,3110333,돌곶이역 5번,94027.8,95851.5,1.0193953277647674
6263,3110332,돌곶이역 3번,39041.8,35822.0,0.9175294171887566
6264,3110331,돌곶이역 8번,172263.4,163363.0,0.9483326115704207
6265,3110330,돌곶이역 1번,137931.8,136456.5,0.9893041343620543
6266,3110329,우리은행체육관,83680.0,85390.5,1.020440965583174
6267,3110328,상월곡역 3번,151822.2,157445.5,1.0370387202925526
6268,3110327,상월곡역 2번,141296.8,141010.5,0.9979737686911523
6269,3110326,장위동성당,65976.8,72504.5,1.0989393241260563
6270,3110325,장곡초등학교,154319.2,159608.0,1.0342718210047745
6271,3110324,월곡역 4번,18794.8,17973.5,0.9563017430353077
6272,3110323,상월곡역 1번,192281.2,198048.0,1.0299914916278865
6273,3110322,장위1동주민센터,107589.2,113724.0,1.057020593145037
6274,3110321,동덕여대,4522.0,4891.0,1.0816010614772225
6275,3110320,KB국민은행 종암동지점,27247.0,26840.5,0.9850809263405146
6276,3110319,종암동주민센터,184325.6,198531.5,1.0770695985799041
6277,3110318,KT월곡지사,187801.2,180895.5,0.9632286694653708
6278,3110317,종암중학교,96004.2,93117.5,0.9699315238291658
6279,3110316,숭곡초등학교,406368.6,423326.5,1.0417303403855516
6280,3110315,종암아이파크2차,216928.4,220442.5,1.0161993542569807
6281,3110314,종암경찰서,105846.6,105082.5,0.9927810624054055
6282,3110313,안암역 3번,252290.6,207151.5,0.8210829099459116
6283,3110312,안암역 2번,82783.0,56628.5,0.684059529130377
6284,3110311,종암아이파크2차후문,15234.6,17068.0,1.120344479014874
6285,3110310,길음역 10번,7523.0,8157.0,1.084274890336302
6286,3110309,대광초등학교,55445.0,50909.0,0.918189196501037
6287,3110308,길음역 8번,140663.0,156437.0,1.1121403638483467
6288,3110307,길음역 7번,106607.6,110871.0,1.0399915203043686
6289,3110306,미아초등학교,27987.4,29830.0,1.0658367694033744
6290,3110305,보문역 5번,316390.2,297393.5,0.939958001227598
6291,3110304,보문역 4번,140099.0,140115.0,1.0001142049550675
6292,3110303,성신여대입구역 1번,173400.8,169150.0,0.9754856955677252
6293,3110302,보문역 8번,44414.6,47224.0,1.0632539750442422
6294,3110301,성신여대입구역 7번,232129.0,237758.0,1.024249447505482
6295,3110300,삼선동주민센터,413007.0,400932.0,0.9707632074032644
6296,3110299,정릉역 1번,260006.8,285725.0,1.0989135668759433
6297,3110298,솔숲어린이공원,39800.2,47590.5,1.1957351973105663
6298,3110297,경동고등학교,326039.8,333767.5,1.0237017075829393
6299,3110296,성신여대입구역 4번,137740.0,149135.5,1.0827319587628865
6300,3110295,정릉우체국,139175.6,139724.0,1.0039403458652234
6301,3110294,서경대학교,222257.4,234613.5,1.0555936495252802
6302,3110293,삼선중학교,211847.4,209212.5,0.9875622735988263
6303,3110292,정릉역 2번,45966.4,47152.5,1.0258036304779143
6304,3110291,한성대입구역 3번,295710.0,296045.0,1.0011328666599033
6305,3110290,북한산보국문역 1번,28528.4,29910.5,1.0484464603693162
6306,3110289,북한산보국문역 2번,185278.6,197178.5,1.0642270613011973
6307,3110288,동구여중,28774.2,28616.5,0.994519395847669
6308,3110287,정릉3동주민센터,30091.2,29361.0,0.9757337693412027
6309,3110286,한성대입구역 5번,116083.4,117104.5,1.0087962619978394
6310,3110285,홍대부중,20062.6,21006.0,1.0470228185778514
6311,3110284,정릉북한산국립공원입구,13258.0,15081.0,1.1375018856539447
6312,3110283,성북초등학교앞,18914.4,18614.5,0.9841443556232288
6313,3110282,국민대학교앞,4928.4,5507.0,1.1174011849687526
6314,3110281,길상사,9559.2,10395.0,1.0874340949033392
6315,3110280,북정마을,40648.4,41994.5,1.033115694590685
6316,3110279,신내역 2번,432.4,403.0,0.9320074005550417
6317,3110278,망우본동주민센터,106457.6,119148.5,1.1192108407478658
6318,3110277,러스크서울병원,125270.4,132063.5,1.0542274950826374
6319,3110276,신내IC북측,6969.8,6393.0,0.917242962495337
6320,3110275,하나은행 망우동지점,68462.2,75369.0,1.100884867854086
6321,3110274,서일대학교,206569.4,216487.5,1.0480134037277544
6322,3110273,장스여성병원,97449.4,100801.0,1.0343932338218604
6323,3110272,신내1동주민센터,186697.2,210052.5,1.1250972162410577
6324,3110271,신내역 1번,5709.4,4883.0,0.8552562440886959
6325,3110270,혜원여고,30793.8,29490.5,0.957676545278595
6326,3110269,용마문화복지센터,91511.8,91568.5,1.0006195922274503
6327,3110268,망우3동주민센터,79217.8,83039.5,1.048242945398635
6328,3110267,망우역 2번,187473.0,214073.5,1.1418897654595594
6329,3110266,면목동우체국,220849.4,241400.5,1.0930548147289512
6330,3110265,망우역 1번,58756.8,64589.0,1.0992600005446178
6331,3110264,면목역 2번,427638.0,460739.0,1.0774042531299837
6332,3110263,면목역 1번,195107.4,202867.5,1.039773478607167
6333,3110262,상봉역 3번,247145.6,273700.0,1.1074443566869083
6334,3110261,사가정역 4번,209874.0,223450.5,1.0646888132879728
6335,3110260,면목역 3번,194452.0,198470.5,1.0206657684158558
6336,3110259,사가정역 1번,191238.6,199816.0,1.0448518238472777
6337,3110258,면동초등학교,112313.4,119022.5,1.0597355257698549
6338,3110257,상봉역 7번,257397.4,269184.5,1.045793391852443
6339,3110256,면목2동체육관,216888.6,230614.0,1.063283178553414
6340,3110255,상봉역 4번,322404.8,334949.0,1.0389082296541492
6341,3110254,오거리공원,446190.0,469361.0,1.051930791815146
6342,3110253,중곡초등학교,126188.2,135784.5,1.0760475226685222
6343,3110252,장안제일시장,155292.2,165377.0,1.0649408019205084
6344,3110251,장안중학교,94689.4,94784.0,1.0009990558605293
6345,3110250,화랑대역 7번,73778.2,80866.0,1.09606902852062
6346,3110249,중화역 1번,235194.6,240640.0,1.0231527424524203
6347,3110248,먹골파출소,77450.0,80418.0,1.0383214977404778
6348,3110247,먹골역 1번,323755.2,341973.5,1.056271837487089
6349,3110246,월드순복음교회,190922.6,197584.5,1.0348931975575442
6350,3110245,KB국민은행 중화동지점,81480.8,85161.5,1.0451726050799697
6351,3110244,중화역 4번,149627.4,150065.0,1.002924598034852
6352,3110243,중랑노인종합복지관,89611.0,94280.0,1.0521029784289875
6353,3110242,면목5동주민센터,75420.0,83115.5,1.1020352691593742
6354,3110241,먹골역 5번,156114.4,156801.0,1.0043980568096218
6355,3110240,태릉시장 특화거리,92723.2,101752.0,1.0973736885698508
6356,3110239,중랑역 2번,23784.2,25102.0,1.0554065303857183
6357,3110238,배꽃어린이공원,11458.4,11938.0,1.0418557564755988
6358,3110237,메가박스 상봉,134486.8,140937.5,1.0479653021709194
6359,3110236,신묵초등학교,250782.2,257635.5,1.0273276971013094
6360,3110235,세화어린이공원,42628.8,46893.0,1.1000309649814208
6361,3110234,중랑역 4번,46086.8,51950.5,1.1272316585226139
6362,3110233,중랑역 1번,173886.0,190536.5,1.0957552649436988
6363,3110232,동대부고,112196.6,110241.0,0.9825698817967745
6364,3110231,장안교,6636.6,7766.5,1.1702528403097971
6365,3110230,장안현대홈타운1차아파트,167234.2,176403.0,1.0548261061433606
6366,3110229,장평중학교,258580.0,246871.0,0.9547180756439013
6367,3110228,장안근린공원,240341.8,253448.5,1.0545335850859068
6368,3110227,답십리공원,73753.6,78211.5,1.060443151249566
6369,3110226,장안1동주민센터,400647.4,404601.0,1.0098680285957178
6370,3110225,촬영소사거리,30868.6,34190.0,1.107598012219537
6371,3110224,외대앞역 2번,79760.6,81498.5,1.0217889534431785
6372,3110223,군자초등학교,58965.6,56481.5,0.9578720474310446
6373,3110222,회기역 2번,7191.0,7133.5,0.992003893756084
6374,3110221,의릉,38718.4,39347.0,1.0162351750072316
6375,3110220,외대앞역 1번,179986.6,175010.0,0.9723501638455307
6376,3110219,삼육보건대학교,211821.2,214800.5,1.0140651643933656
6377,3110218,답십리사거리,173561.4,188418.5,1.0856014067644073
6378,3110217,자동차부품상가,86763.4,84162.5,0.9700230742455921
6379,3110216,전농중학교,54947.6,58184.0,1.0588997517634984
6380,3110215,회기역 1번,105383.2,108484.5,1.0294287894085585
6381,3110214,경희대후문,209782.6,191489.0,0.9127973435356411
6382,3110213,청량초등학교,69332.8,71375.5,1.0294622458634297
6383,3110212,답십리초등학교,128303.8,133579.5,1.041118813316519
6384,3110211,전곡마을마당공원,319667.6,331129.5,1.0358556825902907
6385,3110210,서울시립대,360614.6,354411.5,0.9827985333927135
6386,3110209,답십리 장령당공원,44984.0,47283.5,1.051118175351236
6387,3110208,시조사삼거리,48247.4,50307.0,1.0426883106654452
6388,3110207,시립대앞사거리,87683.2,86225.5,0.9833753786358163
6389,3110206,텃골근린공원,165833.2,182134.0,1.0982963604392848
6390,3110205,경희대삼거리,268276.4,261524.5,0.9748322998221237
6391,3110204,간데메공원,172154.8,183118.5,1.0636851252477422
6392,3110203,떡전교사거리,143793.0,153686.0,1.0688002893047646
6393,3110202,전농1동주민센터(전농시장),56535.0,59891.5,1.0593703015830902
6394,3110201,전농119안전센터,19265.8,20406.5,1.059208545713129
6395,3110200,동대문경찰서,52209.4,59672.0,1.1429359464004565
6396,3110199,홍릉시장,38220.6,41752.0,1.0923952004939745
6397,3110198,동대문중앙새마을금고본점,34362.8,34960.0,1.017379258966091
6398,3110197,세종대왕기념관교차로,36946.4,37842.5,1.0242540545222267
6399,3110196,홍릉근린공원,62484.8,64752.0,1.0362840242747036
6400,3110195,동대문구청,244995.0,249266.0,1.017433008836915
6401,3110194,홍파초등학교,51468.0,51288.5,0.9965123960519158
6402,3110193,고려대역 4번,104717.0,110057.0,1.050994585406381
6403,3110192,동의보감타워,38821.6,39259.5,1.0112798029962702
6404,3110191,고려대역 6번,230439.6,212239.0,0.9210179153235815
6405,3110190,고대앞사거리,139793.0,141774.5,1.0141745294828783
