,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율
20496,3110943,법제교육센터(버들어린이공원),76505.2,66404.5,0.8679736802204295
20497,3110942,염곡동 구룡사(포이동성당),257284.2,237352.0,0.9225284724052234
20498,3110941,언남고등학교,28914.2,21375.0,0.7392561440399527
20499,3110940,양재근린공원(양재2동주민센터),58192.6,46643.0,0.8015280293370635
20500,3110939,양재역 8번(양재동우체국),289997.4,232693.5,0.8023985732285875
20501,3110938,바우뫼공원,40196.6,30418.5,0.7567431076260182
20502,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),10190.0,8005.0,0.7855740922473012
20503,3110936,더케이호텔(양재리본타워2단지아파트),28715.4,25841.5,0.8999178141345758
20504,3110935,한전아트센터,78486.0,68462.0,0.8722829549218969
20505,3110934,우면주공아파트,64024.2,57055.5,0.8911552194326521
20506,3110933,한국상담대학원대학교,14039.0,12910.5,0.9196167818220671
20507,3110932,서울시인재개발원,38317.0,29537.0,0.7708588876999765
20508,3110931,삼성전자서울R&D(서울우면초등학교),3317.8,1743.5,0.5254988245222738
20509,3110930,서초동성당,85351.0,79324.5,0.9293915712762593
20510,3110929,남부터미널역 1번,209817.4,200444.0,0.9553259167256862
20511,3110928,서초우방유쉘아파트,38557.6,27293.5,0.7078630412681287
20512,3110927,잠원역,26401.8,25105.0,0.9508821368240045
20513,3110926,신중초등학교,162733.2,143393.0,0.8811539378565652
20514,3110925,서초중학교,88653.4,89684.5,1.0116306875991221
20515,3110924,반포4동주민센터(몽마르뜨공원),65771.0,60146.0,0.9144759848565477
20516,3110923,방배역 1번,5606.6,5045.5,0.8999215210644597
20517,3110922,내방역 1번,125781.2,122080.5,0.9705782740186928
20518,3110921,서울프랑스학교,67001.8,64524.5,0.9630263664558265
20519,3110920,방배역 2번(백석예술대학교),7163.4,5842.0,0.8155345227126783
20520,3110919,내방역 8번,92861.6,91538.5,0.9857519146773261
20521,3110918,방배역 3번,154249.2,142496.5,0.9238070602635216
20522,3110917,서초소방서,16069.2,16906.5,1.0521058920170263
20523,3110916,내방역 4번,125276.8,109283.5,0.8723362985006002
20524,3110915,서래초등학교,28039.6,27233.0,0.971233541134681
20525,3110914,내방역 6번,34760.4,31591.5,0.9088359167328339
20526,3110913,방현초등학교(방배119안전센터),144700.2,129636.5,0.8958971722222913
20527,3110912,방배동사이길,32344.2,30816.0,0.9527519617118371
20528,3110911,방배배수지체육공원,3878.6,2886.0,0.7440829165162688
20529,3110910,내방역 5번,52860.8,51186.0,0.9683167867304315
20530,3110909,남태령역(서울전자고등학교),10375.6,10402.0,1.0025444311654266
20531,3110908,구반포역,5981.2,5252.0,0.8780846652845583
20532,3110907,방배초등학교,118477.8,122634.0,1.0350799896689507
20533,3110906,서문여고,75301.0,72293.5,0.9600602913639925
20534,3110905,방배노인종합복지관(이수중학교),58143.6,63808.0,1.097420868332886
20535,3110904,이수역 5번,36031.4,31913.5,0.8857135720510443
20536,3110903,방배아이파크아파트,119541.8,113122.0,0.9462966092195366
20537,3110902,사당역 4번,314587.0,336045.0,1.0682100658959206
20538,3110901,인헌고등학교(인헌중학교),158319.0,174713.0,1.1035504266702039
20539,3110900,낙성대역 1번(관악구민 종합체육센터),263662.4,276602.0,1.049076394662265
20540,3110899,낙성대역 5번(관악중학교),127705.8,139141.0,1.0895433097008906
20541,3110898,청림동주민센터(상도중학교),75485.0,80102.5,1.061171093594754
20542,3110897,서울대입구역 8번,208992.8,225062.0,1.0768887732017562
20543,3110896,관악우성아파트,27875.6,26916.0,0.9655756288653877
20544,3110895,샤로수길,552994.4,586895.0,1.0613036949379595
20545,3110894,관악동부센트레빌아파트(은천로35라길),35849.6,37392.5,1.0430381371061324
20546,3110893,관악소방서(문영여고),13033.2,11835.0,0.9080655556578583
20547,3110892,관악구 중앙길,658423.8,692145.5,1.0512157974848417
20548,3110891,구암초등학교,22244.2,23140.0,1.0402711718110789
20549,3110890,봉천역 1번(관악초등학교),116799.0,126078.5,1.0794484541819707
20550,3110889,봉천역 6번,69063.2,74294.0,1.0757393228231533
20551,3110888,청룡동주민센터,97951.6,104007.0,1.0618203275903608
20552,3110887,서울산업정보학교(서울삼성초등학교),62120.6,60658.5,0.9764635241771651
20553,3110886,관악해태어린이공원,158487.8,166282.5,1.049181703575922
20554,3110885,영락고등학교,214149.2,235841.0,1.1012929303494945
20555,3110884,봉천역 4번(봉천110안전센터),103020.0,106613.5,1.0348815763929333
20556,3110883,은천초등학교(은천교앞),152496.0,167242.5,1.0967008970727101
20557,3110882,신성초등학교,236242.4,247840.5,1.0490940660948247
20558,3110881,구립대학경로당(관악산샘말공원),579429.6,591888.5,1.0215020081818396
20559,3110880,신림역 1번,73289.4,70711.5,0.9648257456057766
20560,3110879,신림현대아파트,40228.6,42233.5,1.049837677672104
20561,3110878,미림여고,121973.4,121535.0,0.9964057737178762
20562,3110877,신림역 8번,185567.8,200577.5,1.0808852613438324
20563,3110876,서원동주민센터(신관중학교),72204.6,76384.5,1.057889663539442
20564,3110875,보라매동주민센터(당곡고등학교),25125.8,27913.0,1.1109298012401596
20565,3110874,원신초등학교(구세군관악영문교회),278625.4,279694.0,1.003835256943552
20566,3110873,당곡중학교,88742.2,88935.5,1.0021782196069062
20567,3110872,신림초등학교,121970.2,125108.5,1.0257300553741815
20568,3110871,신원동주민센터,101098.4,114820.0,1.1357251944640074
20569,3110870,신림주공2단지(광신고등학교),60939.2,59859.0,0.9822741355318088
20570,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",597225.6,644957.5,1.0799227293672609
20571,3110868,남부초등학교,113193.8,121337.5,1.0719447531578585
20572,3110867,국제신학대학원대학교(남서울중학교),177311.0,190326.0,1.0734021013924686
20573,3110866,난우중학교,183803.2,191589.5,1.0423621569156576
20574,3110865,남강고등학교(남강중학교),328172.4,347636.0,1.0593090704763715
20575,3110864,신림우방아파트,255669.4,274127.0,1.0721932307894493
20576,3110863,난우초등학교,131241.2,137668.5,1.0489731882975772
20577,3110862,난곡초등학교(난곡동벽화마을),106168.6,114560.5,1.0790431445832382
20578,3110861,관악구신사동주민센터,282569.4,296620.0,1.0497244216818946
20579,3110860,호림박물관(성보고등학교),66953.8,67954.0,1.0149386591948477
20580,3110859,난향초등학교,82123.8,87776.5,1.0688314471566098
20581,3110858,신대방역 1번,72278.6,70278.5,0.9723279089523039
20582,3110857,미성동주민센터,160393.8,168100.0,1.0480454980180032
20583,3110856,미성초등학교,120193.6,127340.0,1.0594574087139415
20584,3110855,신대방역 2번,182669.8,191970.5,1.0509153675101195
20585,3110854,조원동주민센터,55066.4,56895.5,1.0332162625484869
20586,3110853,KT구로지사,224117.0,205426.5,0.9166038274651187
20587,3110852,이수역 9번,104575.0,98859.0,0.9453406645947884
20588,3110851,경문고등학교(동작동성당),141881.8,144578.0,1.0190031420520462
20589,3110850,사당역 10번,341896.0,351541.0,1.02821033296675
20590,3110849,이수역 10번,257711.6,270759.0,1.0506279111999615
20591,3110848,양지어린이공원,211790.6,229520.0,1.0837119305578244
20592,3110847,예술인마을,123868.4,131156.0,1.0588334070675007
20593,3110846,남성역 1번,402654.8,421038.5,1.0456562296041174
20594,3110845,사당종합체육관,62569.0,65014.0,1.0390768591475013
20595,3110844,흑석2치안센터,52672.0,52349.5,0.993877202308627
20596,3110843,사당5동주민센터,65006.4,67204.0,1.0338059021880923
20597,3110842,흑리단길,21444.2,21306.0,0.9935553669523693
20598,3110841,중대부중,212257.6,207594.0,0.9780285841355032
20599,3110840,중앙대학교,112379.2,106630.5,0.94884551589618
20600,3110839,숭실대입구역 4번,95818.0,101158.5,1.055735874261621
20601,3110838,상도1동주민센터앞,19139.2,20520.0,1.0721451262330715
20602,3110837,숭실대입구역 1번,264839.8,286008.0,1.0799283189309161
20603,3110836,상도역 5번,211089.4,229985.0,1.0895146795623087
20604,3110835,상도역 1번,21107.2,20754.5,0.9832900621588841
20605,3110834,동작구자원봉사센터,21138.8,22666.5,1.0722699490983405
20606,3110833,상도역 2번,81420.4,80942.0,0.9941243226513258
20607,3110832,노량진초등학교,81460.4,82050.5,1.007244010586739
20608,3110831,상도4동주민센터,75839.4,78381.0,1.0335129233617355
20609,3110830,상도초등학교,84363.0,86265.0,1.0225454286831905
20610,3110829,장승배기역 5번,111583.4,116921.5,1.0478395531951885
20611,3110828,노량진역 6번,260046.6,252424.5,0.9706894841155392
20612,3110827,NH농협은행 상도동지점,83088.8,88003.0,1.0591439520127863
20613,3110826,장승배기역 4번,104563.4,103370.5,0.9885916104487804
20614,3110825,신대방삼거리역 1번,277490.0,305188.5,1.0998180114598723
20615,3110824,대방역 3번,38017.2,32172.5,0.8462616920762182
20616,3110823,신대방삼거리역 3번,96099.6,97348.5,1.0129958917622965
20617,3110822,신대방삼거리역 4번(대림초등학교),82530.2,84094.0,1.0189482153199678
20618,3110821,보라매역 2번,190589.4,199131.0,1.0448167631568177
20619,3110820,성남고등학교,123597.4,133093.5,1.076830904209959
20620,3110819,신대방역 4번,144355.0,153567.0,1.063814900765474
20621,3110818,신대방역 3번,13948.8,15210.5,1.0904522252810278
20622,3110817,대방역 4번,47455.0,45371.0,0.9560847118322622
20623,3110816,대방역 6번,105566.4,101489.0,0.9613759681110657
20624,3110815,공군호텔,214060.4,211337.0,0.9872774226339855
20625,3110814,서울지방병무청,195905.4,206651.5,1.054853516033759
20626,3110813,보라매역 6번,191530.8,189258.0,0.9881335012436643
20627,3110812,신길6동주민센터,85471.6,88922.5,1.040374814558286
20628,3110811,보라매역 4번,59753.2,59037.0,0.9880140310477096
20629,3110810,영신초등학교,243791.6,246178.0,1.0097886883715435
20630,3110809,장훈고등학교,56673.0,56080.5,0.9895452861150813
20631,3110808,신길역 1번,67448.0,68175.0,1.0107786739414066
20632,3110807,신길역 3번,65380.6,65784.0,1.0061700259710067
20633,3110806,서울시립영등포장애인복지관,4804.8,3350.0,0.6972194472194472
20634,3110805,신길새마을금고신길4동지점,47737.8,53183.0,1.1140647453380759
20635,3110804,신풍역 1번,122149.4,133024.5,1.08903113727943
20636,3110803,신길2동우편취급국,190491.6,210155.0,1.1032244991380198
20637,3110802,신길동홍어거리,84129.4,82861.0,0.9849232254122816
20638,3110801,신풍역 6번(신길6동공영주차장),10389.0,11734.0,1.1294638560015402
20639,3110800,영등포동성당,22129.0,18463.0,0.8343350354738126
20640,3110799,영등포본동주민센터,23245.2,26197.5,1.127006865933612
20641,3110798,신풍역 2번,19854.2,19451.0,0.979691954347191
20642,3110797,KT대방빌딩,66388.4,66625.5,1.0035714070530395
20643,3110796,한림대학교한강성심병원,12695.4,12778.5,1.0065456779620965
20644,3110795,도림초등학교,162066.6,170741.5,1.0535267599863265
20645,3110794,영동초등학교,114854.4,107756.5,0.9382008873843753
20646,3110793,대림썬프라자,3837.4,4073.5,1.0615260332516807
20647,3110792,영등포역 2번,316765.2,353785.0,1.1168682670949965
20648,3110791,신풍역 3번,10728.0,11117.5,1.036306860551827
20649,3110790,대림1동주민센터,104581.0,116896.5,1.1177603962478844
20650,3110789,대림성모병원,82643.0,84712.0,1.025035393197246
20651,3110788,영등포시장역 3번,11945.0,10303.5,0.8625784847216409
20652,3110787,신길3동주민센터,174691.0,195410.5,1.1186065681689383
20653,3110786,당산역 8번,59948.0,54189.5,0.9039417495162474
20654,3110785,영등포푸르지오아파트,153416.4,175593.5,1.1445549497967624
20655,3110784,신대림초등학교,25953.2,28536.5,1.0995368586532681
20656,3110783,영등포시장역 1번,34526.4,24400.0,0.7067055934009917
20657,3110782,영등포시장역 4번,26481.2,26826.0,1.013020557980756
20658,3110781,대림한신아파트,187360.2,205833.5,1.0985977811723087
20659,3110780,신길대성유니드아파트,45184.2,46123.5,1.0207882401370392
20660,3110779,대림갑을명가아파트,22713.4,23792.5,1.0475093997375997
20661,3110778,구로디지털단지역 4번,180766.4,192760.0,1.0663486134591385
20662,3110777,구로세무서,40317.2,28338.0,0.7028761917990337
20663,3110776,도신초등학교,116596.0,124097.0,1.0643332532848468
20664,3110775,대동초등학교,37931.6,40973.0,1.0801811682080376
20665,3110774,당산반도유보라팰리스아파트,65118.4,71285.5,1.0947059510061672
20666,3110773,당산역 13번,12634.2,10357.0,0.8197590666603346
20667,3110772,신우어린이공원,46957.2,50395.0,1.073211349910131
20668,3110771,대림역 11번,48604.4,54465.5,1.12058784801376
20669,3110770,영등포구청역 6번,100434.0,100525.0,1.0009060676663282
20670,3110769,대림차이나타운(대림역 12번),66286.6,73896.5,1.1148029918565743
20671,3110768,도림2동유수지내체육시설,28789.6,30445.5,1.0575172979131353
20672,3110767,도림동주민센터,36943.6,38222.0,1.034604099221516
20673,3110766,대림역 5번,174966.8,173902.0,0.9939142740222717
20674,3110765,문래동사거리,47281.6,42490.0,0.8986582518358093
20675,3110764,문래역 3번,7688.6,5195.5,0.675740707020784
20676,3110763,영등포구청역 2번,75798.8,63721.0,0.8406597465922943
20677,3110762,선유도역 1번,269923.4,232234.0,0.8603700160860451
20678,3110761,문래동남성맨션,27044.0,24573.0,0.9086303801212838
20679,3110760,선유도역 6번,117012.2,86989.5,0.7434224807327783
20680,3110759,문래예술촌(문래창작촌),458562.6,397305.0,0.8664138767531413
20681,3110758,문래소공원,54132.6,48076.0,0.8881154793968884
20682,3110757,양평역 2번,31443.6,26407.5,0.8398370415601267
20683,3110756,문래중학교,32288.8,31321.0,0.9700267585044969
20684,3110755,동일여자고등학교,36613.2,38956.0,1.0639878513760066
20685,3110754,삼성산자연공원(서울금천초등학교),205543.0,212713.5,1.0348856443663856
20686,3110753,시흥동 은행나무사거리,149082.2,158790.0,1.065117096474294
20687,3110752,한울중학교,110815.8,122983.5,1.1098011294418304
20688,3110751,난곡중학교,148792.8,150899.5,1.014158615201811
20689,3110750,시흥4동주민센터(서울신흥초등학교),110904.2,121503.5,1.095571673570523
20690,3110749,금산초등학교(금천고등학교),86574.8,85405.0,0.9864879849563614
20691,3110748,백산초등학교,55283.4,52871.5,0.9563720755235748
20692,3110747,석수역 1번 출입구,29203.4,29735.0,1.0182033598827533
20693,3110746,금천금빛공원(은행나무사거리서측),32719.6,35076.5,1.0720332766904241
20694,3110745,독산동정훈단지,68062.4,74510.0,1.0947307176943513
20695,3110744,독산동성당,243506.0,259942.5,1.0674993634653767
20696,3110743,시흥초등학교(시흥1동우체국),138979.8,147813.0,1.0635574378434853
20697,3110742,KT금천빌딩(금천구시설관리공단),9896.2,8915.0,0.9008508316323437
20698,3110741,독산2동주민센터,92177.0,102866.0,1.115961682415353
20699,3110740,금천해태공원,222047.0,234736.0,1.057145559273487
20700,3110739,시흥3동 우편취급국,4004.0,3460.5,0.8642607392607392
20701,3110738,문성초등학교,127377.4,129823.0,1.0191996382403787
20702,3110737,금천세무서,215964.2,226663.0,1.0495396922267672
20703,3110736,독산119안전센터,105136.4,112928.0,1.0741094425907678
20704,3110735,말미고개,158407.2,168578.0,1.0642066774742562
20705,3110734,금천파출소,2708.4,2829.0,1.0445281346920692
20706,3110733,금천어울림복지센터,34824.2,35496.0,1.0192911825684439
20707,3110732,가산초등학교(세일중학교),56044.2,56909.0,1.015430677929206
20708,3110731,금천구청역 1번 출입구,62439.8,58460.0,0.9362618073728615
20709,3110730,서울축산농협 독산역지점(독산파출소),71423.6,74224.5,1.0392153293869253
20710,3110729,가산동우체국,83009.8,88128.0,1.0616577801657154
20711,3110728,두산초등학교,27718.4,23656.0,0.8534403140152389
20712,3110727,독산역 1번 출입구,47829.8,46180.0,0.9655068597401619
20713,3110726,금천철쭉어린이공원(금하마을),34648.0,35738.5,1.03147367813438
20714,3110725,가산동주민센터,32150.6,25698.0,0.7993007906539847
20715,3110724,금천구립가산도서관,85489.8,92884.0,1.0864921897115212
20716,3110723,가산디지털단지역 1번 출입구,46525.4,32268.0,0.6935566378795238
20717,3110722,G타워,51175.8,42125.0,0.8231429699193759
20718,3110721,가리봉파출소,164208.8,153965.5,0.9376202737003133
20719,3110720,대림역 2번,142118.4,151228.0,1.0640986670269297
20720,3110719,영서중학교,42370.0,25229.0,0.5954448902525372
20721,3110718,한국SGI본부,141543.4,134578.5,0.9507931842812876
20722,3110717,남구로역 2번,445310.8,418978.0,0.9408664689919939
20723,3110716,구로나눔길,57111.6,60513.0,1.0595570777215138
20724,3110715,구로구민회관,42211.2,39180.5,0.9282015199757411
20725,3110714,구로4동주민센터,209982.2,223110.0,1.0625186325317098
20726,3110713,구로보건소,391460.6,416306.0,1.0634684563401784
20727,3110712,남구로역 5번,303422.6,310355.0,1.0228473422876214
20728,3110711,구로초등학교,184764.0,187546.0,1.015057045744842
20729,3110710,남구로역 3번,332267.6,349046.5,1.0504981526937927
20730,3110709,구로119안전센터,185276.0,184272.5,0.9945837561259958
20731,3110708,화원어린이공원,44110.2,51075.0,1.1578954527524248
20732,3110707,구로창업지원센터,162952.6,162289.5,0.9959307185034175
20733,3110706,그라운드 고척,37390.2,39877.0,1.0665094062080438
20734,3110705,고산초등학교,3814.4,3783.0,0.9917680369127516
20735,3110704,고척중학교,7526.2,7223.0,0.9597140655310781
20736,3110703,개봉역,85024.6,88852.5,1.0450210880145274
20737,3110702,개봉초등학교,123404.0,128376.0,1.0402904281870928
20738,3110701,고척동성당,100587.8,105559.0,1.049421500420528
20739,3110700,고척초등학교,142829.6,155282.5,1.0871871096747452
20740,3110699,덕의초등학교,70500.8,79363.5,1.1257106302339832
20741,3110698,개웅초등학교(개웅중학교),101809.6,104773.5,1.0291121858842387
20742,3110697,개봉3동주민센터,82742.8,99085.0,1.1975060065649217
20743,3110696,오류동역 1번,91280.0,102129.5,1.1188595530236634
20744,3110695,개봉1동주민센터,222245.4,243478.5,1.0955389852838349
20745,3110694,세곡초등학교,262815.2,278776.5,1.0607320276757204
20746,3110693,오류동역 4번,12960.8,13468.5,1.0391719646935376
20747,3110692,큰굴다리,146106.4,160578.0,1.0990483647533578
20748,3110691,개봉중학교,102954.8,103765.0,1.0078694728171975
20749,3110690,오류2동버들시장,274390.6,287560.5,1.0479969065995702
20750,3110689,오류동역 3번,92710.8,105404.0,1.1369117729541758
20751,3110688,오류지구대,132767.0,142607.0,1.074114802624146
20752,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",25605.4,25851.5,1.0096112538761355
20753,3110686,수궁동주민센터,104167.2,114345.0,1.0977063797433357
20754,3110685,금강수목원아파트,12109.4,13460.0,1.1115331890927709
20755,3110684,서울공연예술고등학교,6588.0,6664.0,1.0115361262902247
20756,3110683,오류고등학교,39455.0,40623.0,1.0296033455835762
20757,3110682,온수역 8번,2175.6,1997.0,0.9179077036219894
20758,3110681,온수역 1번,4695.2,4505.5,0.9595970352700631
20759,3110680,온수역 5번(온수산업단지),35411.4,33569.0,0.9479715571821503
20760,3110679,염창역 2번,36229.2,36277.0,1.001319377739503
20761,3110678,염창무학아파트,24015.2,24298.5,1.01179669542623
20762,3110677,등촌역 1번,26280.4,26450.0,1.0064534786380723
20763,3110676,등촌역 7번,68019.4,66360.0,0.9756040188534448
20764,3110675,화곡4동주민센터,248615.4,252203.5,1.0144323320277022
20765,3110674,강서구청가양동별관,8655.6,8007.0,0.9250658533203937
20766,3110673,뜸부기어린이공원,84814.2,92781.5,1.0939382792032466
20767,3110672,백석중학교,99625.0,99856.5,1.0023237139272272
20768,3110671,등촌1동주민센터,307833.4,313181.0,1.0173717341912865
20769,3110670,신곡초등학교,221601.0,237611.5,1.0722492227020637
20770,3110669,화곡보람2차아파트,11650.0,12284.0,1.0544206008583692
20771,3110668,화곡2동주민센터,248869.0,268984.0,1.0808256552644162
20772,3110667,가양역 10번,8091.2,7601.0,0.9394156614593633
20773,3110666,KC대학교,27822.0,27319.0,0.9819207821148731
20774,3110665,곰달래도서관,155657.8,161777.5,1.0393150873261732
20775,3110664,강서구청옆,33094.6,33580.5,1.0146821535839685
20776,3110663,우장산롯데캐슬아파트앞,37789.6,36988.5,0.9788010457903762
20777,3110662,까치산역 1번,373294.6,403411.5,1.080678638265863
20778,3110661,강서새말어린이공원,40397.8,43269.5,1.0710855541638404
20779,3110660,등촌3동주민센터,99932.0,90165.5,0.9022685426089742
20780,3110659,화곡역 4번,705185.2,753010.5,1.0678194891214394
20781,3110658,화곡초등학교,125346.0,136591.0,1.0897116780750882
20782,3110657,양천향교역 5번,98630.0,91003.0,0.922670587042482
20783,3110656,까치산역 3번,805954.4,898487.5,1.1148118305452517
20784,3110655,발산역 5번,56093.8,47588.0,0.8483647034075067
20785,3110654,까치산역 4번,335612.0,359905.5,1.072385671549289
20786,3110653,화곡역 2번,133981.0,138417.0,1.0331091721960577
20787,3110652,양천향교역 2번,43033.2,40670.0,0.9450842605244324
20788,3110651,화원중학교,75199.2,78885.5,1.0490204683028543
20789,3110650,우장산힐스테이트,11719.6,11287.0,0.9630874773883067
20790,3110649,우장산역 1번,145320.4,137075.5,0.9432639877126681
20791,3110648,양천향교역 7번,26576.4,19661.0,0.7397916948871931
20792,3110647,화곡역 5번,351053.4,364611.5,1.0386211898246818
20793,3110646,푸른들청소년도서관,255102.2,262278.5,1.028131078446207
20794,3110645,우장산역 4번,196862.8,184798.5,0.9387172182860348
20795,3110644,신광명마을,14340.2,12923.5,0.9012077934756837
20796,3110643,강서구다솔마을,111349.0,112163.0,1.0073103485437678
20797,3110642,정곡초등학교,1440.6,1659.0,1.151603498542274
20798,3110641,공항고등학교,30300.6,31723.0,1.046942964825779
20799,3110640,방화역 1번,83452.0,87785.0,1.0519220629823132
20800,3110639,신방화역 8번,55561.0,60048.5,1.0807670848256872
20801,3110638,신방화역 2번,318030.6,324838.5,1.0214064307019515
20802,3110637,송정역 2번,29023.4,27859.0,0.9598806480288319
20803,3110636,방화역 2번,94279.0,93359.5,0.9902470327432408
20804,3110635,공항시장역 3번,40197.2,40807.5,1.015182649537779
20805,3110634,송정역 3번,281328.6,290282.5,1.031827194249003
20806,3110633,개화산역 1번,7608.0,8895.5,1.1692297581493165
20807,3110632,방화역 3번,103269.4,99875.0,0.9671306311453345
20808,3110631,방화초등학교,83293.0,85676.0,1.0286098471660283
20809,3110630,공항시장역 1번,246308.6,259291.0,1.0527078632252385
20810,3110629,송정역 4번,22963.6,24169.0,1.0524917695831664
20811,3110628,신목동역,38909.0,40642.0,1.044539823691177
20812,3110627,신정롯데캐슬아파트,181660.4,183199.5,1.00847240235076
20813,3110626,양화초등학교,204550.8,221771.5,1.0841878887787288
20814,3110625,신정2동주민센터,83354.2,84578.5,1.014687922144295
20815,3110624,목동문화체육센터,69603.2,76846.0,1.1040584340949842
20816,3110623,갈산공원,11893.6,12617.5,1.0608646667115087
20817,3110622,달마을공원,68597.6,71720.5,1.0455249163236031
20818,3110621,목동역 5번,36869.0,39441.5,1.0697740649325993
20819,3110620,목동보건지소,321240.6,338537.5,1.0538440657874504
20820,3110619,목4동주민센터,45960.2,50387.5,1.0963289976980084
20821,3110618,강서고등학교,220669.0,227452.5,1.030740611504108
20822,3110617,등촌역 4번,77382.8,85569.0,1.1057883664070052
20823,3110616,양목초등학교,36273.2,30462.0,0.8397935666001346
20824,3110615,신서초등학교,31056.0,29324.0,0.9442297784647089
20825,3110614,목동로데오거리,73840.8,75064.5,1.016572138980076
20826,3110613,신정네거리역 4번,37770.4,40210.0,1.0645902611568847
20827,3110612,신정역 5번,309409.8,318395.5,1.0290414201489417
20828,3110611,신정역 1번,167635.0,166738.0,0.9946490887941063
20829,3110610,계남근린공원,54943.2,61117.5,1.112376053815577
20830,3110609,신정네거리역 2번,141022.4,137525.5,0.9752032301251433
20831,3110608,신월2동주민센터,224564.2,235262.0,1.0476380473824412
20832,3110607,금빛새마을금고본점,22473.4,24320.5,1.082190500769799
20833,3110606,신한은행 신월동지점,205838.2,208860.5,1.0146828917081474
20834,3110605,목동센트럴아이파크앞,6161.8,6319.0,1.025512025706774
20835,3110604,신월4동주민센터,161027.6,167848.0,1.0423554719812007
20836,3110603,지향초등학교,12704.0,11936.5,0.9395859571788413
20837,3110602,신월시영아파트중문,26263.6,28986.5,1.1036758098661266
20838,3110601,신월1동우편취급국,197728.0,206914.0,1.0464577601553648
20839,3110600,신월7동주민센터,78986.2,83981.5,1.0632426930273897
20840,3110599,신월1파출소,155119.2,169657.0,1.0937201842196194
20841,3110598,신월문화체육센터,78132.8,83197.0,1.064815288841562
20842,3110597,신월1동주민센터,170596.8,179483.0,1.0520889020192643
20843,3110596,서서울호수공원,87857.2,91281.5,1.0389757470076442
20844,3110595,메디힐병원,79955.0,78541.5,0.9823213057344756
20845,3110594,신월중학교,54044.2,50445.0,0.9334026593047913
20846,3110593,신월3동주민센터,161184.4,168953.5,1.048200073952566
20847,3110592,서울금융고등학교,35110.4,33811.5,0.9630052633977396
20848,3110591,충정로역 6번,234902.6,159547.5,0.6792070415567985
20849,3110590,만리재,215248.0,208623.5,0.9692238719988107
20850,3110589,애오개역 3번,14197.0,15011.0,1.0573360569134325
20851,3110588,한겨레신문사,143150.4,147120.0,1.027730275290883
20852,3110587,공덕동주민센터,122278.6,128585.0,1.0515740284890405
20853,3110586,서울서부지방법원,260344.2,253648.0,0.9742794346868492
20854,3110585,마포경찰서,18801.6,16762.5,0.8915464641307124
20855,3110584,아현역 4번,15077.2,14402.0,0.9552171490727721
20856,3110583,공덕래미안3차아파트,61947.8,40411.0,0.6523395503956557
20857,3110582,이대역 5번,71752.8,76123.5,1.0609133023380273
20858,3110581,염리초등학교,19309.2,15133.0,0.7837196776666044
20859,3110580,양원초등학교,107758.0,104261.5,0.9675522931012083
20860,3110579,마포역 4번,43131.0,44318.5,1.027532401289096
20861,3110578,대흥역 2번,183344.6,169136.5,0.9225060350836621
20862,3110577,용강동주민센터,86976.2,89180.0,1.0253379660182902
20863,3110576,대흥역 3번,173569.4,165032.0,0.950812758470099
20864,3110575,대흥동주민센터,148152.4,150532.5,1.0160652139283604
20865,3110574,서강대학교,7343.2,7159.5,0.9749836583505829
20866,3110573,신촌역 6번,13797.0,12848.5,0.9312531709791984
20867,3110572,서강대역 1번,261757.2,260312.0,0.9944788529217152
20868,3110571,신수동주민센터,71940.4,74826.0,1.0401109807562927
20869,3110570,KB국민은행 서강지점,29382.6,28943.5,0.9850557813127497
20870,3110569,홍대땡땡거리,133543.2,137617.5,1.0305092284743813
20871,3110568,광흥창역 1번,44806.0,43272.0,0.965763513815114
20872,3110567,광흥창역 6번,39059.6,41704.5,1.067714467122039
20873,3110566,경의선책거리,220008.6,233705.5,1.0622562027120759
20874,3110565,홍익대,59516.6,61964.0,1.0411213006119302
20875,3110564,홍대입구역 3번,88444.8,102539.5,1.15936154528022
20876,3110563,상수역 3번,28274.0,29526.0,1.0442809648440263
20877,3110562,연트럴파크(연남동주민센터),130230.0,140473.5,1.0786569914766182
20878,3110561,상수역 4번,105570.6,107226.0,1.0156805019579314
20879,3110560,마포FM,163638.6,157924.5,0.9650809772266445
20880,3110559,성산중학교,128757.0,124990.5,0.9707472215102868
20881,3110558,경성고등학교,348007.4,353787.0,1.0166076928249226
20882,3110557,홍대부속여중고앞,132341.2,128334.5,0.9697244697796301
20883,3110556,절두산순교성지,32127.6,28944.0,0.9009076308220969
20884,3110555,홍익지구대,28655.8,25531.5,0.8909714612748554
20885,3110554,망원역 1번,130262.4,115840.5,0.889285780086963
20886,3110553,가좌역 2번,108201.2,114437.5,1.0576361445159574
20887,3110552,성미산체육관,114355.8,108269.0,0.9467731413710542
20888,3110551,성서초등학교,201683.2,205456.5,1.0187090446799734
20889,3110550,합정역 8번,243160.2,257045.5,1.0571035062481442
20890,3110549,새터산,174992.8,182255.5,1.0415028504029882
20891,3110548,마포구청역 4번,159428.8,164374.5,1.0310213712955252
20892,3110547,KB국민은행 망원동지점,116822.4,119840.0,1.0258306626126497
