기준_년분기_코드,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율
20191,3110133,서울교통공사,77629.8,78910.0,1.0164910897619213
20191,3110134,성수119안전센터,274408.2,284013.5,1.035003691580645
20191,3110135,성동세무서,50378.4,43924.0,0.8718816000508154
20191,3110136,경수초등학교,152596.4,118511.5,0.7766336558398494
20191,3110137,성수초등학교,172724.2,108157.5,0.6261861395218504
20191,3110138,송정체육공원,178885.2,178195.5,0.9961444546558351
20191,3110139,자양4동주민센터,266913.6,268783.0,1.0070037645140602
20191,3110140,건대입구역 6번,298454.6,327891.5,1.0986310815782367
20191,3110141,건대입구역 1번,230491.0,247084.5,1.0719919649791099
20191,3110142,화양사거리,234127.2,252312.5,1.0776727351627662
20191,3110143,뚝섬유원지역 1번,15765.8,16234.5,1.0297289068743738
20191,3110144,어린이대공원역 4번,66921.4,70538.0,1.0540425035937684
20191,3110145,장안초등학교,25343.2,24976.5,0.9855306354367246
20191,3110146,신자초등학교,235747.4,252263.5,1.0700584608780415
20191,3110147,능동우편취급국,244824.2,252553.0,1.0315687746554465
20191,3110148,어린이대공원역 3번,84317.2,85174.0,1.0101616277580376
20191,3110149,세종대학교,55268.0,56854.5,1.0287055800825071
20191,3110150,중곡1동 마을마당,224588.0,233452.5,1.0394700518282365
20191,3110151,자양한강도서관,207268.6,221059.5,1.0665363687505005
20191,3110152,중곡어린이공원,45567.2,46948.5,1.0303134710932427
20191,3110153,중곡1동주민센터,77696.8,79128.5,1.0184267563142884
20191,3110154,광진정말공원,292067.8,317098.5,1.0857016761176685
20191,3110155,광진구청,155481.2,154919.5,0.9963873445792802
20191,3110156,군자역 5번,164413.8,168878.5,1.027155263122682
20191,3110157,자양동우체국,150225.6,156533.0,1.0419861861094246
20191,3110158,중곡3동주민센터,406036.8,434817.5,1.0708819988730085
20191,3110159,구의역 4번,538632.6,553799.5,1.0281581545565568
20191,3110160,광진경찰서,53908.4,55594.0,1.0312678543603595
20191,3110161,중곡역 3번,181822.2,202384.5,1.1130901507076694
20191,3110162,군자역 4번,99892.4,102782.5,1.028932130972927
20191,3110163,성자초등학교,108248.4,105446.5,0.9741160146477916
20191,3110164,아차산역 5번,71871.0,70581.5,0.9820581319308205
20191,3110165,국립정신건강센터,163139.0,166433.5,1.0201944354201018
20191,3110166,구의1동주민센터,248186.0,257628.0,1.0380440476094541
20191,3110167,용마초등학교,208433.2,223104.5,1.0703884985693257
20191,3110168,대원고등학교,133601.0,129922.5,0.9724665234541657
20191,3110169,성동초등학교,98360.4,95243.5,0.9683114342763959
20191,3110170,동대부여고,370440.8,389919.0,1.052581141170195
20191,3110171,중곡4동주민센터,128550.2,135218.0,1.0518692308530053
20191,3110172,광진초등학교,189737.4,191500.0,1.0092896814228507
20191,3110173,구남초등학교,82763.8,82830.5,1.0008059078969307
20191,3110174,아차산역 1번,143582.4,157216.0,1.0949531418892566
20191,3110175,푸른동산공원,242406.4,257178.0,1.060937334987855
20191,3110176,해오름공원,186151.4,200839.0,1.0789013673816044
20191,3110177,동의초등학교,30150.6,31746.5,1.052930953281195
20191,3110178,장로회신학대학교,47159.6,47041.0,0.9974851355821509
20191,3110179,광나루역 1번,72857.6,69093.5,0.9483362065179198
20191,3110180,광진정보도서관,36756.8,34570.0,0.9405062464632393
20191,3110181,신설동역 9번,161733.8,149880.0,0.9267079608591402
20191,3110182,용두희망어린이공원,109827.4,96286.0,0.8767028992765011
20191,3110183,한국의류시험연구원,73794.2,57315.5,0.776693832306604
20191,3110184,용두사거리,41320.4,35876.5,0.8682515174102864
20191,3110185,용두초등학교,73199.0,71889.0,0.9821035806500089
20191,3110186,종암초등학교,36039.8,36106.5,1.0018507316910747
20191,3110187,제기동역 6번,335972.4,325176.5,0.9678667057174934
20191,3110188,용두동신동아아파트,158146.8,144993.5,0.9168285415828838
20191,3110189,제기동역 1번,143717.0,133836.0,0.9312468253581692
20191,3110190,고대앞사거리,196427.2,199570.0,1.0159998207987488
20191,3110191,고려대역 6번,135405.0,103100.0,0.7614194453676009
20191,3110192,동의보감타워,40793.8,39258.5,0.9623643789007152
20191,3110193,고려대역 4번,140464.8,148455.0,1.0568840022553694
20191,3110194,홍파초등학교,92174.2,89316.0,0.9689913229515418
20191,3110195,동대문구청,211000.4,204875.5,0.9709720929438996
20191,3110196,홍릉근린공원,64803.6,67339.0,1.0391243696337857
20191,3110197,세종대왕기념관교차로,40746.4,39880.5,0.9787490428602281
20191,3110198,동대문중앙새마을금고본점,40063.8,40208.0,1.0035992591816052
20191,3110199,홍릉시장,67793.8,73057.5,1.077642793293782
20191,3110200,동대문경찰서,73041.2,79458.5,1.0878586332097502
20191,3110201,전농119안전센터,19317.4,21045.5,1.0894582086616211
20191,3110202,전농1동주민센터(전농시장),77315.4,77264.0,0.999335190660593
20191,3110203,떡전교사거리,148789.0,150724.5,1.0130083541121992
20191,3110204,간데메공원,183512.6,208275.5,1.1349384183974287
20191,3110205,경희대삼거리,255608.8,256451.0,1.0032948787365694
20191,3110206,텃골근린공원,229172.0,253777.5,1.1073669558235735
20191,3110207,시립대앞사거리,68300.2,66708.5,0.9766955294420807
20191,3110208,시조사삼거리,42136.6,43473.0,1.0317158954448151
20191,3110209,답십리 장령당공원,62183.2,63288.0,1.0177668566429519
20191,3110210,서울시립대,256424.4,260154.5,1.0145465876102275
20191,3110211,전곡마을마당공원,315856.6,313430.5,0.9923189827282382
20191,3110212,답십리초등학교,121193.8,124238.5,1.0251225722767996
20191,3110213,청량초등학교,62317.4,65784.5,1.0556361465658066
20191,3110214,경희대후문,222830.4,213345.5,0.9574344434152612
20191,3110215,회기역 1번,134466.4,144937.0,1.0778677796088838
20191,3110216,전농중학교,64058.6,69959.5,1.0921172176725686
20191,3110217,자동차부품상가,89204.8,84639.5,0.9488222606855237
20191,3110218,답십리사거리,150877.6,166631.5,1.1044151020429804
20191,3110219,삼육보건대학교,275307.2,283076.0,1.028218659010734
20191,3110220,외대앞역 1번,213758.8,208379.0,0.9748323811698045
20191,3110221,의릉,39072.6,40170.5,1.028098974729094
20191,3110222,회기역 2번,5804.2,6506.5,1.120998587229937
20191,3110223,군자초등학교,56118.4,53182.0,0.9476749158921138
20191,3110224,외대앞역 2번,91136.0,95040.0,1.0428370786516854
20191,3110225,촬영소사거리,85974.2,94851.0,1.1032495795250203
20191,3110226,장안1동주민센터,445043.6,461179.5,1.0362568970770505
20191,3110227,답십리공원,69511.6,78057.0,1.122934877056491
20191,3110228,장안근린공원,235452.4,251760.5,1.0692628318929855
20191,3110229,장평중학교,200371.2,199264.0,0.9944742557812699
20191,3110230,장안현대홈타운1차아파트,150167.0,152481.0,1.0154095107447043
20191,3110231,장안교,4843.2,5198.0,1.0732573505120582
20191,3110232,동대부고,99637.8,96562.5,0.9691352077223704
20191,3110233,중랑역 1번,198054.2,214347.0,1.0822643498597857
20191,3110234,중랑역 4번,67733.2,74368.0,1.097954917234089
20191,3110235,세화어린이공원,29559.6,30204.5,1.021816939336121
20191,3110236,신묵초등학교,280786.0,292264.5,1.040879887173862
20191,3110237,메가박스 상봉,148387.6,158203.0,1.0661470365448324
20191,3110238,배꽃어린이공원,46619.4,48524.5,1.04086496179702
20191,3110239,중랑역 2번,12457.6,13667.5,1.0971214359106087
20191,3110240,태릉시장 특화거리,67325.2,75045.5,1.114671772233874
20191,3110241,먹골역 5번,194921.2,196587.0,1.008546017570177
20191,3110242,면목5동주민센터,134012.2,141457.0,1.0555531511310163
20191,3110243,중랑노인종합복지관,167598.0,170382.5,1.0166141600735092
20191,3110244,중화역 4번,157891.2,155492.0,0.9848047262925356
20191,3110245,KB국민은행 중화동지점,60334.8,67003.0,1.1105199652605129
20191,3110246,월드순복음교회,178012.0,183574.0,1.0312450846010381
20191,3110247,먹골역 1번,266540.6,281370.0,1.0556365521800433
20191,3110248,먹골파출소,86229.4,97130.5,1.12641975938601
20191,3110249,중화역 1번,261927.0,257926.0,0.9847247515529136
20191,3110250,화랑대역 7번,130694.0,135572.5,1.037327650848547
20191,3110251,장안중학교,159832.2,168933.5,1.056942843807443
