query,found_name,score,reviewCount
이코복스커피,이코복스커피 스튜디오 이태원점,,430
폴바셋,폴 바셋 혜화역점,,111
데헤사에프앤비카페드리옹,,,
피어커피,피어커피,4.62,607
스템코엑스,스템커피 코엑스점,4.42,933
빨라쪼주,,,
웨스트사이공주,,,
할리스커피도심,할리스 도심공항점,,3
현진에프앤비주,,,
학산코엑스지점,,,
커피빈코엑스메가박스점,,,
앤하우스메가MGC커피,,,
공차코리아,공차코리아,,0
로네펠트티하우스,로네펠트티하우스 광화문점,,42
르데스크에프앤비,,,
소울레터커피컴퍼니,소울레터커피 성수본점,4.56,353
띵즈34,띵즈34,,8
맨시니스,맨시니스,4.28,19
컴포트존,컴포트존,,5
카페1089,카페1089,,1
솔다방,솔다방,4.78,1
컴포즈커피목동중앙하이츠점,컴포즈커피 목동중앙하이츠점,,6
오스콘,오스콘 본점,4.62,24
갤러리더스퀘어,차담by 갤러리 더 스퀘어,,139
단꿈,단꿈,,0
포엠,포엠,4.47,"1,247"
그리엔,,,
궁전,궁전,4.28,0
구테로이테언주점,,,
엔뚜디아,엔뚜디아,,7
트리플에이커피봉천e편한세상점,트리플에이커피 봉천e편한세상점,,44
위드원스,위드원스 베이크샵,4.82,29
차차커피,차차커피코 성신여대역점,,7
웰스커피,웰스커피,4.7,21
하우,하우투,4.62,149
후식,후식점,,37
영커피강동,영커피 강동구청점,,18
커들리,커들리,4.49,185
포레스트,포레스트,4.5,"1,957"
슬기로운카페,슬기로운카페,4.88,9
카페있슈,카페있슈,5,3
15아지트,15아지트,,1
셋째날,,,
에이피씨옐로우,,,
카페와이요,카페와이요,,16
마시는노리터,술마시는노리터,4.04,17
메가엠지씨커피대치,메가MGC커피 잠실트리지움점,,10
카페파이브,카페파이브,,13
카페이드니,카페 이드니,,7
에치그,에치그,,298
키에,키에 신당,,26
더벤티노원문화의,더벤티 노원문화의거리점,4.4,14
탐앤탐스어린이대공원역점,탐앤탐스 장한평역점,4.4,38
퍼즐커피앤하이볼,,,
쫑이네,쫑이네카페,,0
푸른달,푸른달,4.38,28
카페문,CAFE MOON,4.23,71
커피온,Coffee ON,4.61,18
데어유고,데어유고,4.9,252
카페마르튀스,마르튀스,4.46,5
홈인팜스,홈인팜스,,1
춘삼월,춘삼월,,96
어커,어커,4.82,195
오빠가만든도넛's,,,
루크멜리,,,
리프레스,,,
메가엠지씨커피가락시장역점,메가MGC커피 수서중앙점,,5
카페아이보르,카페 아이보르,,0
수테이크아웃,수테이크아웃,4.37,0
해피클럽로스터스,해피클럽로스터스,4.53,39
레이어스튜디오,카페 레이어&베이커리,4.39,172
커피빈동대입구역점,,,
커피이디야,이디야커피 정릉중앙점,4.21,11
이디야양평동2가점,이디야커피 양평동2가점,4.38,7
카페혜화로,카페혜화로,4.5,1
메가엠지씨커피신림,메가MGC커피 신림역점,4.51,15
비옥,신비옥 수원본점,,410
프린세스왕국점,오마이 집사카페 프린세스왕국점,,92
오마이왕국점,오마이 메이드카페 오마이왕국점,,92
이츠카페,이츠카페,4.18,4
컨큐어카페,컨큐어,,168
바운트커피,BOUNTE,4.39,67
커피아임,커피아임,,0
시얏,시얏,,19
덤브다이버,덤브다이버,,59
다몬,다몬브런치,,1
와이에스에스컴퍼니,,,
블랑드티,,,
하이키커피,하이키 하우스 커피,,41
디앤제이,디앤제이,,54
베이지크,카페 베이지크,,82
곰작가네꿀커피,,,
COIN,삼성코인벤딩,3.56,0
컴포즈커피개포동점,컴포즈커피 개포동점,4.5,15
이디야개포동역점,이디야커피 개포동역점,4.53,14
푸에르,푸에르,4.39,5
철부지,철부지,,5
더연라운지,더연라운지,,3
다방구,다방구,4.66,11
놀숲문정,,,
매머드익스프레스강동,매머드익스프레스 성내점,,11
포트레이트커피바,포트레이트커피바,4.73,776
카페올리브,카페 올리브,,90
카페;숨,카페숨,,"2,117"
빽다방약수,빽다방 약수역점,4.47,16
카페다르Cafedar,,,
아임파인,아임파인,,30
매머드커피랩점주연합회,,,
레드리프커피팩토리,REDLEAF coffeefactory,4.74,50
웨이크업커피,웨이크업 커피,,1
탐앤탐스서울대,,,
혼자;커피,"혼자,커피",4.42,2
원미에프앤에스_뚜스뚜스,,,
카페리즈,카페리즈,,115
랑데자뷰,랑데자뷰 대학로점,4.23,477
토끼의시골집,토끼의시골집,,145
쥐구멍,쥐구멍마카롱,4.83,24
카페건대커피랩,건대커피 랩,4.54,"1,159"
샘스컴퍼니,샘스컴퍼니,,0
메가엠지씨커피봉천역점,메가엠지씨커피 봉천e편한세상점,,3
카페나우어데이즈,카페나우어데이즈,4.72,47
카페하멜른,,,
카페111,카페111,4.63,3
워너커피,워너커피,4.73,38
강또커피,강또커피 성신여대점,,2
진서의정원,진서의정원 카페,4.19,70
낭,낭,,15
컴포즈커피중화장미점,컴포즈커피 중화장미점,,7
그럼블아카이브,그럼블아카이브,,115
둡커피바,,,
커피헤븐,커피헤븐,4.35,2
카페하늘도서관,,,
208도씨,,,
복다방,복다방,,0
카페파사디나앤엔에프로스터리,,,
카페빈틈M,까페 빈틈 M,4.64,217
아마스빈중계은행,아마스빈 은행사거리점,4.41,5
카페리카,리카 밤리단길카페점,,28
달콤커피성수트러스톤점,,,
카페다즐,카페다즐,,1
토닥토닥,토닥토닥,4.47,8
커피에반하다개봉한진아파트점,커피에반하다 개봉한진아파트점 스마트 무인카페,,3
블랙빈,블랙빈,,3
운비차실,운비차실,,21
피크Pi:k,피크 Pi:k,,23
카페비,Cafe B,4.53,99
이디야커피증산동점,이디야커피 증산동점,4.36,12
틈,틈,,263
카페리버스,카페리버스,4.69,41
휘드카페,휘드카페 공릉점,,12
빈방,빈방,4.75,20
마당커피,마당커피,,0
미마미,,,
카몽,카몽,4.59,461
목요일커피,Thursday coffee,4.37,57
BK샵,도시농가코페도코,4.47,"1,598"
멜로우,멜로우,4.55,198
솔티상일점,솔티 질소아이스크림 디저트 카페,,17
서울커피,앤티크커피 잠실점,,"9,815"
빽다방신사,빽다방 빵연구소 신사사거리점,4.46,727
커피베이&로띠번영등포,,,
이디야커피영등포,이디야커피 영등포홈플러스점,4.32,9
솟대,솟대,4.26,152
소르비,소르비,4.45,214
모리에프앤씨,,,
모리커피,모리커피 성신여대점,,74
굿모닝,굿모닝,4.23,92
와이지지알,,,
메타킹,메타킹 광운대점,,8
길다방,길다방,,0
커피앤샵,탐앤탐스 정릉점,4.27,19
금호다방,금호다방,4.55,47
빈브라더스커피하우스서울,빈브라더스 커피하우스 서울,,636
톰과제리,톰과제리,4.41,10
유니온에프앤비메가엠지씨커피을지로입구역점,,,
메가엠지씨커피을지로입구역점,메가MGC커피 종각역점,,27
메가엠지씨커피중계무지개점,,,
이디야종로,이디야커피 서울시청점,4.4,50
요거트맨종로서적점,요거트맨 종로서적점,4.6,205
마샐,,,
하루노유키,하루노유키,4.39,438
브로트짜이트,브로트짜이트,,4
어라운드데이,어라운드데이,4.56,"1,870"
에스프레소인뉴욕,에스프레소인뉴욕,4.38,5
공차NC,공차 NC불광점,4.39,23
더카페NC불광7층점,더카페 NC불광점 7층,4.88,10
카페9기압,CAFE9기압,4.55,4
착한다방,착한다방,4.4,3
카페소민나민,카페소민나민,,0
두들,두들 불광점,4.77,91
좋앗나,좋앗나빙수,4.39,154
빈앤브레드카페,빈앤브레드 던던 동대문점,,9
후즈팬카페,후즈팬 카페 동대문점,,5
카페홀더,카페홀더,4.4,15
탐앤탐스블랙,탐앤탐스 블랙그레이트점,4.39,424
파스쿠찌교대메가스터디점,파스쿠찌 교대메가스터디점,4.32,29
베이비피그BabyPig,베이비 피그,,18
버블커피,버블커피,,4
커피베이대림3동,커피베이 대림3동사거리점,4.37,2
빽다방송정역점,빽다방 송정역점,4.44,6
아마스빈고덕역점,아마스빈 고덕역점,4.42,11
카페일분,카페일분 미아점,,3
장산다방용산,,,
어로어,어로어,,93
이디야솔밭공원역점,이디야커피 솔밭공원역점,,4
카페제스트,카페 제스트,4.56,12
레빠리지엥,레빠리지엥 명동점,,150
할리스포이,,,
카페오늘은,카페오늘은,,13
모두다가치카페,모두다가치 카페,4.5,43
카페쉼,카페쉼,,143
디폴트,디폴트커피 성신여대점,,0
크레스타운서울세관,크레스타운 논현세관사거리점,,30
인듀어런스커피,인듀어런스커피,,12
플랜비원,,,
카페레,카페레,4.4,9
더잼카페,더잼카페,,1
커피클래식,커피클래식,4.67,6
카페4월9일,Cafe 4월 9일,4.7,10
썸베이크,썸베이크,4.36,7
소피스티케이트,SOPHISTICATE,4.82,60
공차상일동역점,공차 상일동역점,4.52,35
디저트39상일동역점,디저트39 고덕역점,4.57,87
컴포즈커피봉천더울림메트로점,컴포즈커피 봉천더울림메트로점,,8
로스터리락온,로스터리 락온 DMC 1호점,,13
몽중,몽중,,54
에쇼파모마,에쇼파모마,,57
심쿵커피,심쿵커피,,3
컴포즈커피약수더시티점,컴포즈커피 약수더시티점,,8
약속다방,약속다방,,1
미시시피,미시시피,4.75,82
커피앤드알코올,커피 앤드 알코올,,0
커피팩토리쏘교육점,커피팩토리 쏘 교육점,4.44,25
빽다방강서,빽다방 마곡역GMG점,4.45,25
도토리소년,도토리소년,4.7,177
커피를달라,,,
제이콜라보,제이콜라보,4.52,14
앤디컵,ANDYCUP,3.89,22
미트미인더모닝(MeetMeintheMorning,,,
티움,티움,4.78,110
일리터리,일리터리,,1
우리커피,커피마마 길음동부우리집,4.41,24
커피&토스트,토스트앤 커피하우스,,1
더욱커피,더욱 커피,4.64,90
산체스커피로스터스,산체스커피 본점,,297
노해,노해,,211
제이제이카페,제이제이카페,4.35,180
달의계단,달의계단,4.29,156
남산까페,서울신라호텔 패스트리 부티크,4.52,"1,712"
백억커피,백억커피 성신여대점,,8
윤경양품,윤경양품,,0
케슬리,케슬리,,109
죠-지서울,죠지,4.37,"1,054"
서촌카페디엘,,,
놀숲미아사거리역점,,,
커피호스피탈,,,
블랑베이커리카페,블랑베이커리카페,,91
카페토브,카페토브,,267
유니카페,유니카페,4.53,10
가온카페,가온카페,,8
라운지카페,라운지카페,,84
카페게이트,카페게이트 고려대역점,,25
두댓커피,두댓커피,,110
더벤티까치산역점,더벤티 까치산역점,4.47,42
오슬로우커피,오슬로우커피 답십리점,4.75,58
카페신길동,카페길,4.65,308
릴레이션RELATION,릴레이션 카페,4.68,201
운여,,,
부클레,부클레,,104
원투데이커피,원투데이커피,,4
요고요고,요고요고,4.45,61
두바이커피,정릉동커피,,34
오피니언,오피니언,4.89,182
메가엠지씨커피금호역점,,,
해모타,해모타,4.57,2
일야,일야 한대앞점,,32
컴포즈커피마포신수점,컴포즈커피 마포신수점,,4
인사동,솥내음 종로인사동점,,318
옛찻집,신옛찻집,4.53,307
커피이야기,커피이야기,,3
시멘트룸,시멘트룸,,9
메가엠지씨커피서울여대점,메가MGC커피 공릉신도브래뉴점,,10
쌈지안,쌈지안,,24
안다미로팬케이크,안다미로 팬케이크 성신여대,,61
컴포즈커피양평역이노플렉스점,컴포즈커피 양평역이노플렉스점,,1
해쉬커피영등포이노플렉스지식산업,해쉬커피 영등포이노플렉스지식산업센터점,,9
모모양과,모모양과,,88
공차고대,공차 고대 안암점,4.45,29
카페게이트고대안암점,카페게이트 고대안암점,4.28,4
이디야까치산로점,이디야커피 까치산로점,4.41,15
김류정카페,,,
식껍도봉점,,,
해머스미스커피삼성선정릉역점,해머스미스커피 삼성선정릉역점,4.53,126
베브릿지숙명여대점,베브릿지 숙명여대점,4.47,83
어썸데이,어썸데이,,52
소르커피,소르커피,,35
소마,소마,,148
컴포즈커피신정,컴포즈커피 신정2동점,,4
이디야커피흑석역점,이디야커피 흑석역점,,13
카페라또,카페라또,4.29,29
배재란의커피클래스,배재란의커피클래스,4.38,89
브레인오프,,,
메가엠지씨커피상암누리꿈점,,,
거상앤리치,,,
공차,공차 국민대점,4.58,5
전통찻집담소,전통찻집담소,4.64,17
필아웃상암,필아웃 상암점,,85
컵앤컵,컵앤컵,4.63,9
배일리,아델라베일리,4.33,"1,351"
텐퍼센트커피,텐퍼센트커피 정릉뉴타운점,,17
커피사피엔스누리꿈스퀘어,커피사피엔스 누리꿈스퀘어점,4.53,29
페이퍼커피,페이퍼커피,4.66,24
예;그리다,예그리다,4.92,58
셀렉토커피상암누리꿈,셀렉토커피 상암누리꿈스퀘어점,,4
로리엔,로리엔,4.53,0
타셋커피로스터스,타셋커피로스터스,4.42,26
이디야강일점,이디야커피 강일점,,2
한방애차,,,
루터커피,루터커피,4.72,35
상생장,,,
고양이후추,고양이후추,,68
부스터커피,부스터커피,4.53,5
메가엠지씨커피서초우면,메가엠지씨커피 서초샤르망점,,2
콘시드서울,콘시드서울 용산,4.93,262
아크페브,아크페브,,106
롱맥,long mac,4.5,1
커피가지고,커피가지고,4.48,12
곰식，s카페,,,
카페앤원,카페앤원,4.38,0
커피볶는집시다모,커피폴,4.67,117
이비에스미디어,,,
시다모,커피볶는집 시다모,4.25,50
가배5225,가배5225,4.6,70
리틀빈스,리틀빈스,4.13,18
펠어커피초코방이역점,펠어커피초코 방이점,,65
무무그릭요거트,무무 그릭요거트,4.71,76
히어카페,히어카페,,2
하루당,하루당,,44
커피인더문,커피인더문,,11
공차전농동,공차 롯데백화점청량리점,4.3,28
본커피,본커피,,17
커피디지,커피디지 동대문점,4.58,1
까페브레이크타임,까페브레이크타임,,8
컴포즈커피우,,,
스펙터,스펙터,,"1,376"
이디야커피건대역점,이디야커피 건대역점,4.39,34
하이어그라운드,하이어그라운드,,52
찰스앤다이애나,,,
볼,르한스,4.41,"1,487"
오류동역4번출구,오류동역4번출구,,55
워터베리,워터베리 강남구청역점,,5
이디야라이프점,이디야 라이프점,4.46,1
카페보스코,카페 보스코,,65
애플블러썸여의도,애플블러썸,3.96,2
컴포즈커피여의도라이프점,컴포즈커피 여의도라이프점,4.37,1
매머드익스프레스여의도라이프점,매머드익스프레스 여의도라이프점,4.55,2
메가엠지씨커피마들역점,메가엠지씨커피 노원중앙점,4.32,6
수·차Soo·茶,,,
커피냅로스터스성수,커피냅로스터스 성수,,299
백스트릿나인,백스트릿나인,,159
컴포즈커피동대입구역점,컴포즈커피 동대입구역점,,3
더벤티창동역점,더벤티 창동역점,4.45,8
나우커피쌍문점,나우커피 쌍문점,4,7
디저트39구로혜리움점,,,
이디야커피점신금호역점,,,
카페더헤븐,카페더헤븐,,2
골든트리개발,,,
커피팩토리,커피 팩토리,4.2,195
커피홀,커피홀,,0
지니크,지니크,,3
마이달량,마이달량초콜릿,,50
필요[FEELYO],FEELYO,,95
아야커피,아야커피,4.48,286
카페더문,카페더문,,30
쿠킴COOKEEM,쿠킴,,12
히우,히우,,7
초이스1,초이스1,,3
어송포유,어송포유,4.64,19
카페샘,카페샘,4.44,22
바나프레소거여역점,바나프레소 거여역점,,25
카페마리,카페마리,,1
커피빈매헌역,커피빈 매헌역점,4.38,0
맹그로브숭인,,,
폼폼커피베이비,폼폼커피베이비,4.54,13
프룻팜,프룻팜,,0
다온,다온쭈꾸미해물찜,,783
나인틴먼스,나인틴먼스/나나제과,4.41,52
배냇,배냇,3,7
메가엠지씨커피마포오벨리스크점,,,
카페쟈스,카페자스 광화문점,4.21,39
이디야마포오벨리스크점,이디야커피 오벨리스크점,4.38,16
아미람주,,,
수보,수보네식당,,0
오페라빈,오페라빈,4.35,85
마스타,마스타,4.88,1
원오브카인드,원오브카인드 남영역점,,6
메가엠지씨커피대림,메가MGC커피 대림사거리점,4.38,7
