상호명,지점명,TRDAR_CD,TRDAR_CD_N,지번주소,도로명주소,층정보,경도,위도,지하철_거리(m),지하철_역명,지하철_호선,버스_거리(m),버스정류장명
가비수구.거니는집,,3130284,관악종합시장(신원시장),서울특별시 관악구 신림동 1602-1,서울특별시 관악구 신원로 23,,126.928058757351,37.4815694015989,323,신림,2,156,서원동승리교앞
카페인중독잠실,방이점,3120233,몽촌토성역,서울특별시 송파구 방이동 48-2,서울특별시 송파구 위례성대로2길 11,1,127.113453056366,37.5159822871706,200,몽촌토성,8,98,몽촌토성역.한성백제역
제이든커피로스터스JDCR,,3111080,굽은다리역 3번,서울특별시 강동구 명일동 338-17,서울특별시 강동구 상암로51길 31,1,127.146069550707,37.5479770216037,400,굽은다리,5,235,굽은다리사거리
커피가게동경연희점,,3130174,연희사러가,서울특별시 서대문구 연희동 131-1,서울특별시 서대문구 연희맛로 23,1,126.929663080986,37.5671475587255,1272,홍대입구,2,356,연희104고지앞.구성산회관(중)
컴포즈커피강남,시장점,3130302,강남시장(강남구 강남시장),서울특별시 강남구 신사동 510-11,서울특별시 강남구 압구정로2길 46,1,127.020677958375,37.5187650050546,262,신사,3,188,신사역6번출구
컴포즈커피은평서북,병원점,3110450,시립서북병원,서울특별시 은평구 구산동 190-8,서울특별시 은평구 갈현로11길 12,1,126.909230864566,37.6054618442717,947,응암,6,127,시립서북병원세현교회앞
더치앤빈흑리단길점,,3110842,흑리단길,서울특별시 동작구 흑석동 43-5,서울특별시 동작구 서달로14길 40,1,126.96498404004,37.5073098626657,1403,동작,4,25,흑석역.명수대현대아파트
세운나다방,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,4,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
브라운컬렉션,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
서울바나나커피,을지로4가점,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
챔프커피,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
이프프커피,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
헤일리스커피,을지로점,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
리오네커피,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
해피클럽,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
톤즈,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
빈티지라이언,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
호랑이,,3130033,대림상가(청계상가),서울특별시 중구 산림동 207-2,서울특별시 중구 을지로 157,3,126.995427058491,37.5675198109677,258,을지로4가,2,116,을지로4가
아르팡,,3130057,만리시장,서울특별시 용산구 서계동 260-1,서울특별시 용산구 효창원로 270,2,126.963695983216,37.5513324117351,663,애오개,5,514,서계동
멀티커피,한양대점,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",서울특별시 성동구 행당동 19-54,서울특별시 성동구 마조로 17,1,127.040473015086,37.5595571643077,390,왕십리,5,224,행당1동주민센터.성동소방서
티아트커피로스터스,,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",서울특별시 성동구 행당동 19-54,서울특별시 성동구 마조로 17,1,127.040473015086,37.5595571643077,390,왕십리,5,224,행당1동주민센터.성동소방서
카페쏙,,3110323,상월곡역 1번,서울특별시 성북구 상월곡동 64-1,서울특별시 성북구 장월로1길 66,1,127.044609030077,37.6058216854875,349,상월곡,6,1020,창문여고
단조,,3130106,중랑동부시장,서울특별시 중랑구 면목동 185-1,서울특별시 중랑구 중랑천로10길 68,3,127.07680336661,37.5923443233976,867,상봉,7,195,중랑역.동부시장(중)
이디야커피,,3110393,국민은행방학지점,서울특별시 도봉구 방학동 670,서울특별시 도봉구 방학로 171,1,127.033252539557,37.6621640603055,1548,쌍문,4,96,국민은행방학지점
카페숲,,3130088,경동시장,서울특별시 동대문구 제기동 1019,서울특별시 동대문구 고산자로36길 3,2,127.039147690267,37.5790371332837,388,제기동,1,132,청량리.청과물도매시장(중)
스타벅스,경동1960,3130088,경동시장,서울특별시 동대문구 제기동 1036,서울특별시 동대문구 고산자로36길 3,,127.039147690267,37.5790371332837,388,제기동,1,132,청량리.청과물도매시장(중)
이디아,,3120094,"신촌역(신촌역, 신촌로터리)",서울특별시 서대문구 창천동 30-20,서울특별시 서대문구 신촌로 87-20,1,126.936463576904,37.5565106454592,156,신촌,2,28,연세로.스타광장
에나꼬레,,3130173,백련시장,서울특별시 서대문구 남가좌동 345-4,서울특별시 서대문구 가재울로6길 53-87,1,126.923110501294,37.5770093670864,1408,증산,6,475,남가좌동현대아파트후문
태무든TAEMOODEN,,3110525,홍은종합사회복지관,서울특별시 서대문구 홍은동 36-6,서울특별시 서대문구 세검정로1길 105,1,126.946078325775,37.5950149200007,707,홍제,3,496,산골고개(중)
두번째디저트,,3110852,이수역 9번,서울특별시 동작구 사당동 1005-1,서울특별시 동작구 사당로28길 13,1,126.979727510488,37.4834276222441,272,총신대입구,7,193,사당동우체국앞(중)
스타벅스,신촌,3130175,신촌 상인회(신촌상점가),서울특별시 서대문구 창천동 18-55,서울특별시 서대문구 연세로 10-1,3,126.937120014026,37.5564839669554,149,신촌,2,18,연세로.문학의거리
이디야사가정점,,3120068,사가정역,서울특별시 중랑구 면목동 496-18,서울특별시 중랑구 면목로 325,,127.088181000117,37.5811370338552,38,사가정,7,74,사가정역
로스토,,3110037,신설동역 12번,서울특별시 종로구 숭인동 365,서울특별시 종로구 숭인동길 68,1,127.022007520491,37.577951370222,314,신설동,1,180,보문동주민센터
청림무역,,3110037,신설동역 12번,서울특별시 종로구 숭인동 365,서울특별시 종로구 숭인동길 68,2,127.022007520491,37.577951370222,314,신설동,1,180,보문동주민센터
9카페,,3120066,장한평역(장한평),서울특별시 동대문구 장안동 416-5,서울특별시 동대문구 장한로 3,1,127.064571166229,37.5621323047926,77,장한평,5,178,장한평역(중)
쥬씨삼호가든,사거리점,3120170,삼호가든사거리,서울특별시 서초구 반포동 52-2,서울특별시 서초구 고무래로10길 5,1,127.010902145789,37.5021067382711,535,고속터미널,7,72,반포미도아파트앞
몹시,,3120002,서촌(경복궁역),서울특별시 종로구 통의동 108,서울특별시 종로구 자하문로 36,1,126.971754251522,37.5792745036982,414,경복궁,3,351,경복궁역1번출구
마룬여유,,3110517,서대문소방서,서울특별시 서대문구 연희동 75-3,서울특별시 서대문구 연희로26가길 14,,126.936607509442,37.5736386573439,1558,무악재,3,1162,봉원동사거리(경유)
탐앤탐스홍제역점,,3130176,유진상가,서울특별시 서대문구 홍제동 294-46,서울특별시 서대문구 통일로 484,1,126.942955695997,37.5915986934433,322,홍제,3,353,홍제역.서대문세무서(중)
홍제동냇길,,3130176,유진상가,서울특별시 서대문구 홍제동 294-46,서울특별시 서대문구 통일로 484,1,126.942955695997,37.5915986934433,322,홍제,3,353,홍제역.서대문세무서(중)
아케디뜨,,3130060,신흥시장,서울특별시 용산구 용산동2가 1-490,서울특별시 용산구 신흥로 95-15,2,126.985017889339,37.5452462908367,1152,숙대입구,4,393,후암동종점
잇푸쿠,,3110553,가좌역 2번,서울특별시 마포구 중동 254,서울특별시 마포구 성암로3길 34,1,126.910883512791,37.5681349817406,840,마포구청,6,143,중동초등학교
메가엠지씨커피북한산,아이파크점,3110408,가인초등학교,서울특별시 도봉구 창동 750-2,서울특별시 도봉구 도봉로136가길 4,1,127.041501492526,37.6588458345437,798,창동,4,69,도봉보건소(중)
까페캠퍼,잠실점,3111004,삼전역 1번,서울특별시 송파구 잠실동 233,서울특별시 송파구 백제고분로15길 16,,127.085186787057,37.5067707632389,1122,종합운동장,2,274,새마을시장
설빙,,3120151,보라매공원,서울특별시 관악구 봉천동 729-32,서울특별시 관악구 보라매로3길 29,2,126.925075633006,37.491181303006,870,신림,2,161,롯데관악점
매머드익스프레스보라매대교점,,3120151,보라매공원,서울특별시 관악구 봉천동 729-32,서울특별시 관악구 보라매로3길 29,1,126.925075633006,37.491181303006,870,신림,2,161,롯데관악점
커피앤김밥,,3120151,보라매공원,서울특별시 관악구 봉천동 729-32,서울특별시 관악구 보라매로3길 29,1,126.925075633006,37.491181303006,870,신림,2,161,롯데관악점
원두볶는사람들,,3111050,강동구청(강동구청역 2번),서울특별시 강동구 성내동 534-18,서울특별시 강동구 성내로9길 45,,127.12455142814,37.5307475382295,363,강동구청,8,256,강동구청
이디야커피창동학원가점,,3110409,창동역 2번,서울특별시 도봉구 창동 288-40,서울특별시 도봉구 해등로16길 61,1,127.043357952721,37.6551421306195,382,창동,4,429,도봉보건소.북한산아이파크아파트(중)
스타벅스,고대,3110313,안암역 3번,서울특별시 성북구 안암동5가 104-30,서울특별시 성북구 고려대로24길 51,,127.029707997016,37.5839232718027,267,안암,6,159,안암오거리
앨리스,,3130178,이대 앞 스타트업 상점가,서울특별시 서대문구 대현동 34-23,서울특별시 서대문구 이화여대길 52-31,2,126.944734493466,37.559452057211,319,이대,2,200,신촌기차역
아키비스트,,3110015,청와대사랑채,서울특별시 종로구 효자동 164-7,서울특별시 종로구 효자로13길 52,1,126.972681492123,37.5822209714781,713,경복궁,3,686,경복궁역1번출구
멜로드,,3130268,상도전통시장,서울특별시 동작구 상도동 465-16,서울특별시 동작구 상도로49길 7,1,126.951993954439,37.4992232780056,361,숭실대입구,7,58,상도동중앙하이츠빌.상도전통시장
요거요거요거트,,3110671,등촌1동주민센터,서울특별시 강서구 등촌동 643-1,서울특별시 강서구 공항대로53가길 54,,126.859144142145,37.5556238147849,2147,우장산,5,293,강서대학교.강서LG베스트샵
바스크,,3110306,미아초등학교,서울특별시 성북구 길음동 1171-14,서울특별시 성북구 삼양로9길 10-2,1,127.022548841789,37.6086030104203,560,길음,4,104,길음동동부아파트
커피인페르노,,3111042,거여역 1번(거여공원),서울특별시 송파구 거여동 135-19,서울특별시 송파구 거마로9길 24,1,127.143584508145,37.4972086106228,446,거여,5,205,거여1동주민센터
커피볶는김여사,,3110525,홍은종합사회복지관,서울특별시 서대문구 홍은동 36-3,서울특별시 서대문구 세검정로1길 107,,126.946089597096,37.5950870044681,715,홍제,3,497,산골고개(중)
구루구루,,3110842,흑리단길,서울특별시 동작구 흑석동 43-38,서울특별시 동작구 서달로14길 42,1,126.965097153251,37.5072828659929,1392,동작,4,28,흑석역.명수대현대아파트
미쉐,,3130190,홍대소상공인상점가,서울특별시 마포구 서교동 365-17,서울특별시 마포구 홍익로3길 35,1,126.921675477842,37.5528166816497,470,홍대입구,2,206,서교동(중)
디자인정인플러스,,3110283,성북초등학교앞,서울특별시 성북구 성북동 125-6,서울특별시 성북구 성북로15길 32,1,126.999252683636,37.5927026758791,817,한성대입구,4,752,혜화동로터리.여운형활동터(중)
봉명동내커피,,3110438,경춘선숲길 우측,서울특별시 노원구 공릉동 408-26,서울특별시 노원구 공릉로41나길 31,1,127.078525814571,37.6259590974341,491,공릉,7,516,공릉역1번출구
이디야팀이공사점,,3130046,team204(팀204),서울특별시 중구 신당동 204-48,서울특별시 중구 마장로 30,3,127.0131981779,37.5677173808739,312,신당,6,286,충무아트센터.스포츠센터.중부소방서
메가엠지씨커피창동역점,,3130153,창동역상점가,서울특별시 도봉구 창동 4,서울특별시 도봉구 마들로11가길 13,,127.049204020521,37.6529054005183,217,창동,4,102,창동역동측(도봉방면)
공활,,3110630,공항시장역 1번,서울특별시 강서구 방화동 615-54,서울특별시 강서구 개화동로27나길 43,1,126.808440065993,37.5653823012426,544,송정,5,199,방화중학교
어깨동무,,3110753,시흥동 은행나무사거리,서울특별시 금천구 시흥동 924-10,서울특별시 금천구 금하로24길 46,1,126.908358079226,37.4488760896794,4049,구로디지털단지,2,224,시흥동은행나무
커피온리,교대역점,3120173,교대역(법원.검찰청),서울특별시 서초구 서초동 1673-1,서울특별시 서초구 서초대로 302,1,127.014689111269,37.4937179581437,27,교대,2,50,지하철2호선교대역2
메가엠지씨커피남부터미널역점,,3120175,남부터미널역,서울특별시 서초구 서초동 1445-1,서울특별시 서초구 효령로 310,1,127.018192519742,37.4851578971696,170,남부터미널,3,33,국제전자센터
카페다인,,3130067,왕십리도선동상점가,서울특별시 성동구 도선동 185-27,서울특별시 성동구 왕십리로24길 19,,127.034216344927,37.5642803655338,365,왕십리,2,182,코스모타워.서울신용보증재단성동지점
남산#52LAB,,3120027,명동역(명동재미로),서울특별시 중구 회현동3가 9-15,서울특별시 중구 퇴계로14길 19,1,126.983781338379,37.559689126884,372,회현,4,98,남산3호터널.서울애니메이션센터
베비아모,,3110433,공릉역 2번,서울특별시 노원구 공릉동 513-47,서울특별시 노원구 동일로184길 37,1,127.075737561419,37.6244202326764,279,공릉,7,232,공릉시장
오루베,,3110110,상왕십리역 6번,서울특별시 성동구 하왕십리동 890-381,서울특별시 성동구 왕십리로31길 8,2,127.027866490253,37.5640657959461,101,상왕십리,2,102,상왕십리역
프리커피,,3110900,낙성대역 1번(관악구민 종합체육센터),서울특별시 관악구 봉천동 196-114,서울특별시 관악구 낙성대역길 88,1,126.963473208204,37.4744046121276,282,낙성대,2,298,서울미술고.인헌중고
노브.,,3110405,방학역 1번,서울특별시 도봉구 방학동 650-3,서울특별시 도봉구 도당로27길 38,1,127.041087812415,37.6690811232512,1532,마들,7,195,온누리교회
히든아일렛,,3120022,북창동(시청역_6번),서울특별시 중구 북창동 18-7,서울특별시 중구 세종대로14길 17-5,2,126.97770257261,37.5630848930081,210,시청,1,127,시청앞
피카워크샵,,3110129,성원어린이공원,서울특별시 성동구 성수동1가 13-384,서울특별시 성동구 상원10길 23,1,127.050324717774,37.5502821105106,430,뚝섬,2,95,리버하우스
셀렉토커피방학역점,,3110410,방학역 2번,서울특별시 도봉구 방학동 719-2,서울특별시 도봉구 도봉로152길 16,,127.04474888802,37.6690978107092,1228,마들,7,102,신도봉시장.도봉구청.방학역북부(중)
미러볼커피스탠드,,3120010,원남동사거리,서울특별시 종로구 원남동 84-2,서울특별시 종로구 창경궁로 142,1,126.997634058273,37.5750071461478,585,종로5가,1,56,원남동
단미제과,,3110359,수유시장옆,서울특별시 강북구 수유동 28-18,서울특별시 강북구 삼양로98길 49,1,127.01994076776,37.6388946688691,465,수유,4,445,수유역(중)
파크사이드,,3110576,대흥역 3번,서울특별시 마포구 대흥동 241-40,서울특별시 마포구 백범로16안길 31,,126.943816278318,37.5463240840824,211,대흥,6,83,용강초등학교
코지,,3120229,방이동먹자골목,서울특별시 송파구 방이동 64-6,서울특별시 송파구 올림픽로32길 18,1,127.109129823767,37.5144096047334,430,잠실,8,175,송파구청.방이맛골
데이데이,,3120072,성신여대,서울특별시 성북구 동선동1가 2-2,서울특별시 성북구 동소문로22길 14,,127.017595818238,37.5923409699007,54,성신여대입구,4,112,성신여대입구역(경유)
라운드테이블,,3110300,삼선동주민센터,서울특별시 성북구 안암동1가 9,서울특별시 성북구 보문로30길 40-2,1,127.019644447322,37.5892232136225,438,보문,6,224,성북구청.성북경찰서
리예몬,,3130100,답십리시장,서울특별시 동대문구 답십리동 70-9,서울특별시 동대문구 답십리로 159-16,1,127.058094685171,37.5736323733601,895,답십리,5,43,청솔우성아파트.답십리시장
미학당,,3110838,상도1동주민센터앞,서울특별시 동작구 상도동 485-1,서울특별시 동작구 상도로37길 81,1,126.953668854214,37.4972957932486,115,숭실대입구,7,89,숭실대입구역
커피베이베이크앤비스트로서순라길점,,3110019,창덕궁,서울특별시 종로구 권농동 171-6,서울특별시 종로구 율곡로10길 27-13,1,126.991249317907,37.5758087307137,370,종로3가,5,554,원남동
컴포즈커피숭실대점,,3130269,강남시장(동작구 강남시장),서울특별시 동작구 상도동 488,서울특별시 동작구 상도로 357,1,126.953510757922,37.4969353285439,76,숭실대입구,7,52,숭실대입구역
집생로커피,,3110166,구의1동주민센터,서울특별시 광진구 구의동 248-87,서울특별시 광진구 아차산로51길 90,1,127.08544062045,37.5409275739793,454,구의,2,170,광진경찰서
에그허그,,3110179,광나루역 1번,서울특별시 광진구 광장동 245-7,서울특별시 광진구 천호대로143길 8-5,1,127.10328034094,37.5460490136718,85,광나루,5,67,광나루역(중)
뷰파트너스주,,3120187,신논현역,서울특별시 강남구 논현동 201-16,서울특별시 강남구 봉은사로 107,14,127.025390320936,37.5050237707242,763,논현,7,51,신논현역4번출구
현욱기획,,3130308,청담삼익시장,서울특별시 강남구 청담동 134-20,서울특별시 강남구 학동로101길 26,2,127.05762510496,37.5224468696354,631,청담,7,152,영동교입구.청담자이아파트
커피를만드는사람들,,3130308,청담삼익시장,서울특별시 강남구 청담동 134-20,서울특별시 강남구 학동로101길 26,,127.05762510496,37.5224468696354,631,청담,7,152,영동교입구.청담자이아파트
카페오,,3130081,자양골목전통시장(자양골목시장),서울특별시 광진구 자양동 620-17,서울특별시 광진구 자양로13나길 27,1,127.079707971849,37.5341740814199,556,구의,2,421,동서울우편집중국앞
퐁치커피익스프레스,공릉점,3110434,태릉입구역 4번,서울특별시 노원구 공릉동 592-7,서울특별시 노원구 동일로176길 19-20,1,127.076073786327,37.620879136864,413,태릉입구,6,157,태릉입구역4번출구
스타벅스,강남역신분당역사,3120192,뱅뱅사거리,서울특별시 강남구 역삼동 858,서울특별시 강남구 강남대로 302-2,,127.03150271231,37.4903449038053,709,양재,3,59,뱅뱅사거리(경유)
하우스브란트,,3110908,구반포역,서울특별시 서초구 반포동 1313,서울특별시 서초구 신반포로3길 8,1,126.98690384767,37.5021425556459,615,동작,4,183,구반포역.심산문화센터(중)
카페301,,3110908,구반포역,서울특별시 서초구 반포동 1313,서울특별시 서초구 신반포로3길 8,1,126.98690384767,37.5021425556459,615,동작,4,183,구반포역.심산문화센터(중)
퀼트카페인,,3110908,구반포역,서울특별시 서초구 반포동 1313,서울특별시 서초구 신반포로3길 8,2,126.98690384767,37.5021425556459,615,동작,4,183,구반포역.심산문화센터(중)
컴포즈양천신곡점,,3130205,신곡종합시장(신월6동 골목시장),서울특별시 양천구 신월동 575-1,서울특별시 양천구 신월로 170,1,126.842484605036,37.5181572218856,942,신정네거리,2,63,신한은행신월동지점
스타트카페,,3130024,남대문시장(자유상가),서울특별시 중구 남창동 33-1,서울특별시 중구 남대문시장4길 9,1,126.977669639015,37.5596610992437,167,회현,4,150,남대문시장.회현역
커피집,,3130024,남대문시장(자유상가),서울특별시 중구 남창동 33-1,서울특별시 중구 남대문시장4길 9,,126.977669639015,37.5596610992437,167,회현,4,150,남대문시장.회현역
나를위한하루날위한커피,사당점,3110851,경문고등학교(동작동성당),서울특별시 동작구 사당동 68-1,서울특별시 동작구 동작대로35길 53,1,126.979759152172,37.4918700726253,533,총신대입구,4,256,경문고교.배나무골앞(중)
카페크레프리,,3110383,덕성여대시반거리,서울특별시 도봉구 쌍문동 422-80,서울특별시 도봉구 삼양로144길 18,2,127.013870216255,37.6513651560563,1838,쌍문,4,1701,방학동신동아타워
커피프릭COFFEEFREAK,,3130198,아현시장,서울특별시 마포구 아현동 332-7,서울특별시 마포구 굴레방로7길 22,2,126.95427741415,37.5563476980944,198,아현,2,121,아현역(중)
골목카페,,3120009,종로3가역,서울특별시 종로구 돈의동 95,서울특별시 종로구 돈화문로9길 17,,126.990819654177,37.5716370919443,38,종로3가,3,159,종로3가.탑골공원(중)
구움블루스,,3120113,오목교역,서울특별시 양천구 목동 405-241,서울특별시 양천구 오목로56길 5,1,126.874068241243,37.5240606442674,103,오목교,5,115,목동대학학원
메가엠지씨커피방배카페,거리점,3120162,방배동카페골목,서울특별시 서초구 방배동 760-2,서울특별시 서초구 방배중앙로 188,1,126.985887227875,37.4956822235035,961,총신대입구,4,252,이수교
네스트앤드위스탠연남마포지점,,3110564,홍대입구역 3번,서울특별시 마포구 동교동 113-92,서울특별시 마포구 연희로1길 18,1,126.925674699619,37.5598380358557,387,홍대입구,2,206,동교동삼거리연희동방면
카페청량,,3130095,청량리전통시장,서울특별시 동대문구 제기동 478-5,서울특별시 동대문구 홍릉로3길 18,,127.043575796166,37.5818376723243,229,청량리,1,103,현대코아
문보드레,,3110608,신월2동주민센터,서울특별시 양천구 신월동 480-18,서울특별시 양천구 오목로15길 22,1,126.845931930467,37.5249913639237,761,까치산,2,344,동방아파트
커피도가헤리티지,,3130179,"이화여대 3,5,7길 상점가",서울특별시 서대문구 대현동 56-28,서울특별시 서대문구 이화여대5길 9,1,126.945131506559,37.5582449063741,181,이대,2,181,이대역(중)
꾸에바마테라,,3130060,신흥시장,서울특별시 용산구 용산동2가 1-46,서울특별시 용산구 소월로20길 28-1,1,126.985210252484,37.5452733450624,1169,숙대입구,4,407,후암동종점
매머드익스프레스,여의도점,3120148,국회의사당역(국회의사당),서울특별시 영등포구 여의도동 14-35,서울특별시 영등포구 국회대로70길 22,,126.920626038273,37.5286061195868,847,여의도,5,69,산업은행본점
더로비,,3110393,국민은행방학지점,서울특별시 도봉구 방학동 670-1,서울특별시 도봉구 방학로 171-5,1,127.033275146263,37.6620289067381,1533,쌍문,4,99,국민은행방학지점
바바아시,,3110177,동의초등학교,서울특별시 광진구 구의동 33-8,서울특별시 광진구 자양로50길 48,1,127.09503912717,37.5524169820332,481,아차산,5,419,새밭교회(중)
수유상점101,,3130138,수유프라자,서울특별시 강북구 수유동 63,서울특별시 강북구 도봉로 261,,127.023450799317,37.6316951500178,614,수유,4,113,수유시장.성신여대미아캠퍼스앞(중)
커피마마퀸,,3130138,수유프라자,서울특별시 강북구 수유동 63,서울특별시 강북구 도봉로 261,1,127.023450799317,37.6316951500178,614,수유,4,113,수유시장.성신여대미아캠퍼스앞(중)
업사이드커피을지로,,3120033,을지로4가역,서울특별시 중구 을지로4가 39-1,서울특별시 중구 을지로 167,1,126.996604284074,37.5667990540149,135,을지로4가,2,37,을지로4가
그랑카페,,3111055,선사초등학교,서울특별시 강동구 암사동 506-2,서울특별시 강동구 고덕로3길 10,1,127.128643805849,37.5552593330292,579,암사,8,203,삼성광나루아파트.암사동유적
이디야커피망우역점,,3110265,망우역 1번,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로55길 11-10,,127.092754653897,37.5992885178929,740,상봉,7,202,망우역.망우지구대(중)
트래버틴용산,,3110062,한강로동땡땡거리(은행나무길),서울특별시 용산구 한강로3가 40-317,서울특별시 용산구 한강대로7길 18-7,1,126.962079770481,37.5248875465269,747,신용산,4,114,한강대교북단.LG유플러스(중)
디저트39,,3120109,서울남부지방법원,서울특별시 양천구 신정동 1018-1,서울특별시 양천구 신월로 350,1,126.859909261117,37.5217201134779,491,신정,5,52,우리은행신정동지점
사랑방,,3130250,삼구시장(로타리상가),서울특별시 영등포구 영등포동5가 20-62,서울특별시 영등포구 영등포로 219,1,126.905759725524,37.5201437930117,296,영등포시장,5,95,영등포시장
로타리휴계실,,3130250,삼구시장(로타리상가),서울특별시 영등포구 영등포동5가 20-62,서울특별시 영등포구 영등포로 219,1,126.905759725524,37.5201437930117,296,영등포시장,5,95,영등포시장
삼이일공커피공장,,3110938,바우뫼공원,서울특별시 서초구 양재동 119-1,서울특별시 서초구 양재천로11길 11,,127.036380139915,37.4750533845289,1074,양재,3,141,현대빌라
토마토,,3110577,용강동주민센터,서울특별시 마포구 대흥동 542,서울특별시 마포구 토정로31길 63,1,126.944180538534,37.5434410595548,445,마포,5,321,동도중학교.서울디자인고등학교
수빈70,,3110177,동의초등학교,서울특별시 광진구 구의동 33-1,서울특별시 광진구 자양로50길 54,1,127.095299472358,37.5524618220835,504,아차산,5,433,새밭교회(중)
커피오리진,,3110364,미아역 8번,서울특별시 강북구 미아동 783-1,서울특별시 강북구 솔매로41길 39,,127.022984991338,37.6273975370908,299,미아,4,378,수유시장.성신여대미아캠퍼스앞(중)
메가엠지씨커피강동역점,,3111068,강동성심병원,서울특별시 강동구 길동 445-1,서울특별시 강동구 천호대로 1107,1,127.135229367316,37.5358534763436,242,강동,5,154,길동사거리.강동세무서(중)
카페502호,,3130107,중랑동부시장(중랑교종합상가),서울특별시 중랑구 상봉동 129-9,서울특별시 중랑구 망우로32길 23,1,127.077121031046,37.5929477807347,815,상봉,7,147,중랑역.동부시장(중)
이앤에스에스,,3110559,성산중학교,서울특별시 마포구 합정동 360-1,서울특별시 마포구 독막로6길 27,1,126.917212008765,37.5467409081422,412,합정,6,424,합정역
건강한농부사회적협동조합,,3110734,금천파출소,서울특별시 금천구 시흥동 995-18,서울특별시 금천구 시흥대로61길 31,,126.898994348611,37.4535537269632,3311,가산디지털단지,7,108,시흥사거리.금천파출소
크레마노,해방촌점,3130060,신흥시장,서울특별시 용산구 용산동2가 1-45,서울특별시 용산구 소월로20길 28,4,126.985221564724,37.5452913664625,1170,숙대입구,4,407,후암동종점
카페인중독,문정점,3111026,문정역 2번,서울특별시 송파구 문정동 67-8,서울특별시 송파구 문정로4길 26,1,127.126113144898,37.4839477106583,390,문정,8,223,문정법조단지.건영아파트(중)
카페보보,,3110424,상계초등학교,서울특별시 노원구 상계동 389-237,서울특별시 노원구 상계로9가길 26,1,127.067420120024,37.6588789174351,472,노원,4,162,상계초등학교
금호알베르,,3110107,금호사거리,서울특별시 성동구 금호동4가 173-9,서울특별시 성동구 금호로3길 14,1,127.024408959253,37.5476774157995,763,금호,3,719,동부간선도로입구(경유)
알베르금호,,3110107,금호사거리,서울특별시 성동구 금호동4가 173-9,서울특별시 성동구 금호로3길 14,,127.024408959253,37.5476774157995,763,금호,3,719,동부간선도로입구(경유)
다나제과,,3130178,이대 앞 스타트업 상점가,서울특별시 서대문구 대현동 34-22,서울특별시 서대문구 이화여대길 52-33,,126.944847666189,37.5594611201,317,이대,2,208,신촌기차역
커피베이성수세종,타워점,3130071,성수역 골목형상점가,서울특별시 성동구 성수동2가 284-62,서울특별시 성동구 성수일로10길 26,1,127.053151149051,37.5464696478713,323,성수,2,403,성수2가3동주민센터
메르센,,3130192,동진시장,서울특별시 마포구 연남동 227-15,서울특별시 마포구 성미산로 198,1,126.926770057942,37.5623795306971,684,홍대입구,2,65,연남동
카페네이,,3130192,동진시장,서울특별시 마포구 연남동 227-15,서울특별시 마포구 성미산로 198,1,126.926770057942,37.5623795306971,684,홍대입구,2,65,연남동
카페리브레,,3130192,동진시장,서울특별시 마포구 연남동 227-15,서울특별시 마포구 성미산로 198,1,126.926770057942,37.5623795306971,684,홍대입구,2,65,연남동
커피빈순화점,코리아,3120019,경찰청앞교차로,서울특별시 중구 순화동 214,서울특별시 중구 통일로 78,,126.969779833551,37.5625785728727,454,서대문,5,37,경찰청앞교차로(경유)
커피에반하다,,3130196,공덕시장,서울특별시 마포구 공덕동 256-13,서울특별시 마포구 만리재로 15,1,126.952768293609,37.5445890758763,148,공덕,6,131,공덕역(중)
컴포즈커피,공덕역점,3130196,공덕시장,서울특별시 마포구 공덕동 256-13,서울특별시 마포구 만리재로 15,1,126.952768293609,37.5445890758763,148,공덕,6,131,공덕역(중)
